ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan,Alasan_Kenyamanan,Alasan_Kebersihan,Alasan_Pelayanan,Alasan_Harga,Alasan_Lokasi,Alasan_Fasilitas,Alasan_Makanan
23,Agoda,Hotel Santika Bandung,11/14/2025,"properti ini menawarkan nilai luar biasa dengan lokasinya yang strategis, membuatnya mudah untuk menjelajahi daerah tersebut. kebersihannya terbaik, dan stafnya ramah dan penuh perhatian, memastikan pengalaman yang menyenangkan. fasilitasnya bagus, menampilkan kamar yang luas dengan air panas dan tempat parkir yang nyaman. secara keseluruhan, ini adalah pilihan tepat bagi siapa saja yang mencari kenyamanan dan aksesibilitas selama menginap.",positif,positif,positif,positif,positif,positif,,"fasilitasnya bagus, menampilkan kamar yang luas dengan air panas dan tempat parkir yang nyaman.",kebersihannya terbaik,stafnya ramah dan penuh perhatian,menawarkan nilai luar biasa,lokasinya yang strategis,fasilitasnya bagus menampilkan kamar yang luas dengan air panas dan tempat parkir,
24,Agoda,Hotel Santika Bandung,11/6/2025,"overall hotel ini recomended, mulai dari pelayanan, makanan, dan lokasinya, kalau harganya relatif pas. satu hal yang selalu saya sukai dari menginap di santika adalah variasi makanan yang tersedia, baik tradisional maupun western, serta rasanya yang menggugah selera.",,,positif,positif,positif,,positif,,,pelayanan,harganya relatif pas,lokasinya,,variasi makanan yang tersedia baik tradisional maupun western serta rasanya yang menggugah selera
25,Agoda,Hotel Santika Bandung,11/5/2025,"nyaman, dimana-mana bersih. toiletnya berbau harum. saran: cat ulang pintu kamar mandi agar terlihat lebih segar.",negatif,positif,,,,,,cat ulang pintu kamar mandi agar terlihat lebih segar,dimana-mana bersih. toiletnya berbau harum,,,,,
26,Agoda,Hotel Santika Bandung,11/2/2025,sejauh ini bagus untuk menginap,,,,,,,,,,,,,,
27,Agoda,Hotel Santika Bandung,10/27/2025,bagus location. meskipun hotel yang sedikit berumur tapi masih terawat dan bersih. cocok untuk tinggal bersama keluarga.,,positif,,,positif,,,,masih terawat dan bersih,,,bagus location,,
28,Agoda,Hotel Santika Bandung,10/27/2025,untuk ruangan dan fasilitasnya sudah bagus. hanya perlu meningkatkan makanan untuk sarapan dan pencahayaan ruangan.,negatif,,,,,positif,negatif,pencahayaan ruangan,,,,,ruangan dan fasilitasnya sudah bagus,perlu meningkatkan makanan untuk sarapan
29,Agoda,Hotel Santika Bandung,10/24/2025,"hotel terjangkau di lokasi strategis. ruangan itu luas dan tempat tidur nyaman. tapi kamar dan furniturnya cukup kuno, air conditioner tidak bisa diatur, dan handuknya terlalu tipis dan tua. semua staf baik dan cepat tanggap dalam menangani pertanyaan.",netral,,positif,positif,positif,negatif,,ruangan itu luas dan tempat tidur nyaman. tapi kamar dan furniturnya cukup kuno,,semua staf baik dan cepat tanggap dalam menangani pertanyaan,hotel terjangkau,lokasi strategis,air conditioner tidak bisa diatur dan handuknya terlalu tipis dan tua,
30,Agoda,Hotel Santika Bandung,10/8/2025,"hotel lama yang nyaman, dan dekat dari outlet di jalan riau dan mudah cari makanan, bagus",positif,,,,positif,,,hotel lama yang nyaman,,,,dekat dari outlet di jalan riau dan mudah cari makanan,,
31,Agoda,Hotel Santika Bandung,10/6/2025,nikmati tinggal di pusat kota,,,,,positif,,,,,,,tinggal di pusat kota,,
32,Agoda,Hotel Santika Bandung,9/18/2025,"pengalaman saya secara umum sangat baik di hotel ini. baru pertama kali menginap disini itu pun karena kehabisan hotel lain di weekend dan memang dadakan baru cari di hari h. memang gedung lama tapi lokasi sangat baik di tengah kota jadi sangat strategis kalau mau kemana2, kamar terbilang luas, feels bed pun sangat enak dan sekalipun double twin dijadikan satu tidak berasa ada lubang di tengah2. yang paling highlight buat saya adalah breakfast karena jenis makanannya banyak dan rasanya pun enak2, plusnya lagi saya mendapat compliment breakfast untuk anak saya yang berusia 8. compliment karena seharusnya bayar menurut staf restaurant tapi waktu check in di info anak hingga usia 8 masih gratis. sepertinya perlu disepakati lagi dalam management. tapi terima kasih anyway for the compliment.",positif,,netral,positif,positif,,positif,kamar terbilang luas feels bed pun sangat enak,,karena seharusnya bayar menurut staf restaurant tapi waktu check in di info anak,di info anak hingga usia 8 masih gratis,lokasi sangat baik di tengah kota jadi sangat strategis,,jenis makanannya banyak dan rasanya pun enak2
33,Agoda,Hotel Santika Bandung,9/13/2025,lokasi bagus dan pelayanan bagus,,,positif,,positif,,,,,pelayanan bagus,,lokasi bagus,,
34,Agoda,Hotel Santika Bandung,9/11/2025,"saya pesan kamar ini untuk ayah saya saya, dan ayah saya suka dengan hotel ini",,,,,,,,,,,,,,
35,Agoda,Hotel Santika Bandung,9/11/2025,"saya pesan kamar ini untuk ayah saya, dan ayah saya menyukainya",,,,,,,,,,,,,,
36,Agoda,Hotel Santika Bandung,9/8/2025,"hotel butik ini hanya berjarak 100 meter dari stasiun kereta bandara. pelayanannya ramah dan sebanding dengan hotel bintang lima, dan semua staf fasih berbahasa inggris. desain kamarnya cukup unik, dengan tabung di kamar mandi menghadap ke jendela. sayangnya kolam renangnya kecil. menu makanan dalam kamar bervariasi, enak, dan harga cukup bersaing dengan restoran di platinum mall. tersedia antar-jemput tuktuk gratis ke stasiun kereta. secara keseluruhan, ini adalah pengalaman menginap yang sangat menyenangkan, dan saya berharap untuk kembali lagi di masa mendatang.",netral,,positif,positif,positif,negatif,positif,"desain kamarnya cukup unik, dengan tabung di kamar mandi menghadap ke jendela.",,pelayanannya ramah dan sebanding dengan hotel bintang lima,harga cukup bersaing dengan restoran di platinum mall,hanya berjarak 100 meter dari stasiun kereta bandara,kolam renangnya kecil,menu makanan dalam kamar bervariasi enak
37,Agoda,Hotel Santika Bandung,9/8/2025,"parkir dibasement tidak sempit muat sekitar 25-30 mobil. sarapan baik, kacang ijo bubur sumsum selalu ada. tradisional food. dekat dengan bip tinggal nyebrang dan mall yogya disebrang kanannya. saya dapat di kamar 427, kamar executive tapi air conditioner kurang dingin. ada ruang duduk sama televisi tambahan kecil di depan tapi kurang efektif mending dikasih kasur 1 lagi",negatif,,,,positif,positif,positif,air conditioner kurang dingin,,,,dekat dengan bip tinggal nyebrang dan mall yogya disebrang kanannya,parkir dibasement tidak sempit muat sekitar 25-30 mobil,sarapan baik kacang ijo bubur sumsum selalu ada
38,Agoda,Hotel Santika Bandung,9/2/2025,"hotel tua yang bersih, tapi pelayanannya bagus. saya menikmati sarapan saya yang lezat dan jamu wedang sekang. saya akan mempertimbangkan ini lagi jika saya berada di sekitar area tersebut",negatif,positif,positif,,,,positif,"hotel tua yang bersih, tapi pelayanannya bagus.",hotel tua yang bersih,pelayanannya bagus,,,,sarapan saya yang lezat dan jamu wedang sekang
39,Agoda,Hotel Santika Bandung,8/21/2025,"hotel ini dihuni oleh kelelawar. dinding hotel seperti terlihat di foto kotoran kelelawar di lantai. gymnya satu-satunya treadmill yang rusak, pergelangan kaki saya hampir terkilir saat menggunakannya. papan langkah di bawah mekanisme rusak ketika anda menginjaknya dengan goyah. tidak ada barbel yang dipasang dengan benar. untuk meluruskannya. lebih baik tutup gym gunakan ruang itu untuk hal lain",,negatif,,,,negatif,,,kotoran kelelawar di lantai,,,,gymnya satu-satunya treadmill yang rusak,
40,Agoda,Hotel Santika Bandung,8/14/2025,"akomodasi ini menawarkan nilai yang sangat baik dengan lokasi yang strategis dan kebersihan yang terjaga. stafnya sangat ramah dan membantu, membuat pengalaman menjadi lebih menyenangkan. fasilitas yang tersedia juga memuaskan, cocok untuk berbagai kebutuhan. secara keseluruhan, ini adalah tempat yang sangat direkomendasikan bagi siapapun yang mencari kenyamanan dan pelayanan terbaik selama menginap.",,positif,positif,positif,positif,positif,,,kebersihan yang terjaga,stafnya sangat ramah dan membantu,menawarkan nilai yang sangat baik,lokasi yang strategis,fasilitas yang tersedia juga memuaskan,
41,Agoda,Hotel Santika Bandung,8/8/2025,secara keseluruhan bagus,,,,,,,,,,,,,,
42,Agoda,Hotel Santika Bandung,8/3/2025,menginap di santika akan membuat anda nyaman dengan lokasinya yang tepat berada di pusat kota bandung yang ramai.,positif,,,,positif,,,di santika akan membuat anda nyaman dengan lokasinya yang tepat berada di pusat kota,,,,lokasinya yang tepat berada di pusat kota bandung,,
43,Agoda,Hotel Santika Bandung,7/29/2025,"kamarnya luas, rapi dan bersih, kamar mandi juga bersih",positif,positif,,,,,,kamarnya luas rapi,kamarnya luas rapi dan bersih kamar mandi juga bersih,,,,,
44,Agoda,Hotel Santika Bandung,7/26/2025,"letaknya di lokasi yang sangat bagus, di seberang riau junction dan dekat bandung indah plaza dengan banyak tempat makan. kamarnya luas dan sarapannya enak. staf sangat membantu dan ramah, layanan pelanggan terbaik. ini adalah hotel yang akan saya kembalikan setiap kali saya pergi ke bandung.",positif,,positif,,positif,,positif,kamarnya luas,,staf sangat membantu dan ramah layanan pelanggan terbaik,,letaknya di lokasi yang sangat bagus di seberang riau junction dan dekat bandung indah plaza,,sarapannya enak
45,Agoda,Hotel Santika Bandung,7/12/2025,tarif bagus lokasi bagus,,,,positif,positif,,,,,,tarif bagus,lokasi bagus,,
46,Agoda,Hotel Santika Bandung,7/12/2025,"tarif bagus, lokasi bagus, staf ramah",,,positif,positif,positif,,,,,staf ramah,tarif bagus,lokasi bagus,,
47,Agoda,Hotel Santika Bandung,7/10/2025,"nyaman, bersih, fasilitas lengkap, lokasi strategis. kalau ke bandung mau stay di hotel ini lagi",,positif,,,positif,positif,,,bersih,,,lokasi strategis,fasilitas lengkap,
48,Agoda,Hotel Santika Bandung,7/8/2025,"hotelnya bersih dengan fasilitas yang terpelihara dengan baik. yang benar-benar menonjol adalah layanan terbaiknya - mulai dari pelayan, resepsionis, hingga tim f b, setiap anggota staf benar-benar ramah dan profesional. meskipun furnitur dan kamar mandinya perlu ditingkatkan agar sesuai dengan keunggulan hotel di area lain, secara keseluruhan pengalaman menginap ini menyenangkan dan terpuji.",negatif,positif,positif,,,positif,,furnitur dan kamar mandinya perlu ditingkatkan,hotelnya bersih dengan fasilitas yang terpelihara dengan baik,layanan terbaiknya mulai dari pelayan resepsionis hingga tim f b setiap anggota staf benar-benar ramah,,,hotelnya bersih dengan fasilitas yang terpelihara dengan baik.,
49,Agoda,Hotel Santika Bandung,7/8/2025,"hotel tua tapi nyaman untuk ditinggali. terasa homey, lobi dan restorannya bikin betah. terdapat fasilitas sepeda gratis. saya pakai bersama kedua anak saya untuk jalan-jalan keliling, mengunjungi sate dan factory outlet terdekat, jalan-jalan. nyaman dan strategis. sarapannya biasa saja, dengan pilihan makanan tradisional yang cukup lengkap. tersedia bakery, snack gurih, kopi mesin espresso, bubur ketan, mie, dan salad lengkap. kamarnya bersih dan tvnya baik, besar. kita seharusnya tinggal di sini selama 2 malam. dekat dengan supermarket, martadinata. cocok untuk nongkrong, bip. lain kali kami akan kembali ke sini lagi. kebetulan harganya murah di hari biasa. weekend masih standar. terima kasih santika. stafnya ramah.",positif,positif,positif,positif,positif,positif,netral,hotel tua tapi nyaman untuk ditinggali. terasa homey,kamarnya bersih,stafnya ramah,harganya murah di hari biasa,nyaman dan strategis,terdapat fasilitas sepeda gratis,sarapannya biasa saja dengan pilihan makanan tradisional yang cukup lengkap
50,Agoda,Hotel Santika Bandung,7/5/2025,staf yang kami temui sangat luar biasa termasuk general manager yang mendekati kami di lobi untuk mengobrol tentang waktu kami di bandung. nilai yang sangat bagus dan kami selalu senang menginap di properti santika karena alasan ini.,,,positif,positif,,,,,,staf yang kami temui sangat luar biasa termasuk general manager,nilai yang sangat bagus,,,
51,Agoda,Hotel Santika Bandung,6/30/2025,selalu puas menginap disini. tempat tidur yang sangat bagus.,positif,,,,,,,tempat tidur yang sangat bagus,,,,,,
52,Agoda,Hotel Santika Bandung,6/26/2025,"saya nyaman menginap di hotel jnj. meskipun menurut saya kopinya kurang rasa, ketika saya meminta kopi yang lebih kuat, staf segera menyediakannya.",positif,,positif,,,,negatif,saya nyaman menginap di hotel jnj.,,staf segera menyediakannya,,,,kopinya kurang rasa
53,Agoda,Hotel Santika Bandung,6/18/2025,semua fasilitas dan layanan staf baik,,,positif,,,positif,,,,layanan staf baik,,,semua fasilitas,
54,Agoda,Hotel Santika Bandung,6/15/2025,"selalu nyaman menginap di hotel ini, lokasi prima dikelilingi pusat perbelanjaan dan makanan. pelayanan hotel dan kamarnya sangat baik. kamarnya luas dan bersih. sarapan yang beragam dan lezat. tidak perlu ragu lagi memilih santika jalan sumatera sebagai pilihan saat menginap di bandung.",positif,positif,positif,,positif,,positif,kamarnya luas,kamarnya luas dan bersih,pelayanan hotel dan kamarnya sangat baik,,lokasi prima dikelilingi pusat perbelanjaan dan makanan,,sarapan yang beragam dan lezat
55,Agoda,Hotel Santika Bandung,6/11/2025,nilai untuk uang. meskipun agak tua tapi terawat dengan baik dan lokasinya bagus,,,,positif,positif,,,,,,nilai untuk uang,lokasinya bagus,,
56,Agoda,Hotel Santika Bandung,6/4/2025,"hotel dengan bangunan klasik dan vintage yang berlokasi di pusat kota bandung. untuk lokasi tidak perlu diragukan lagi karena sangat strategis. bangunan hotel sudah cukup berumur dengan interior di dalamnya termasuk kamar yang sudah cukup outdated dan perlu segera ada refurbishment. tapi overall kualitas tempat tidur, bantal dan duvet tetep baik punya. kebersihannya pun juga cukup terjaga dengan baik. air conditioner rasanya kurang dingin karena menggunakan pengaturan air conditioner model lama, untungnya kota bandung by default kalau malam cukup sejuk udaranya. overall baik banget menginap di sini dengan harga yang reasonable pula sudah termasuk sarapan.",negatif,positif,,positif,positif,,netral,air conditioner rasanya kurang dingin,kebersihannya pun juga cukup terjaga dengan baik,,harga yang reasonable pula sudah termasuk sarapan,untuk lokasi tidak perlu diragukan lagi karena sangat strategis,,overall baik banget menginap di sini dengan harga yang reasonable pula sudah termasuk sarapan.
57,Agoda,Hotel Santika Bandung,6/1/2025,tinggal di sini selama 1 malam tapi satu hal yang pasti adalah hotel ini bernilai uang dan memiliki makanan enak untuk sarapan!,,,,positif,,,positif,,,,hotel ini bernilai uang,,,makanan enak untuk sarapan
58,Agoda,Hotel Santika Bandung,5/25/2025,perlu direnovasi juga lama mendapat lingkungan sehat karena tempatnya kumuh,negatif,,,,,,,perlu direnovasi juga lama mendapat lingkungan sehat karena tempatnya kumuh,,,,,,
59,Agoda,Hotel Santika Bandung,5/14/2025,"letaknya strategis, semua staf ramah, ruangan sangat besar (saya menginap di kamar executive). dan surprise juga pas diinfo saat cek in kalau sudah dapat paket makan malam dan sarapan. makananya lumayan enak.",positif,,positif,,positif,,positif,ruangan sangat besar,,semua staf ramah,,letaknya strategis,,makananya lumayan enak
60,Agoda,Hotel Santika Bandung,5/10/2025,"staf sangat penuh perhatian, tidak pernah membiarkan kami membawa barang bawaan kami ke dan dari kamar kami. mampu memenuhi permintaan kami setiap saat. lokasi bagus dan banyak restoran di dekatnya.",,,positif,,positif,,,,,staf sangat penuh perhatian tidak pernah membiarkan kami membawa barang bawaan,,lokasi bagus dan banyak restoran di dekatnya,,
61,Agoda,Hotel Santika Bandung,5/8/2025,"saya baru-baru ini menginap di hotel santika bandung. seperti biasa, santika tetap menjaga reputasinya sebagai hotel yang sudah lama berdiri dengan fasilitas yang terawat dan suasana yang nyaman. menu sarapannya cukup enak dan menawarkan berbagai pilihan yang enak. namun, kali ini saya sedikit kecewa. saya telah memesan kamar dengan satu tempat tidur besar, tetapi malah diberikan dua tempat tidur single yang disatukan, yang mempengaruhi kenyamanan menginap secara keseluruhan.",positif,,negatif,,,positif,positif,yang terawat dan suasana yang nyaman,,diberikan dua tempat tidur single yang disatukan yang mempengaruhi kenyamanan,,,fasilitas yang terawat,menu sarapannya cukup enak dan menawarkan berbagai pilihan yang enak
62,Agoda,Hotel Santika Bandung,5/4/2025,"grup santika adalah salah satu hotel favorit saya untuk menginap di indonesia. lokasi bagus, staf membantu, kamar bersih dan besar, sarapan lengkap dan enak, dan harga terjangkau.",positif,positif,positif,positif,positif,,positif,kamar bersih dan besar,kamar bersih,staf membantu,harga terjangkau,lokasi bagus,,sarapan lengkap dan enak
63,Agoda,Hotel Santika Bandung,5/2/2025,"saya suka suasana, staf yang ramah, dekat dengan pusat perbelanjaan legenda dan tidur yang nyenyak. satu hal yang mengganggu saya adalah (tidak yakin) burung atau kelelawar berjatuhan di area aula. kelihatannya seperti terjatuh tapi saya tidak yakin, semoga kunjungan berikutnya tanda itu bersih",positif,negatif,positif,,positif,,,tidur yang nyenyak,burung atau kelelawar berjatuhan di area aula,staf yang ramah,,dekat dengan pusat perbelanjaan legenda,,
64,Agoda,Hotel Santika Bandung,4/22/2025,"makanannya enak, stafnya sangat membantu, kamarnya bagus, hanya beberapa furnitur yang perlu diganti",negatif,,positif,,,,positif,beberapa furnitur yang perlu diganti,,stafnya sangat membantu,,,,makanannya enak
65,Agoda,Hotel Santika Bandung,4/21/2025,sangat recomend bagi yang ingin dekat kemana-mana di bandung,,,,,positif,,,,,,,dekat kemana-mana di bandung,,
66,Agoda,Hotel Santika Bandung,4/11/2025,lokasi terbaik dan hotel nyaman untuk menjelajahi kota bandung,positif,,,,positif,,,lokasi terbaik dan hotel nyaman untuk menjelajahi kota bandung,,,,lokasi terbaik,,
67,Agoda,Hotel Santika Bandung,4/11/2025,"selalu senang menginap di hotel santika bandung, stafnya ramah dan baik dalam pelayanan. kamarnya bersih, fasilitasnya lengkap. lokasi dikelilingi pusat perbelanjaan dan kuliner. sarapannya lengkap, bervariasi, dan juga enak. saya tidak pernah bosan tinggal di sini.",,positif,positif,,positif,positif,positif,,kamarnya bersih,stafnya ramah dan baik dalam pelayanan,,lokasi dikelilingi pusat perbelanjaan dan kuliner,fasilitasnya lengkap,sarapannya lengkap bervariasi dan juga enak
68,Agoda,Hotel Santika Bandung,4/7/2025,"lokasi strategis, dekat pusat perbelanjaan. kamar nyaman. staf ramah. makanan enak.",positif,,positif,,positif,,positif,kamar nyaman.,,staf ramah,,lokasi strategis dekat pusat perbelanjaan,,makanan enak
69,Agoda,Hotel Santika Bandung,4/6/2025,"menginap disini 3 malam strategis banget, di sekitar banyak food street tapi karena lebaran banyak yang tutup. kamar bersih dan nyaman, air conditioner dan air panas berfungsi dengan baik, sarapan bervariasi, dan staf sangat ramah dari pintu masuk hingga housekeeping.",positif,positif,positif,,positif,,positif,kamar bersih dan nyaman air conditioner dan air panas berfungsi dengan baik,kamar bersih,staf sangat ramah dari pintu masuk hingga housekeeping,,strategis banget di sekitar banyak food street,,sarapan bervariasi
70,Agoda,Hotel Santika Bandung,4/5/2025,"akomodasi hotel ini cocok untuk keluarga yang menikmati ketenangan; tempatnya sejuk dan tenang. fasilitas standar tidak termasuk pengering rambut, dan dekat dengan bip mall dan riau junction. sekadar saran, harap ditambah lagi pilihan menu sarapannya. terima kasih: )",positif,,,,positif,negatif,negatif,tempatnya sejuk dan tenang,,,,dekat dengan bip mall dan riau junction,fasilitas standar tidak termasuk pengering rambut,harap ditambah lagi pilihan menu sarapannya
71,Agoda,Hotel Santika Bandung,3/28/2025,tepat di tengah-tengah antara kota dan bandara.,,,,,positif,,,,,,,tepat di tengah-tengah antara kota dan bandara,,
72,Agoda,Hotel Santika Bandung,3/23/2025,makanan enak dekat kompleks perbelanjaan,,,,,positif,,positif,,,,,dekat kompleks perbelanjaan,,makanan enak
73,Agoda,Hotel Santika Bandung,3/22/2025,"suasana hotel lokasi sudah cocok di santika depan riau junction, tapi sayang kasur sudah kurang layak di kamar superior, per kawat lemah jadi badan miring2 sulit tidur, tolong diganti baru tidak perlu kasur mewah, cukup standar hotel, untuk parkiran tolong diperbaiki bocoran air plafon buat cat mobil susah hilang bekasnya, sarang kelelawar kotoran kalau bisa dibersihkan juga, trims",negatif,negatif,,,positif,negatif,,kasur sudah kurang layak di kamar superior per kawat lemah jadi badan miring2 sulit tidur,sarang kelelawar kotoran kalau bisa dibersihkan juga,,,lokasi sudah cocok di santika depan riau junction,parkiran tolong diperbaiki bocoran air plafon,
