No,Text_Review,Aspek,Label_IndoBERT,Label_ClaudeSonnet,Label_Narasumber
14,"hotelnya nyaman kamarnya luas, bersih, lokasinya baik ada diantara mall jadi kalau mau beli makan dll gampang, sarapannya enak, pilihannya banyak. terima kasih santika bandung",Kebersihan,Positif,Positif,Positif
15,lounge nyaman banget. pelayan yang responsif dan ahli di bidangnya.,Kenyamanan,Positif,Positif,Positif
16,"lokasi strategis, menu breakfast cukup variasi, kamar nyaman and petugas ramah. sepadan dengan harganya. sayangnya wi-fi tidak berfungsi baik.",Pelayanan,Positif,Positif,Positif
17,"hotel bagus, pelayanan memuaskan, sarapan enak. anak2 puas berenang, dan mobil dicuci. sangat berkesan",Pelayanan,Positif,Positif,Positif
18,lokasi strategis di tengah kota bandung,Lokasi,Positif,Positif,Positif
19,"secara keseluruhan, pengalaman menginap cukup baik. namun, hotel ini sudah tua dan perlu direnovasi. keunggulan hotel ini adalah lokasinya yang strategis, dengan supermarket dan restoran tepat di depannya.",Makanan,Positif,Positif,Positif
20,ramah simpel dekat kemana mana,Pelayanan,Positif,Positif,Positif
21,"semuanya ramah dan sangat membantu. buat yang akan menginap ke sini langsung aja masuk parkiran botani (depan convention hall). free parkir dengan stempel hotel. lokasi strategis, ke mall bisa punya akses langsung lewat lantai basement. bagi orang jakarta yang ingin pulang, bisa langsung akses toll jagorawi saat keluar parkir. makanan lumayan variatif, tersedia kolam renang buat anak. pagi-pagi bisa olahraga keliling kebun raya bogor.",Fasilitas,Positif,Positif,Positif
22,"pelayanannya sangat baik, lokasi nyambung sama mall botani square, sarapan enak dan banyak macam nya dan kebersihannya terjamin.",Kenyamanan,Positif,Positif,Positif
23,sarapan yang lebih baik diantarkan ke kamar,Kenyamanan,Positif,Positif,Positif
24,"ramah, dekat kemana saja, sarapannya pun enak-enak.",Lokasi,Positif,Positif,Positif
25,"tempat bersih dan nyaman, view bagus dan berada di pusat kota",Kenyamanan,Positif,Positif,Positif
26,suasana dan pelayanan yang baik,Pelayanan,Positif,Positif,Positif
27,"santika adalah hotel tua tetapi masih dikelola dengan baik. bersih, hangat, nyaman dan semua staf sangat membantu. kamar besar dan nyaman, makanan enak, parkir luas, ada kolam renang dan anak-anak saya senang bermain di kolam renang. akan memilih lagi ketika kita pergi ke cirebon lagi.",Kebersihan,Positif,Positif,Positif
28,"ini pertama kalinya nginep di sini, proses check in cepat, kamar bagus bersih, air conditioner dingin, televisi banyak channel dan lengkap isinya. sarapan enak-enak dan menjaga prokes. kolam renang menyenangkan buat anak-anak dan berair hangat. fasilitas hotel bagus, parkiran luas dan setiap pagi mobil kita dicuci bersih. minusnya cuma 1: wi-fi di dalam kamar buruk (414), tapi kalau ke depan lorong bagus signalnya. kapan-kapan mau kesini lagi, tentunya kalau dapat harga promo.",Pelayanan,Positif,Positif,Positif
29,"pertama kali ke sini tahun 2009. lalu saat natal 2019 kemarin kamai pun kembali menginap di sini. interiornya tidak berubah, masih sama seperti 10 tahun lalu, kamar rapi dan bersih, yang agak susah kuncinya, karena kuncinya masih semi-manual, tidak seperti kunci zaman sekarang yang tinggal tap kartu saja. pelayanannya juga masih baik. dan karena datangnya saat liburan natal, kami dapat compliment berupa cookies ginger bread man, definitely will come here again.",Kenyamanan,Positif,Positif,Positif
30,"sangat memuaskan pelayanannya, kebersihan, kenyamanan dan makannya.",Kenyamanan,Positif,Positif,Positif
31,"senang sekali menginap di hotel santika depok, pelayanan sangat ramah, kamar sangat nyaman, rapi dan bersih, dan breakfast menunya sangat enak dan memuaskan.",Makanan,Positif,Positif,Positif
32,overall sangat puas dengan pelayanan.,Pelayanan,Positif,Positif,Positif
33,"bagus service, banget lah pokoknya, pelayanan memuaskan, roomnya juga",Pelayanan,Positif,Positif,Positif
34,"saya suka sarapannya, enak!",Makanan,Positif,Positif,Positif
35,"air panas di kamar mandi tidak berfungsi, sudah dibayar dan memesan untuk perpanjangan check out tetapi masih mengetuk oleh layanan kamar karena kurangnya koordinasi dengan staf kantor depan. jika tidak, makanannya enak, ada begitu banyak pilihan menu dari sarapan. bukan layanan khas santika tapi mungkin bisa lebih baik di masa depan.",Kenyamanan,Negatif,Negatif,Negatif
36,bagus makanan sedap tempat strategis.,Lokasi,Positif,Positif,Positif
37,"kami selalu menginap di hotel ini setiap kali kami bepergian ke tasikmalaya, baik untuk perjalanan keluarga maupun bisnis. stafnya ramah, makanannya enak, dan mereka menyajikan menu tradisional yang tidak akan anda temukan di tempat lain. kamar bersih dan bernilai uang. kolam renang yang bagus, meskipun saya tidak pernah memiliki kesempatan untuk mencoba gym. hotel ini terletak di sekitar restoran dan makanan jalanan, membuat hidup saya lebih mudah.",Kebersihan,Positif,Positif,Positif
38,"menu sarapan komplet, kamar mandi perlu retouch sedikit dan handuk prefer lebih tebal lagi. saya request smoking room, tapi tidak ada asbak. apa harus request ya?",Kenyamanan,Negatif,Negatif,Negatif
39,seperti pada review saya di atas hotel yang bagus dan menyenangkan dengan staf yang sangat membantu tetapi kurang fasilitas hotel bintang empat. paling nyaman bagi mereka yang suka berbelanja di factory outlet jalan riau karena jaraknya dapat dicapai dengan berjalan kaki. ada juga pusat perbelanjaan dan supermarket di seberang jalan.,Pelayanan,Positif,Positif,Positif
40,limayan dengan harga segitu. baik kok,Harga,Positif,Positif,Positif
41,pendingin di kamar tidak beraza sama skali. dari malem ks pagi keringetan pdahal sudah di setting seminimal mungkin.,Kenyamanan,Netral,Netral,Netral
42,"untuk hotel dan restonya cukup memuaskan, hanya untuk akses keluar masuk wisatawan yang tidak membawa kendaraan harus dilerhatikan juga, karena akses keluarnya hanya lewat mall dan tidak bisa diakses dimalam hari",Lokasi,Positif,Positif,Positif
43,"lokasi strategis krena dekat dengan mall, sya dpat kamar yang agk mengecewakan. rak handuk d kamar mndinya rusak, bnyak yang kropos d dindingnya, staf d resto ada yang kurang ramah. makanannya kurang variatif, selebihnya baik!",Pelayanan,Positif,Positif,Positif
44,sangat berkesan karena bisa cepat pesan kamar dan murah melalui agoda,Harga,Negatif,Negatif,Negatif
45,"hotel nya bersih, lokasi top diatas mall.",Kebersihan,Positif,Positif,Positif
46,"tidak ada pengawasan di area kolam renang, staf tidak jujur ​​tentang ketersediaan kamar, tidak mengkomunikasikan hak istimewa, operator jarang mengangkat panggilan, lift sangat kecil. lobi dan area parkir sangat tidak nyaman.",Kenyamanan,Negatif,Negatif,Negatif
47,bagus dekat dengan mall,Lokasi,Netral,Netral,Netral
48,variasi untuk makanan pagi nya sedikit,Makanan,Positif,Positif,Positif
49,"lokasi ya berada di dalam botani juction, memudahkan untuk mencari makan dan nerbelanja, dekat dengan pusat kota, lokasi sangat menyenangkan dan kamar sangat bersih dan besar.",Makanan,Netral,Netral,Netral
50,"saya menginap di kamar superior di hotel santika cirebon untuk kedua kalinya karena hotel ini cukup nyaman untuk bermalam. kamar tidur dan kamar mandi cukup luas dan dilengkapi dengan fasilitas yang memadai. salah satu nilai tambah yang luar biasa dari hotel ini adalah pembersihan kendaraan gratis, yang merupakan sentuhan yang bagus. menu sahurnya cukup lengkap dan enak. stafnya ramah, dan proses check-in dan check-out cepat dan efisien. secara keseluruhan, menginap di hotel ini adalah pengalaman yang sangat menyenangkan.",Kenyamanan,Positif,Positif,Positif
51,"kamar yang nyaman bersih. namun furniturnya agak kumuh, diperlukan peningkatan / perbaikan. secara keseluruhan, kami menikmati masa menginap kami. direkomendasikan.",Kenyamanan,Positif,Positif,Positif
52,tidak ada yang kurang dari luar biasa. saya datang ke tempat ini bersama istri dan bayi saya yang berumur 4 bulan. saya singgah di cirebon selama perjalanan ke semarang. saya mendapatkan istirahat yang sangat baik di cirebon dan saya sangat puas dengan pilihan saya menginap di hotel santika cirebon.,Kenyamanan,Positif,Positif,Positif
53,"cukup bagus, variasi makanan paginya lumayan walaupun tidak banyak tapi televisi yang ada di kamar kecil sekali untuk harga yang lumayan mahal",Makanan,Positif,Positif,Positif
54,"kamar bagus, , kamar mandi luas, , view mengahadap ke swiming pool. bagus abis",Kenyamanan,Positif,Positif,Positif
55,"seperti yang saya katakan sebelumnya, salah satu hotel terbaik di kota depok. jangan pernah meragukannya.",Lokasi,Positif,Positif,Positif
56,"bagaimanapun, sarapannya luar biasa. anda bisa menikmati hidangan dari seluruh indonesia yang berubah setiap harinya. stafnya baik dan menyenangkan. ini adalah kunjungan saya yang kedua. saya berencana untuk tinggal di sana lagi lain kali. sayangnya, ini terkait dengan handuk. itu buruk. mempertimbangkan harganya, saya rasa saya tidak punya pilihan selain berkompromi.",Pelayanan,Positif,Positif,Positif
57,"hotel sekelas santika msh kurang dalam fasilitas kamar, pelayanan bagus, untuk breakfast enak",Pelayanan,Positif,Positif,Positif
58,"harga pas, lokasi bagus, kamar bersih dan luas",Lokasi,Positif,Positif,Positif
59,"proses check-in cukup baik, termasuk handling travel bag. petugas hotel cukup ramah. minus: - lift (kapasitas 1500kg) sangat lambat, dan sering muncul peringatan ""overload"" walaupun cuma berisi 4 orang dewasa. - bangunan yang relatif baru, masih sering tercium aroma cat.",Fasilitas,Negatif,Negatif,Negatif
60,"kamarnya cozy, akses ke kota nya dekat sekali, pelayanannya excellent",Kenyamanan,Positif,Positif,Positif
61,sinyal handphone baik. hidangan gurih yang nikmat.,Makanan,Positif,Positif,Positif
62,"hotel bersih, pelayanan ramah.",Pelayanan,Positif,Positif,Positif
63,hotel nya bagus deket kemanah2 hotel nya bersih makanan nya enak,Makanan,Positif,Positif,Positif
64,"area yang nyaman. harga fantastis, pengalaman tak terlupakan. ada pilihan restoran di dalam hotel. staf yang luar biasa.",Kenyamanan,Positif,Positif,Positif
65,tempat tidur anak nyaman. fasilitas up-to-date. suasana tropis di tepi kolam. resepsionis yang ramah dan sigap. menyediakan layanan shuttle ke pusat kota. menyediakan layanan shuttle ke pusat kota.,Fasilitas,Positif,Positif,Positif
66,"lokasinya baik, namun hotel sudah terlalu usang, makanannya tidak enak",Makanan,Positif,Positif,Positif
67,"kamarnya bagus sangat bersih, segar, dan nyaman. taman yang terawat baik. ekonomis namun eksklusif.",Kenyamanan,Positif,Positif,Positif
68,staf ramah anak. fasilitas mewah. staf yang ramah anak dan tulus.,Pelayanan,Positif,Positif,Positif
69,parkir dengan pencahayaan yang bagus. kebersihan tidak tertandingi.,Kebersihan,Positif,Positif,Positif
70,"tipe kamar family nya asik. ada ruang tamu. kamar mandi luar. sayangnya agak sempit. tapi fasilitas baik. kamar bersih, sprei kasur juga bersih. breakfastnya standart.",Kenyamanan,Negatif,Negatif,Negatif
71,strategis dan di atas mall,Lokasi,Positif,Positif,Positif
72,"waktu cek in tidak bisa lebih maju 1 jam alasan kamar full itu aja yang disayangkan, so far bagus semua",Kenyamanan,Positif,Positif,Positif
73,"penginapan budget. dulu hampir setipa bulan pasti sempetin staycation disini. tapi sedih karna menu pizzanya gaada, padahal itu beneran best seller banget menurut ku. kembalikan menu pizzanya yaa ehehe",Makanan,Netral,Netral,Netral
74,"baik, nyaman, fasilitasnya lengkap",Kenyamanan,Positif,Positif,Positif
75,"sedikit masukan ajh untuk toilet kamar nya bau gituh, tapi untuk keseluruhan sudah baik banget. bersih dan layanannya juga bagus.",Kenyamanan,Positif,Positif,Positif
76,lumayan cuma dapat kamar yang tidak bisa lihat view luar. ketutup tembok,Kenyamanan,Netral,Netral,Netral
77,kebersihan di seluruh area hotel.,Kebersihan,Positif,Positif,Positif
78,"jadi satu dengan mall dan masjid dekat, bagus",Lokasi,Positif,Positif,Positif
79,"suka bermalam di hotel santika bogor, tidak berisik. suasana hotel yang sangat menyenangkan dan pelayanan yang memuaskan dan petugas ramah"". jadi suka tidur di hotel ini. semua fasilitas baik banget deh. makanannyapun enak""lihat lebih sedikit",Pelayanan,Positif,Positif,Positif
80,menyajikan hidangan khas daerah. keamanan parkir terbaik. hemat biaya.,Fasilitas,Positif,Positif,Positif
81,hotel yang pas buat keluarga kolam renang nya enak banget buat anak2. lokasinya pas tengah kota deket mall. recomended deh,Makanan,Negatif,Negatif,Negatif
82,"jika anda mau pesan kamar pastikan contoh gambar kamarnya. kalau anda hanya lihat di profil bisa kecewa, kecewa dan kecewa. tidak sesuai yang kita mau. setelah check-in baru tahu deh. dalamnya ternyata",Pelayanan,Positif,Positif,Positif
83,"officernya ramah, makanannya selalu enak",Pelayanan,Positif,Positif,Positif
84,"kecuali makanannya, semua baik dan bagus",Makanan,Positif,Positif,Positif
85,"sudah beberapa kali menginap di santika hotel bogor. sejauh ini kemudahan akses saat cek in dengan pelayanan staf yang ramah, serta koneksi ke mal untuk pemenuhan keperluan dan kebutuhan selama menginap. keramahan staf dan berkomunikasi dengan baik. semoga bisa terus dipertahankan dan ditingkatkan. terima kasih atas pelayanan yang baik ini.",Pelayanan,Positif,Positif,Positif
86,"semua orang ramah. kamarnya juga luas. dekat ke mana-mana. sangat mudah untuk pergi ke mal. meskipun kami menunggu cukup lama untuk check in, mereka berusaha memberi kami satu kamar untuk beristirahat.",Makanan,Positif,Positif,Positif
87,"di ruangan kamar, berasa banyak debu, ngeres, badan saya gatel-gatel setiap bangun tidur, tapi so far baik yang lain. tingkatkan ya!",Makanan,Negatif,Negatif,Negatif
88,"alhamdulillah staffnya ramah, kalau ada kesempatan staycation lagi saya akan kesini lagi. makanan enak sangat bervariasi.",Pelayanan,Positif,Positif,Positif
89,secara keseluruhan seperti biasa memenuhi ekspektasi. mungkin sedikit masukan untuk tayangan televisinya di review kembali karena pas di kamar saya kok tampilannya tidak jernih dan sepertinya tidak ada televisi kabel.,Kenyamanan,Negatif,Negatif,Negatif
90,hotel yang lengkap dengan fasilitas dekat dengan mall jadi tidak perlu kemana-mana lagi untuk cari makan n hiburan untuk anak.,Fasilitas,Negatif,Negatif,Negatif
91,"check-in sangat cepat, untuk roomnya sendiri kamarnya cukup luas tapi sayang sekali sprei dan sarung bantalnya banyak bercak-bercak entah bekas kopi atau bekas nyaman darah. untuk kamar mandi lampunya kurang terang agak remang-remang gitu dan agak berbau.",Pelayanan,Negatif,Negatif,Negatif
92,"hotelnya bersih, dekat dengan mal, jadi mau makan dan belanja gampang, pelayanannya ramah dan membantu, breakfast enak dan bervariasi, ada jamu juga, best pokoknya.",Pelayanan,Negatif,Negatif,Negatif
93,sangat meyenangkan dekat mall botani di pusat kota bogor dekat damri ke bandara dekat terminal baranag siang pokoknya sangat strategis lokasinya.,Lokasi,Positif,Positif,Positif
94,tempat yang bagus dan pelayanan yang baik,Pelayanan,Positif,Positif,Positif
95,breakfast nya dilayani tapi pelayannya kurang sigap. juga kurang komplit.,Makanan,Negatif,Negatif,Negatif
96,"kamar bersih, nyaman, pelayanan ramah, hanya 1 yang kurang tidak ada televisi cable kartun untuk anak-anak",Kenyamanan,Positif,Positif,Positif
97,"hotelnya walaupun lama tapi sangat terawat, mulai dari pintu masuk, securitynya ramah sekali sampai lobby, welcome drink langsung tersedia. semua pegawainya ramah dan membantu, kamarnya bersih, cukup tenang, enak banget buat istirahat, kolam renangnya juga bersih, aman buat anak-anak, kaporitnya juga tidak terlalu menyengat. makanannya enak, apalagi paket barbeque malamnya bagus banget, harganya juga terjangkau. satu lagi, pas mau check-out masukin barang ke mobil, ternyata mobil sudah dicuciin. overall, bagus banget nih hotel. terima kasih management hotel santika, terimakasih traveloka.",Pelayanan,Positif,Positif,Positif
98,"pelayanan khas santika, namun kondisi hotel yang sudah tua sehingga banyak hal yang kurang optimal. dan perlu diperbaharui.",Pelayanan,Negatif,Negatif,Negatif
99,"saya pesan 2 kamar yang executive dan suite, yang kamar executive sempat masuk air dari jendela karena hujan tapi cepat diatasi setelah kami telepon room service, kamarnya yang suite bagus dan luas, cuma closet dan bathtubnya sudah lama tidak diganti warnanya kusam, hairdryernya juga copot pas mau digunakan, wifinya kenceng, sarapannya variatif, kolam renangnya luas, tapi sayang petugas penjaga kolam renangnya seperti kurang bersahabat, overall bagus.",Kenyamanan,Positif,Positif,Positif
100,sangat bagus dengan harga yang wajar. dengan dekorasi etnik dan unik.,Harga,Netral,Netral,Netral
101,"secara keseluruhan baik, hanya tidak ada wi-fi (tergantung ketersediaan kamar), televisi masih lcd jadul bukan internet televisi (tergantung ketersediaan kamar), sama tidak ada hairdryer kebersihan baik, keramahan staf baik, sarapan enak dan sangat variatif",Kenyamanan,Netral,Netral,Netral
102,"kamar agak terlalu kecil dari foto. tapi, bersenang-senang tinggal!",Kenyamanan,Negatif,Negatif,Negatif
103,layanan hebat dan sarapan enak.,Pelayanan,Netral,Netral,Netral
104,"kamarnya bersih, nyaman, dan makanannya enak.",Kenyamanan,Negatif,Negatif,Negatif
105,kenyamanan saat istirahat/tidur kurang karena terdengar suara yang berisik seperti suara mesin/pompa air) mungkin karena dapat kamar dekat area pompa/mesin.,Kenyamanan,Netral,Netral,Netral
106,kamarnya kecil type deluxe breakfast baik menunya kamar mandi agak bau selebihnya baik.,Kebersihan,Positif,Positif,Positif
107,"besar dan bersih, membuat saya merasa seperti di kamar saya sendiri",Kenyamanan,Positif,Positif,Positif
108,"kebersihan baik, kamarnya small, perlengkapan body masih kurang, cukur, bodylotion tidak ada, akses internet tidak normal, dengan tarif kamar yang ada harusnya sudah lengkap.",Kenyamanan,Negatif,Negatif,Negatif
109,pelayanan yang bagus dan lokasi yang bagus,Pelayanan,Positif,Positif,Positif
110,banyak semut berjalan di teko listriknya. mungkin ada sisa gula atau minuman manis.,Makanan,Netral,Netral,Netral
111,walau semalam. ok semua. sedikit terganggu dengan adanya semut kecil keluar dari besek makan.,Makanan,Negatif,Negatif,Negatif
112,"kamarnya kecil, check-in baru bisa jam 2 siang jadi harus nunggu lama. tapi pelayanannya bagus, stafnya sangat ramah. bahkan barang saya yang sudah tertinggal lebih dari 1 minggu masih dapat diambil dan tidak hilang. tetapi harus call dulu untuk dicarikan. breakfastnya enak, beragam, dan jam 6 pagi sudah ready.",Pelayanan,Positif,Positif,Positif
113,"security hotel sangat baik dan ramah, petugas hotel juga sangat baik dan ramah, ada 1 sih yang agak jutek. tp untung yang lain baik2. makanan2nya enak, ada kids corner tapi lebih baik lagi jika diberi pagar sedikit. terima kasih santika",Pelayanan,Positif,Positif,Positif
114,"lokasi bagus, tapi pintu kamar mandi di room saya rusak.",Lokasi,Netral,Netral,Netral
115,"sudah jam check in, tapi room nya belum ready. perlengkapan di kamar mandi, sudah tidak layak.",Kenyamanan,Netral,Netral,Netral
116,tempatnya baik. sepi tidak berisik dengan suasana jalanan + langsung terkoneksi dengan pusat perbelanjaan. kolam renang baik buat anak-anak. varian sarapan juga banyak enak.,Fasilitas,Positif,Positif,Positif
117,"kamar bersih, receptionist ramah, tapi kalau mau gofood agak susah karena hotelnya di atas mall, menu breakfast kurang banyak.",Lokasi,Positif,Positif,Positif
118,"akses yang sulit, mereka harus memastikan, customer tidak mendapatkan akses yang sulit untuk datang",Lokasi,Negatif,Negatif,Negatif
119,"petugas resepsionis tidak memberikan informasi detail kepada pelanggan, dia tidak tersenyum dan makanannya tidak enak",Pelayanan,Negatif,Negatif,Negatif
120,"waktu kita check-out. resepsionis lama responnya dan judes. padahal hanya ada 1 pengunjung yang di layani saat itu, dan tidak ramah dan senyum sama sekali, namanya laurnya enak",Pelayanan,Negatif,Negatif,Negatif
121,"mulai dari pelayanan, tempat, dan makanan semua enak nyaman.",Kenyamanan,Positif,Positif,Positif
122,akses menuju hotel dari mall kalau malam sedikit membingungkan. selebihnya baik,Makanan,Negatif,Negatif,Negatif
123,"sangat memuaskan, lift dari mall ke hotel rada lama.",Lokasi,Positif,Positif,Positif
124,ada guest relation yang datang ke kamar untuk nawarin koran. tapi caranya yang main ketuk pintu terus langsung buka pintu itu tidak sopan banget ya.,Kenyamanan,Netral,Netral,Netral
125,"lantainya berdebu, bedding setnya pemilihannya bahannya yang kasar. ketika order room service, pesanannya lama sekali datangnya. kemudian kembali order room service di jam 11 pm, line room service tidak diangkat, operator juga tidak di angkat (room service 24 hr)",Kebersihan,Positif,Positif,Positif
126,"kamar bau, tidak wangi. kamar mandi kuranh bersih. makanan sih enak ko",Kenyamanan,Positif,Positif,Positif
127,"enak dan nyaman, lokasinya strategis",Makanan,Negatif,Negatif,Negatif
128,"lokasi hotel strategis, dekat dengan kuliner dan tempat bordir khas tasik",Lokasi,Positif,Positif,Positif
129,"pelayanan ramah, hotel yang bersih, sarapan yang variatif dan tempat yang strategis di tengah kota. pokoknya recommended hotel deh.",Makanan,Positif,Positif,Positif
130,terima kasih to hotel santika bandung,Kenyamanan,Tidak ada,Tidak ada,Tidak ada
131,"ini adalah hotel favorite di bandung yang pertama kali dicari, bila tidak tersedia baru setelah itu cari yang lain",Kenyamanan,Tidak ada,Tidak ada,Negatif
132,harga kompetitif di bekasi,Kenyamanan,Tidak ada,Tidak ada,Tidak ada
133,bersenang-senang menginap di sini,Kenyamanan,Negatif,Negatif,Tidak ada
134,melihat keluarga dan anak yang menyenangkan selama liburan di hotel santika bogor,Kenyamanan,Tidak ada,Negatif,Tidak ada
135,sangat menyenangkan dan akan kembali lagi untuk liburan thn depan,Kenyamanan,Tidak ada,Tidak ada,Tidak ada
136,"kami menginap sayangnya hanya satu hari. anak2 senang bermain di kolam renang, dan jalan2 di mall malam hari",Kenyamanan,Tidak ada,Tidak ada,Tidak ada
137,pemeliharaan perlu banyak ditingkatkan.,Kenyamanan,Tidak ada,Tidak ada,Tidak ada
138,bagus kalau nginap di hotel santika via agoda,Kenyamanan,Tidak ada,Tidak ada,Tidak ada
139,nyaman untuk staycation keluarga,Kenyamanan,Tidak ada,Tidak ada,Tidak ada
140,ini mah sudah jelas bagus n ya,Kenyamanan,Tidak ada,Tidak ada,Tidak ada
141,selalu nginap di sini karena kolam renang dan akses nya,Kenyamanan,Negatif,Negatif,Tidak ada
142,satu-satunya masalah adalah nyamuk. tapi selain itu baik,Kenyamanan,Tidak ada,Tidak ada,Tidak ada
143,cukup baik dan tidak mengecewakan,Kenyamanan,Negatif,Negatif,Tidak ada
144,hotel terfavorit kalau lagi dinas ke depok,Kenyamanan,Negatif,Negatif,Tidak ada
145,"kalau booked via online booking harus isi special request. saya hampir dikasih smoking room, untungnya tidak jadi.",Kenyamanan,Positif,Positif,Tidak ada
146,"bagus, sipp, bagus, tingkatkan terus",Kenyamanan,Tidak ada,Tidak ada,Tidak ada
147,sudah baik tapi belum terlalu sesuai dengan tarif,Kenyamanan,Negatif,Negatif,Tidak ada
148,sangat bersih. rapi. wifinya juga cepet. pelayan nya sopan. pokoknya the best la,Kebersihan,Tidak ada,Tidak ada,Positif
149,hotel sahur prasmanan adalah menyenangkan! dan cinta keramahan. semua staf yang ramah kecuali staf meja depan. terima kasih,Pelayanan,Tidak ada,Tidak ada,Positif
150,"lokasi strategis, sarapan enak, kamar luas. keluarga senang.",Kenyamanan,Negatif,Tidak ada,Positif
