page,review_index,nama,negara,tipe_traveler,tipe_kamar,durasi_menginap,rating,rating_text,judul_ulasan,teks_ulasan,tanggal
3,22,Dessy,Indonesia,Family with teens,Executive Suite Room,Stayed 2 nights in September 2024,10.0,Exceptional,Comfortable and strategic hotel in the city of Depok.,Very satisfied with the service and cleanliness. The food is also delicious. Staying for 2 nights with the family was enjoyable.,"September 30, 2024"
3,23,Mike,Indonesia,Couple,Superior King Room,Stayed 1 night in January 2025,9.6,Exceptional,Family staycation,"The room is clean, but not very spacious. The city view request was granted. The food is quite diverse. The special thing is its location, which is close to the mall, so you just need to go down for anything. The swimming pool is clean, but unfortunately, there is no children's pool, so toddlers need to be held continuously.","May 01, 2025"
3,24,Holifurrahman,Indonesia,Couple,Deluxe Twin Room,Stayed 1 night in June 2025,8.8,Excellent,Comfortable Accommodation,"Even though the location is in the middle of the crowd, it is still possible to rest comfortably. The room is clean, and the facilities work well. Strategic location.","June 30, 2025"
3,25,Lidya,Indonesia,Family with young children,Superior King Room,Stayed 1 night in November 2024,10.0,Exceptional,Exceptional,"Recommended for a staycation with kids, close to D'mall Depok, friendly staff, clean rooms, thank God I was able to request a birthday cake for my child's birthday, thank you Hotel Santika Depok🥰","December 03, 2024"
3,26,Feby,Indonesia,Solo traveler,Deluxe Twin Room,Stayed 1 night in April 2026,10.0,Exceptional,Experience of staying over,"Strategic location, very helpful when the kids are taking the SNBT exam. There is a special breakfast for those who will take the exam.. thank you..","April 25, 2026"
3,27,Ali,Indonesia,Family with young children,Superior King Room,Stayed 1 night in March 2026,8.8,Excellent,Santika Depok,"The entire staff is very friendly and the breakfast is very delicious and varied, you must try staying here.","March 28, 2026"
3,28,sheila,Indonesia,Group,Superior King Room,Stayed 4 nights in December 2025,10.0,Exceptional,Exceptional,"Stay here for 5 days, friendly and very helpful staff, strategic location, delicious breakfast all around. Comfortable, will be back here next year.","December 22, 2025"
3,29,Takanori,Japan,Business traveler,Deluxe King Room,Stayed 3 nights in February 2025,8.4,Excellent,A hearty breakfast.,"The room is on the 25th to 27th floors, so the view is good. The breakfast has a variety of options and is delicious, so I think it's worth going for the breakfast alone. The rooms are also clean. However, this time I reserved three deluxe queen rooms, but during check-in, I was told that one room has no window, and for some reason, I had to stay in a room without a window, which I find unacceptable.","March 02, 2025"
3,30,NOVITA,Indonesia,Family with young children,Deluxe King Room,Stayed 1 night in April 2026,10.0,Exceptional,Happy Child,"Family happiness exists only in the happiness of the children; if the children are happy, the family will surely always be happy.","April 27, 2026"
4,31,Rully,Indonesia,Business traveler,Superior King Room,Stayed 1 night in March 2025,10.0,Exceptional,Comfortable hotel in the mall.,"Comfortable, strategically located in the mall, offers sahur, and friendly staff, clean room, unfortunately no mini fridge.","March 23, 2025"
4,32,Prasetyo,Indonesia,Family with young children,Superior Twin Room,Stayed 1 night in August 2024,10.0,Exceptional,Vacation at Santika Hotel Depok,"Clean and comfortable room, diverse menu offerings, friendly staff. Excellent service. Thank you, Santika.","August 30, 2024"
4,33,Rachmat,Indonesia,Family with teens,Deluxe Twin Room,Stayed 1 night in November 2024,10.0,Exceptional,Liburan,"Kali ini Kami booking kamar deluxe. Bersih. Lebih Luas ruangan nya. View pool tdk begitu kelihatan, karena kamar Di lantai 27, tapi anak senang bisa lihat kereta yg lewat","November 03, 2024"
4,34,Chindar,Indonesia,Family with young children,Superior King Room,Stayed 1 night in August 2025,9.6,Exceptional,Again and again,"Santika Depok has frequently become our staycation destination. The service from all the staff is very humble and helpful, the rooms are clean, and the facilities are okay.","August 24, 2025"
4,35,Sinta,Indonesia,Family with young children,Executive Suite Room,Stayed 1 night in September 2025,8.8,Excellent,Hotel with a very strategic location.,"Book an executive room on a long weekend at an affordable price, the room is very clean, the floor is dust-free. Received a fruit platter, breakfast can be requested to be delivered to the room.","September 07, 2025"
5,36,Chung,Brazil,Solo traveler,Superior Twin Room,Stayed 1 night in March 2025,9.6,Exceptional,Great Hospitality,"Staff always with friendly smile! Great help from front desk Albi , Nadia and Chef Yogi! Breakfast delicious and staff ready to assist. Also good location. Highly Recommend!!","March 07, 2025"
5,37,Dian,Indonesia,Solo traveler,Superior King Room,Stayed 1 night in July 2024,9.6,Exceptional,Comfortable,"Very comfortable, from the very friendly staff to the strategic location... the only downside is that the shower in my room couldn't turn on for some reason.. Everything else is okay, I think I will come back again.","July 27, 2024"
5,38,Rachmad,Indonesia,Family with young children,Superior Twin Room,Stayed 1 night in August 2024,10.0,Exceptional,Really like,I often stay at Santika Hotel because the staff is friendly... The restaurant menu is diverse... The check-in and check-out process is quick.,"August 10, 2024"
5,39,Aris,Indonesia,Family with young children,Superior King Room,Stayed 1 night in March 2025,10.0,Exceptional,My first staycation at Hotel Santika Depok was immediately comfortable. Starting from the receptionist and the other staff. The price is also affordable and the facilities are great.,Santika is highly recommended for a staycation.,"March 24, 2025"
5,40,zulkifli,Singapore,Solo traveler,Superior King Room,Stayed 1 night in December 2025,8.4,Excellent,Excellent,"Staff is friendly👍🏼 Front desk Mr Sonny is pro, good English speaking.great customer relations 5star. Should give the man a promotion. Food is great. Room is good. Overall Happy to stay in Hotel Santika","January 01, 2026"
6,41,Bayu,Indonesia,Solo traveler,Superior Twin Room,Stayed 1 night in April 2024,10.0,Exceptional,Best option in Depok,"Located right in the D Mall with access to so many restaurants. Clean and comfortable, the breakfast option is very complete. Been here in 2016-2017 and just recently returned in 2024 and almost as good as ever. Recommended.","June 05, 2024"
6,42,Travelab,Indonesia,Business traveler,Superior Twin Room,Stayed 2 nights in October 2024,10.0,Exceptional,Affordable and comfortable,"It's very difficult to find a hotel in the UI area. Santika has always been an alternative wherever I go, it's comfortable and the food is good.","October 18, 2024"
6,43,Jeane,Indonesia,Family with young children,Superior Twin Room,Stayed 2 nights in June 2025,9.6,Exceptional,Exceptional,"Complete facilities, there is a swimming pool, the gym has 2 equipment although one seems to be broken. The variety of food is not that much but sufficient and tastes good. The security guard in the lobby parking downstairs is friendly, but for the front office, most are friendly but there is one who is less friendly in my opinion. The rest is okay. It's recommended👍","July 03, 2025"
6,44,Agung,Indonesia,Solo traveler,Superior King Room,Stayed 1 night in July 2024,10.0,Exceptional,All hotel employees care about customers.,"I am impressed with the fast and precise service. The receptionist has a warm smile and is responsive, and the cleaning staff greet the customers. I had an extraordinary experience with a strong sense of family atmosphere.","July 18, 2024"
6,45,Natasha,Indonesia,Family with young children,Deluxe King Room,Stayed 1 night in April 2026,10.0,Exceptional,Exceptional,"Kamar nyaman, fasilitas cukup lengkap, ada pool, ada gym (treadmil dan sepeda statis), sarapan enak, nyaman dan variatif","April 22, 2026"
7,46,Nurul,Malaysia,Family with young children,Executive Suite Room,Stayed 4 nights in October 2025,10.0,Exceptional,Mantap,"Lokasi bagus, makanan sedap, staf baik, lif laju..cuma bilik air ada bau sikit. Mungkin sistem kumbahan ok","November 05, 2025"
7,47,Charlian,Indonesia,Family with young children,Executive Suite Room,Stayed 1 night in October 2024,9.2,Exceptional,Exceptional,"The location was excellent near shopping center, cleanliness was great with friendliness staff, food were simple but delicious","October 08, 2024"
7,48,Mountain,Indonesia,Business traveler,Superior King Room,Stayed 1 night in December 2024,9.6,Exceptional,Need more facilities like spa,"All aspect of the hotel like rooms, food, location, services alr good but facilities like spa is not there i hope santika hotel depok will add it for the future","December 11, 2024"
7,49,Yudhistira,Indonesia,Couple,Superior Twin Room,Stayed 1 night in October 2025,8.8,Excellent,So-so impression but still valuable,"- Breakfast were good and tasty - Rooms (Bathroom also) were quite clean. - Bedsheets were clean and comfortable. - Corridor was clean but feels old. - Lobby was great and very much comfortable. - All staffs' nice and kind, have ""ready-to-support visitors"" feels in them. - Free parking for all vehicles as long the ticket be brought before check-in at lobby. - Super close to all-in mall entertainment access.","November 14, 2025"
7,50,Bustanul,United Kingdom,Family with young children,Superior King Room,Stayed 1 night in July 2024,10.0,Exceptional,TOP CLASS IN DEPOK,"HOTELNYA BAGUS, BERSIH, MAKAN BREAKFAST NYA ENAK BANGET DAN LENGKAP. POKOKE TOP MARKOTOP","July 09, 2024"
8,51,Indra,Indonesia,Couple,Deluxe Twin Room,Stayed 2 nights in December 2025,8.8,Excellent,a nice hotel,"It's a nice hotel above DMall, with shops and restaurants under it. The room is not big but clean. the bathroom is small and the towels need to be replaced. The lights in the room need to be made brighter, the room is dark. The beds are comfortable. The breakfast are satisfactory. The staff are friendly and helpful. I will recommend to stay at Santika Depok.","December 08, 2025"
8,52,Tommy,Indonesia,Solo traveler,Deluxe King Room,Stayed 1 night in February 2026,10.0,Exceptional,Also my home,"It has fairly price as its location, Very clean room and friendly staff. I did always enjoy staying at the Santika Depok hotel.","February 08, 2026"
8,53,A,Indonesia,Couple,Superior King Room,Stayed 1 night in January 2025,9.2,Exceptional,Good,"Strategic hotel near to the mall, complete facilities, clean rooms, friendly staff and lots of breakfast menus","February 04, 2025"
8,54,Hanny,Indonesia,Couple,Deluxe King Room,Stayed 2 nights in January 2025,8.8,Excellent,"Great Staff, Location and Breakfast, but old furniture","Great Staff, Location and Breakfast but please, upgrading the old furniture would make the hotel be more perfect. Thank you.","January 18, 2025"
8,55,Hassnah,Malaysia,Couple,Superior King Room,Stayed 3 nights in January 2025,10.0,Exceptional,Best for couple and family,"Very convenient for family staycation due to its location and proximity to the shopping mall. Very good breakfast by the hotel, room is clean, efficient housekeeping and friendly staff. Highly recommend for 3-4 days staycation.","February 02, 2025"
9,56,aicha,Indonesia,Solo traveler,Superior King Room,Stayed 1 night in February 2025,8.8,Excellent,Best for Universitas Indonesia related event,the best stay for graduation in UI. they open the bfast buffet at 4am considering these people needs to eat prior to standing for hours. had soto in the morning and feeling so good throughout the day. thank you santikaa,"May 20, 2025"
9,57,Anastasia,Indonesia,Solo traveler,Superior King Room,Stayed 1 night in December 2024,8.8,Excellent,Good for all,"One of the KKG members so me or my family often use this hotel (with amaris also)..so far its good enough,comfy one and polite and kind staff, really profesional for their job as well..thanks for the hospitality..keep the great work😁","January 09, 2025"
9,58,Tommy,Indonesia,Couple,Deluxe King Room,Stayed 1 night in January 2026,10.0,Exceptional,Recomended,"Great location, and very friendly staff, eventhough only for short stay, with clean room and adequate facility, I'm enjoying stay in the hotel. Thank you for your hospitality.","January 21, 2026"
9,59,Imel,Indonesia,Family with young children,Deluxe Twin Room,Stayed 1 night in May 2025,9.6,Exceptional,Kerja sambil staycation,"Lokasi dekat dengan mall, kamar bersih dan nyaman. Sarapan banyak macamnya dan enak","May 31, 2025"
9,60,Alex,Indonesia,Business traveler,Superior King Room,Stayed 2 nights in September 2024,8.4,Excellent,Nice stay,"Had a nice stay. Clean room, reasonably quiet, good amenities, no cigarette smoke odor. 24 hours convenience store and late night street food vendors.","September 17, 2024"
10,61,Hanim,United States,Couple,Superior Twin Room,Stayed 7 nights in January 2026,10.0,Exceptional,Hotel Santika Depok,We have Been staying at this hotel a few times in the past a few years and we are happy with their service. All the staff are very friendly. Walking distance to the mall which is located next to this hotel and the price is reasonable.,"January 23, 2026"
10,62,Monika,Indonesia,Couple,Superior King Room,Stayed 2 nights in November 2025,8.8,Excellent,hotel yg bagus di Depok,"Kamar nyaman , kasur empuk, dan complete amenities, hanya sayang sekali tidak ada kulkas di dalam dan pencahayaan lampu di kamar kurang terang. Sarapan enak, cukup variatif sesuai harga, hanya kalau bisa ditingkatkan kualitas kopi nya dicari kopi/beans nyg enak dan tidak terlalu encer.","November 30, 2025"
10,63,Karunia,Indonesia,Solo traveler,Superior King Room,Stayed 1 night in September 2025,10.0,Exceptional,Exceptional,"Kamarnya sangat bersih, rapi, dan staffnya informatif. Letaknya di dalam mall jd mudah sekali untuk mencari hiburan. Will visit again later.","September 18, 2025"
10,64,Yin,Singapore,Business traveler,Deluxe King Room,Stayed 3 nights in December 2024,8.0,Excellent,Clean and Reasonable price,"Located on the main street, and connected to a small shopping mall, easy to find food around.","December 09, 2024"
10,65,Zeplin,Indonesia,Group,Superior King Room,Stayed 1 night in August 2025,10.0,Exceptional,Samping Mall,"Berada di Santika dekat dengan mall Depok, dan kolam renang lumayan bagus seperti private pool. Makanan bervariasi","September 09, 2025"
11,66,aicha,Indonesia,Business traveler,Superior King Room,Stayed 2 nights in February 2025,8.4,Excellent,The best place for UI graduation stay,"Above my expectations especially seeing that the entrance can get a bit cramped due to the fact that it shares an entrance with margonda residence but the staff, cleanliness and food made it worthwhile. So thoughtful they even opened a buffet at 5am during UI graduation day. Thank you!","February 25, 2025"
11,67,Talitha,Indonesia,Group,Superior Twin Room,Stayed 1 night in December 2023,9.6,Exceptional,Short gateaway,"Location is very strategic in the center of depok and connected to the dmall. No gym and only treadmill, pool is not very large and need to regularly clean up. But overall still ok.","November 01, 2024"
11,68,Rachmat,Indonesia,Family with teens,Superior Twin Room,Stayed 1 night in September 2024,10.0,Exceptional,Exceptional,"Kamar nya Bagus, sesuai keinginan. Kami Di kasih kamar lantai 27 Yang paling atas menghadap Kota Depok, Indah kalau Malam Hari Dan bisa melihat matahari terbit","September 11, 2024"
11,69,Ervinawati,Indonesia,Couple,Deluxe King Room,Stayed 1 night in December 2024,9.6,Exceptional,Exceptional,Nice place and i would back to the hotel one's day for staycation with my family again. Thank you santika,"January 01, 2025"
11,70,Jalifah,Malaysia,Solo traveler,Superior King Room,Stayed 1 night in July 2024,9.2,Exceptional,Small room but clean,Room is small but clean. During my stay guest? Staff? Make noise at corridor around 3 am,"July 12, 2024"
12,71,Fransisca,Indonesia,Couple,Superior King Room,Stayed 2 nights in October 2024,8.0,Excellent,lokasi terbaik namun fasilitas parkir kurang,"Hotelnya bagus, makanan enak, staf ramah, kamar bersih, hanya saja skrg dikasih botol minumnya kaca, bukan yg plastik, krn mau go green. untuk tamu kurang nyaman, krn beresiko pecah, tdk bisa dibawa-bawa. Fasilitas parkir sangat kurang, cari parkirnya susah, mau putar balik hrs melewati gate parkir, berarti hrs minta stampel dulu ke reseptionis, tdk bs putar balik, cukup merepotkan sih... tempat parkir sgt sedikit... klo parkir di basement, akses ke basement dikunci oleh hotel, tdk bs masuk, hrs lewat tangga darurat yg baunya minta ampun... cuma lokasinya cocok di dlm mall, kebutuhan makan dan sehari-hari terpenuhi. kolam renang kecil, dan fasilitas gim jg sgt kurang. semoga ke depannya bs lbh baik.","October 22, 2024"
12,72,Fransisca,Indonesia,Group,Superior King Room,Stayed 1 night in October 2024,8.0,Excellent,Kamar bersih namun lubang kamar mandi tersumbat,"kamar yg saya pesan untuk adik saya, lubang kamar mandinya tersumbat, jadi hrs panggil teknisi spy diperbaiki, tp setelahnya jadi bau.. agak kurang nyaman... semoga bs diperbaiki lagi di masa dpn. fasilitas parkir sgt kurang memadai.","October 22, 2024"
12,73,Voralak,Australia,Couple,Executive Suite Room,Stayed 2 nights in December 2024,6.4,Good,Okay for the Price,"We stayed here two nights. Taxis found it hard to find the Hotel entrance. It's conveniently located next to a small shopping centre and there is a convenient store nearby. The room layout was weird. Aircon in the lounge but not in the bedroom, so we found sleeping in the heat quite hard. Aircon was struggling and was leaking. The couch in the lounge room needed replacing it was heavily stained and not comfortable to sit on. The bathroom was not as clean as we would have liked but okay. Breakfast spread was good with local food that we really enjoyed","January 10, 2025"
12,74,Sigro,Indonesia,Family with teens,Superior Twin Room,Stayed 3 nights in December 2024,8.0,Excellent,Fine,"Overall Experience The hotel was fine, with comfortable amenities and decent service. However, my stay was marred by a significant issue. Room Concern Unfortunately, the room I booked had a persistent and unpleasant odor emanating from the toilet. This issue affected my overall comfort and satisfaction. I ask solution from the front desk but no solution since no other room left they said. Rating 3/5 stars Recommendation While the hotel has potential, I recommend addressing this hygiene concern to improve guest experiences. With proper maintenance, this hotel could easily earn a higher rating.","December 30, 2024"
12,75,Jeremy,Indonesia,Family with teens,Superior Twin Room,Stayed 2 nights in August 2024,8.0,Excellent,"Connected to mall, but the room is too small","Like the title said, the hotel is strategic with direct connection to DMall Depok, but the hotel room is too small and for me. that makes the value of money is kinda low if you compare it with another hotel in Depok.","August 30, 2024"
13,76,Amri,Malaysia,Family with young children,Superior King Room,Stayed 3 nights in December 2024,6.8,Good,Good,"Hotel attached to the mall. Easy to get food. Only problem is with toilet, as the floor is not properly mitigate water out.","December 29, 2024"
13,77,Muflihana,Indonesia,Family with young children,Superior King Room,Stayed 1 night in January 2025,9.6,Exceptional,Comfortable hotel,"The comfortable hotel is located on the upper floor of an apartment, in the same area as the mall. However, unfortunately, the swimming pool is not kid-friendly, although floaties are provided, it can be a bit risky to let the children swim. The room is spacious and comfortable.","May 17, 2025"
13,78,paulina,Indonesia,Family with young children,Superior Twin Room,Stayed 1 night in April 2025,6.8,Good,unsatisfied,"i have spent about 3/4 nights in this hotel and not satisfied. especially the swimming pool area. the water is dirty and the area around the swimming pool was very dirty. but the location is above the mall, so is easily to buy food and find restaurant.","October 15, 2025"
13,79,Stella,Philippines,Family with young children,Deluxe King Room,Stayed 3 nights in July 2024,4.8,,Ok stay.,We had to stay here for an event. OK for the price paid but surely there are better accommodations.,"July 08, 2024"
13,80,Ayunda,Indonesia,Business traveler,Executive Suite Room,Stayed 1 night in November 2025,4.0,,Suite room? You're kidding me,"It was just super bad experience. Suite room? You're kidding me. Bad lighting, small insects on the kettle, the standing lamp were not even functioning. Do not mention it as a Suite Room. The staff were saying sorry when I complained, but then what? Santika Group, you must have had more than enough experience on this. The only good thing about my experience? Gosh I can't remember.","November 14, 2025"
14,81,Budi,Indonesia,Couple,Deluxe Twin Room,Stayed 1 night in June 2024,10.0,Exceptional,Food quality and air conditioning,"On Saturday, June 8, 2024, I checked in at the Santika Depok hotel. I arrived at 9:00 PM. After completing the reservation, I got a room numbered 2725 on the 27th floor. When I took the elevator, I was shocked that when the elevator doors opened on the 27th floor, I felt short of breath because the AC in the corridor on the 27th floor was off, making the air in the corridor hot.","June 09, 2024"
14,82,Haree,Malaysia,Solo traveler,Deluxe Twin Room,Stayed 4 nights in May 2026,10.0,Exceptional,Exceptional,"calm and cozy, nice place to stay","May 24, 2026"
14,83,IR,Malaysia,Solo traveler,Executive Suite Room,Stayed 4 nights in May 2026,6.4,Good,Good,Cafe unable to prepare half boil egg,"May 24, 2026"
14,84,fahmi,Indonesia,Couple,Deluxe King Room,Stayed 1 night in May 2026,10.0,Exceptional,good,good services,"May 19, 2026"
14,85,Rachmat,Indonesia,Couple,Deluxe King Room,Stayed 1 night in April 2026,10.0,Exceptional,Exceptional,"Hotel bersih, sarapannya enak, cuma parkirnya yg kurang nyaman","April 27, 2026"
15,86,Lia,Singapore,Couple,Superior Twin Room,Stayed 1 night in April 2026,10.0,Exceptional,Exceptional,All ok,"April 14, 2026"
15,87,Ghoits,Indonesia,Couple,Superior Twin Room,Stayed 2 nights in April 2026,10.0,Exceptional,One of the best,Great hotel with great staffs and facilities,"April 10, 2026"
15,88,Lia,Singapore,Couple,Superior Twin Room,Stayed 1 night in April 2026,10.0,Exceptional,Exceptional,All good,"April 04, 2026"
15,89,desi,Indonesia,Solo traveler,Superior King Room,Stayed 1 night in March 2026,10.0,Exceptional,Over all good,Ok,"March 29, 2026"
15,90,keri,Indonesia,Family with young children,Deluxe King Room,Stayed 1 night in June 2025,10.0,Exceptional,Cleaness and goodplace,Comfort for familly and cleanness also strategic place,"March 29, 2026"
16,91,Hanim,Indonesia,Couple,Deluxe King Room,Stayed 2 nights in January 2026,10.0,Exceptional,Happy Guests,We feel so welcomed everyone are very friendly and helpful.,"January 31, 2026"
16,92,Yokesh,Singapore,Couple,Superior King Room,Stayed 2 nights in September 2025,4.0,,Acceptable,Good,"November 11, 2025"
16,93,Ilham,Indonesia,Couple,Deluxe King Room,Stayed 2 nights in November 2025,10.0,Exceptional,Exceptional,"Outstanding for the staff, really helpful and enjoyable, thankyou for everything","November 09, 2025"
16,94,Putu,Indonesia,Couple,Superior Twin Room,Stayed 2 nights in October 2025,10.0,Exceptional,Exceptional,Again great breakfast and room,"November 07, 2025"
16,95,Putu,Indonesia,Couple,Deluxe King Room,Stayed 2 nights in April 2025,10.0,Exceptional,Exceptional,Love the breakfast,"November 07, 2025"
17,96,paulina,Indonesia,Family with young children,Superior Twin Room,Stayed 1 night in April 2025,6.8,Good,unsatisifed,my opinion idem with my previous comment.,"October 15, 2025"
17,97,Mia,Indonesia,Couple,Superior Twin Room,Stayed 3 nights in September 2025,10.0,Exceptional,Exceptional,Oke,"September 30, 2025"
17,98,Adam,Indonesia,Business traveler,Superior Twin Room,Stayed 2 nights in September 2025,10.0,Exceptional,Good,Good,"September 24, 2025"
17,99,Aji,Indonesia,Family with teens,Deluxe Twin Room,Stayed 2 nights in September 2025,8.8,Excellent,Hotel Santika,"Tempat strategis, makanan breakfast enak, nyaman","September 14, 2025"
17,100,Ousainey,Indonesia,Family with young children,Superior Twin Room,Stayed 2 nights in July 2025,10.0,Exceptional,Extremely empress,Amazing special the food so nice,"July 13, 2025"
18,101,Kim,South Korea,Business traveler,Superior Twin Room,Stayed 1 night in February 2025,8.0,Excellent,Decent location and room,Location is nicely in central. Staff and room are fine as well,"June 29, 2025"
18,102,Achmad,Indonesia,Couple,Superior Twin Room,Stayed 1 night in May 2025,10.0,Exceptional,Bagus dan harga ok,"Hotel bagus, sarapan enak, harga ok.","May 20, 2025"
18,103,Rachel,Indonesia,Couple,Superior Twin Room,Stayed 1 night in May 2025,10.0,Exceptional,Menginap sangat enjoy,Good service ❤️,"May 18, 2025"
18,104,Suyeni,United States,Solo traveler,Deluxe King Room,Stayed 7 nights in April 2025,9.2,Exceptional,Exceptional,"The room is small. However, everything is good.","May 05, 2025"
18,105,Dina,Indonesia,Family with young children,Superior King Room,Stayed 2 nights in May 2025,10.0,Exceptional,Weekend escape,Thanks for the weekend escape. All happy.,"May 04, 2025"
19,106,Alex,Indonesia,Business traveler,Superior Twin Room,Stayed 3 nights in April 2025,9.2,Exceptional,aaaa,aaaaaa sad,"April 28, 2025"
19,107,Widia,Indonesia,Couple,Superior Twin Room,Stayed 1 night in April 2025,10.0,Exceptional,Exceptional,Tambahkan hairdryer,"April 27, 2025"
19,108,Eri,Indonesia,Couple,Junior Suite Room,Stayed 1 night in February 2025,10.0,Exceptional,comfortable,comfortable,"April 01, 2025"
