url,page,review_index,teks_ulasan,tanggal
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,18,Lokasi strategis dan dekat ke mana-mana,Diulas 18 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,19,Lokasi sangat bagus & mudah untuk mencapai tempat lain di Bandung.,Diulas 18 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,20,Sy review jujur utk kamar 222.ranjangnya berisik bunyi tiap kali kita gerak.Dan kamar ini seperti kita tdr disamping trotoar berisik parah.masalahnya dibandung juga masih banyak yg pakai motor dgn knalpot yg sdh dilarang.jadi seperti tdr ditrack balap liar.hampir jam 12 malam ga bisa tdr akhirnya sy minta dipindahkan kekamar yg lebih tdk berisik.dr pihak hotel akhirnya upgrade kekamar yg lumayan senyap terimakasih utk staff hotel yg gercep 🙏.yg tadi ud bete parah akhirnya terobati krn bisa tidur lelap.dan untuk sarapan juga oke banyak pilihan hanya saja utk kopi tdk enak.kalau lokasi santika ini oke banget lokasinya dekat kemana-mana dan persis didepan hotel ada yogyamart.,Diulas 19 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,21,"Saya kebetulan dapat kamar di lantai 3 dan menghadap ke jalan Raya, malam hari tdk bisa tidur karena ada balap liar yg motornya meraung2, sebetulnya bisa di atasi kalau ada kerja sama dgn aparat ke amanan setempat.",Diulas 19 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,22,"staff ramah, lokasi sangat strategis. Sarapan biasa saja. Dinding bangunan karena warna catnya putih, jadi kelihatan banyak kotoran burung, seperti kurang maintanance. Kamar bersih tetapi kursi seperti rotan yg ada bantalnya itu banyak tungaunya. Hari 1 terasa gatal duduk disitu dan gak mengira itu tungau. Pas hari berikutnya lihat paha merah2 sudah semua, gatal dan bekas gigitan tungau bikin kasar dan jadi noda2 bekas luka digigit serangga. Sebaiknya pihak hotel mengganti kursinya.",Diulas 20 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,23,"Menyenangkan menginap di sini, staf sangat ramah, bersih dan rapi.",Diulas 20 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,24,"Lokasi ada di pusat Kota Bandung. Nyaman, bersih, dan tenang.",Diulas 22 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,25,"Staf ramah, makanan enak, parkiran luas",Diulas 22 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,26,Ok sebagai hotel business trip,Diulas 27 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,27,"Ini kedua kali nya staycation dengan keluarga, lokasi strategis di depan jalan besar dan dekat sekali dengan BIP dan Riau Junction. Staff hotel ramah, area hotel bersih tetapi di pilar2 terlihat banyak kotoran hewan (mungkin kelelawar, karena saya lihat berseliweran di dalam hotel yang semi outdoor). Saya dapat kamar lt 3 paling ujung, kamar bersih, tetapi selimut/bed cover saya lihat ada noda lumayan mengganggu berwarna coklat, bathroom amenities lengkap dan rapih. Di pagi hari lumayan kaget sewaktu buka gorden ada beberapa kelelawar bergelantungan di pinggir jendela.
Menu sarapan variatif dan selalu enak!",Diulas 29 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,28,Staff hotel sangat ramah semua dan sangat membantu saat check-in dan check-out.,Diulas 31 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,29,Security jangan membedakan layanan antara taksi dan mobil pribadi.,Diulas 31 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,30,bagus ramah cuma perlu penyegaran supaya terlihat lbh fresh hotelnya,Diulas 31 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,31,"Sebenarnya sedari kecil saya selalu menginap di Hotel Santika, tapi yang Yogyakarta. Santika Bandung baru 2 kali, tapi saya suka dengan ambience-nya. Terima kasih.",Diulas 32 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,32,"semuanya sangat baik kecuali air shower di kamar mandi.. airnya kecil, pengaturan panas-dinginnya sulit dan TV nya belum smart TV..",Diulas 32 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,33,"Untuk kamar ok lumayan aja untuk hotel yang ambience nya masih jadul hehe, toh saya juga menginap dgn check in sudah malam, dan pagi nya sudah check out lagi. Memilih di sini karena lokasi nya strategis dan dekat dengan lokasi yang ingin saya tuju. Saat breakfast varian makanan cukup banyak, tapi untuk rasa biasa saja. Terima kasih Santika Bandung.",Diulas 33 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,34,Semua mantap although not younger so all is comfortable... Terima kasih Santika,Diulas 35 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,35,"Selalu senang setiap menginap di hotel Santika di manapun. Di Bandung, di Yogyakarta, bahkan di Jakarta, saya selalu merasa nyaman. Semua stafnya ramah. Terima kasih dan sukses selalu.",Diulas 36 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,36,"Service bagus,  pelayanan ramah, hanya tampilan hotel masih terkesan oldies walau tetap nyaman",Diulas 38 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,37,Stafnya ramah dan membantu.,Diulas 38 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,38,Kerenlah... Makanannya juga banyak pilihan & ada rasanya...,Diulas 38 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,39,"Staff ramah, lingkungan ok, kamar luas dan bersih, menu sarapan bervariasi, sangat nyaman & menyenangkan menginap di Hotel Santika",Diulas 39 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,1,40,"Pesan hotel ini sudah last minute banget karena gak kepikiran akan extend 😭👍. Eh, ternyata lokasinya dekeet venue acara kerjaan. Alhamdulillaaah takdir Allah gak ada yang jelek! 😭🙏 walaupun dapatnya dengan harga lumayan karena pesan pas weekend 🥹🤌 Santika pasti bagus gak sih soalnya hotel sudah senior mereka pasti juga sudah improve dengan perkembangan zaman 🥹 Lokasi hotelnya strategis, staf ramah-ramah dan helpfulll, padahal aku mode backpacker tapi mau bawain tas aku yang tidak seberapa itu 👍👍 Kamar oke, bersih tidak bau tidak kotor, tapi tidak kedap suara 🙃🙋‍♀️, wifi kenceng, kamar mandi oke, air panas berfungsi tapi gak ada hair dryer 😂 Sarapan aku suka!!! banyak variasi dan enaak!! 😭👍 Oya, ada kids activity juga masak-masak apa hias cupcakes lupa, pokoknya buat Ayah Bunda yang bawa anak bisa ikutan. Overall, it's good and recommended for staayyy!",Diulas 40 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,1,"Nyaman kamarnya walau old, strategis ke mana-mana dekat, pokoknya nyaman lah",Diulas 40 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,2,Senang sekali menginap di hotel ini,Diulas 41 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,3,Tempatnya bagus dan dekat dengan pusat perbelanjaan BIP.,Diulas 44 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,4,Nyaman dan menyenangkan dengan berbagai fasilitas terbaik,Diulas 45 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,5,Staf sangat bersih dan ramah.,Diulas 45 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,6,"Staff ramah, kamar luas, nyaman, bersih, lokasi sangat strategis.",Diulas 45 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,7,Lokasi hotel yang berdekatan dengan Yogya. Setiap ke Santika pasti selalu menyempatkan olahraga,Diulas 46 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,8,Walaupun hotel tua tapi kebersihan dan kenyamanan msh ok.Tapi untuk sarapan nya kurang banyak variasinya dan rasanya kurang.,Diulas 47 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,9,"Strategis sekali tempat-nya di pusat kota Bandung, mau ke mal cukup jalan kaki sudah sampai. Suasana hotel-nya suka banget, cool, adem, udara-nya segar karena plafon-nya yang tinggi jadi udara-nya gak sumpek, next time mampir lagi untuk yang ke-3 kali-nya, untuk breakfast-nya enak variasi makanan-nya cukup, kalau di tambah lagi mungkin bisa lebih baik.",Diulas 48 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,10,"Pesan kamar 3room semuanya bersih dan nyaman. Suasana hotel yg sejuk, posisi hotel yg strategis memudahkan kita beraktifitas. Kolam renang yg ramah dengan anak. Keramahan staff yang siap membantu dan senyumnya. Terima kasih.",Diulas 48 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,11,"Saya memesan hotel selama 3 malam, tetapi pengalamannya sangat buruk. Pada hari pertama, AC di kamar saya tidak dingin—saya tidak tahu apakah AC-nya rusak atau memang sudah sangat tua. Keesokan paginya, saya minta pindah kamar, tetapi staf mengatakan akan mengecek AC saja, dan akhirnya meminta saya untuk tetap di kamar yang sama. Selain itu, sarapannya biasa saja—tidak ada yang istimewa. Kemudian pada sore hari di hari kedua, saat saya sedang rapat daring, listrik di kamar saya tiba-tiba padam. Saya memutuskan untuk check out sehari lebih awal. Pastinya bukan pengalaman menginap yang menyenangkan dan saya tidak akan kembali lagi.",Diulas 49 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,12,"Lokasi strategis. kamar luas, old tapi terawat. Tapi sayang kamar superior yang dekat ke jalan riau/sumatera terlalu berisik oleh suara lalu lalang kendaraan dan suasana parkiran dari mall. Mungkin manajemen harus pasang extra peredam suara?. Akhirnya saya putuskan tukar tambah ke kamar executive yg posisinya di belakang. Kamarnya lebih luas lagi, ada ruang tv dan duduk2, lebih nyaman untuk beristirahat. Karyawannya cukup ramah, sarapan cukup variasi, ada menu tradisional jawa barat nya.",Diulas 51 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,13,"Staff cukup ramah dan helpful, namun bangunan terasa kuno. Lantai kamar kurang bersih, telapak kaki jadi kotor kalau tidak pakai sandal dari hotel, dan di malam hari kamar mandinya bau, makanan juga biasa saja. Sebetulnya senang ya menginap di Santika, tapi sayang kualitasnya selalu menurun dari tahun ke tahun dibandingkan dengan 10-12 tahun yang lalu. Tapi overall tempatnya oke untuk istirahat dan dekat sekali dengan berbagai tempat makan dan tempat belanja, jadi masih cukup nyaman dan menyenangkan untuk dijadikan opsi menginap.",Diulas 53 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,14,"Nyaman, menyenangkan dan petugas yang ramah terhadap tamu",Diulas 53 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,15,"Tempat sangat strategis, recommended untuk keluarga.",Diulas 59 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,16,"Staf ramah, dekat dengan lokasi mal dan Yogya, akses hotel cukup mudah dicapai dan tidak kesulitan untuk mencari makanan di luar.",Diulas 60 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,17,"Hotel bagus... Dekat ke pusat kuliner dan mal... Makanan lebih variatif lagi, kalau bisa ada gehu, bala-bala, cireng, combro dadakan, aneka bubur... Makanan khas Sunda... Pokoknya hotel rekomendasi 😍👍",Diulas 60 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,18,"lokasi strategis ke mana2 dekat. Petugas ramah semua, kamar bersih.
Terimakasih untuk semua kesan yg baik.
Ada fasilitas peminjaman seped utk berkeliling, tp sy tdk sempat menikmati Krn padatnya acara.",Diulas 61 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,19,"lokasi strategis, dan pelayanan yg ramah membuat kita ingin balik stay lg disini kalo ke bandung..",Diulas 62 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,20,"staff nya sangat ramah, fasilitasnya sangat bagus dan nyaman",Diulas 65 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,21,"Terima kasih atas keramahan semua staf, semua keluarga senang menginap 2 malam di Santika Merdeka Bandung, terutama kamar keluarga, besar dan nyaman. Kerja bagus tim 👍🏻 akan kembali lagi kalau ada acara lagi.",Diulas 66 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,22,Excellent. Kota Bandung sangat menyenangkan apalagi bisa stay di Hotel Santika.,Diulas 67 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,23,"Nyaman, lokasi strategis, receptionist nya ramah banget",Diulas 67 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,24,"Hotel sangat strategis di kota deket dari mana-mana, bersih, makanannya lumayan enak, staffnya ramah. Top",Diulas 67 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,25,"Stafnya ramah, tempat tidurnya nyaman, dan banyak tempat makan di sekitar lokasi",Diulas 69 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,26,"Staff hotel ramah banget, breakfast enak dan banyak pol variasinya. Sesuai sama harganya sih, mau ke Braga juga dekat. Hotelnya adem.",Diulas 69 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,27,ramah pelayanan cepat. soon pasti balik lg,Diulas 70 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,28,staff hotel sangat ramah dan sangat membantu,Diulas 72 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,29,hotel.bagus..bersih.stretegis dan pelayanan ramah. very recomended,Diulas 73 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,30,"Sebelum menginap di Santika, menurut review orang-orang makanannya enak. Setelah saya coba sendiri, ternyata memang enak banget. Anak-anak saya juga memuji-muji makanannya.",Diulas 73 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,31,"Bagus, recommended lah. Lokasi di tengah kota, sarapan ok, petugas ramah dan sigap. Kamar cukup luas, interior bagus. Harga terjangkau",Diulas 74 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,32,"Hotel lama tapi masih sangat bagus, kamar bersih, service-nya sangat baik, overall sangat baik. Dekat ke mana-mana.",Diulas 74 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,33,"Hotelnya bersih dan nyaman, lokasi strategis.",Diulas 76 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,34,"Suka dengan lokasinya, mau ke supermarket atau mal tinggal nyebrang saja. Ke mana-mana juga dekat. Sarapan-nya enak-enak. Staff ramah dan helpful.",Diulas 76 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,35,"banyak pilihan makanan, kebanyakan tradisional. Wedang jahe adalah satu-satunya makanan unik yang saya temukan di hotel",Diulas 77 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,36,Secara keseluruhan bagus. Sayangnya di area lobby dekat resto tidak bebas rokok.,Diulas 78 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,37,1 kamar tidak ada shower air panas dan TV mati,Diulas 79 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,38,"Menginap di sini lokasi strategis dan bagus, hotel terawat hanya saja makanan kurang variasi. Sosis harus request dulu baru disediakan. Lalu, coffee latte harus bayar. Selebihnya sih ya bagus. Semoga makanan lebih variasi dan lengkap, terima kasih!",Diulas 79 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,39,"Menginap di Executive Room. Nyaman, lega, dan bersih. Harga bersahabat. Sarapan oke. Lokasi strategis dekat ke Jalan Riau yang banyak FO dan cafe. Parkiran cukup luas.",Diulas 80 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,2,40,"Sayang area merokok sangat berdekatan dengan yang bebas rokok, sebaiknya diberi sekat yang tidak tembus asap rokok, thanks.",Diulas 80 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,1,Menyenangkan... hanya perlu tambahan untuk pengering rambut.,Diulas 81 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,2,Staf Jovita baik dan ramah. Kamar berbau lembap saat awal masuk kamar. Lantai kamar mandi licin.,Diulas 82 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,3,"Staff hotel yang ramah, dekat ke mana-mana, hanya perlu renovasi kamar karena sudah tua.",Diulas 83 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,4,Staf hotel kelewat ramah dan makannannya enak-enak.,Diulas 86 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,5,Staf hotel ramah banget. Sarapan banyak pilihan dan rasanya enak-enak semua.,Diulas 87 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,6,"Bangunan sudah tua, tetapi di dalam kamar cukup nyaman dan breakfast nikmat. Lokasi sangat strategis. Namun, di hotel ini tidak ada kids club. Meskipun demikian, di sekitar hotel banyak taman/hutan kota sebagai destinasi main anak.",Diulas 87 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,7,Ramah tamah. Lokasi strategis.,Diulas 88 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,8,Stafnya sangat sopan dan membantu. Kami menghargai layanan yang mengantar kami ke stasiun kereta tanpa harus menunggu lama. Makanannya juga enak. Kamarnya sangat bersih dan nyaman.,Diulas 88 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,9,Makan tidak variatif dan rasanya pun kurang enak.,Diulas 89 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,10,"Pengalaman menginap di sini sangat berkesan. Insya Allah, lain kali ke Bandung, saya akan menginap di sini lagi. Terima kasih kepada staf yang ramah.",Diulas 92 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,11,"Hotelnya dan kamarnya bersih, pelayanan cepat dan ramah, lokasi sangat strategis, makanan banyak variasinya serta enak.",Diulas 93 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,12,"Saya sering menginap disini, saya paling suka kalau ada jahe panas di malam hari (tapi kalau saya ke sana, saya berharap jahe disajikan di minuman lain (saya tidak suka). Saya hanya menyarankan memperbarui menu dan sarapan beragam, yang lainnya baik-baik saja",Diulas 95 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,13,"Lokasi strategis. Hotel ini tidak mendukung area bebas rokok karena di area koridor/lift, banyak orang yang merokok.",Diulas 96 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,14,Selalu happy nginap di hotel santika.,Diulas 96 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,15,Very strategic! Gampang berjalan ke BIP dan riau junction.,Diulas 98 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,16,Bersih nyaman strategis aman senang.,Diulas 101 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,17,"Lokasi Bagus, Fasilitas Bagus, dan Makanan Sarapan Enak.",Diulas 102 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,18,"Hotelnya strategis banget tengah kota Bandung, deket ke tempat” kuliner juga. Mungkin karena bangunan tua, saya merasa kurang nyaman. Pertama masuk lobby jujur ada hawa” ga enak, terus setelah masuk kamar ada serangga dan ubin lantai beberapa retak, door locknya patah. Saya langsung checkout dan cari hotel lain. Mungkin bisa ditingkatkan maintenancenya.",Diulas 105 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,19,Ramah banget staff n semuanya. Makanan enakk,Diulas 105 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,20,Saya senang menginap di Santika Jalan Sumatra karena breakfast-nya enak dan lokasi strategis dekat dengan kuliner. Bonusnya adalah bisa pinjam sepeda yang disediakan oleh hotel.,Diulas 106 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,21,Layanan baik dan kamar bersih. Nyaman untuk perjalanan dinas. Thanks for good services. 😇🙏,Diulas 107 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,22,"Semuanya sangat baik, makanan, pelayanan, fasilitas yang disediakan.",Diulas 108 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,23,"Lokasi strategis, ruangan bersih, staf ramah meskipun sayang menu bf variasinya saat menginap kurang baik dibandinf memiliki daerah lain. Secara keseluruhan bagus sih.",Diulas 108 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,24,"Saya menginap 2 malam dengan berbeda-beda kelas kamar, hari pertama di kamar superior sangat memuaskan kamar bersih, kamar mandi bersih wangi, AC dingin sejuk dan u sarapan hari pertama enak-enak semua. Untuk hari kedua di kamar delux yang harganya lebih tinggi, tetapi saya mendapat kamar yang kurang memuaskan dari kamar mandi licin (belum disikat) dan terdapat uap bau yang kurang sedap, dan AC kurang dingin. Sarapan hari kedua tetap enak-enak semua.",Diulas 109 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,25,"Waktu jalan-jalan ke Bandung, selalu setia menginap di Santika. Hotelnya nyaman dan pelayanannya ramah.",Diulas 110 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,26,"Lokasinya oke sangat strategis, sudah sering menginap di sini dari dulu, rekomen lah.",Diulas 113 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71951,3,27,"Dinding kamar ada beberapa bagian yang perlu dicat ulang. Toiletnya bisa dibersihkan sedikit, meskipun sudah tua.",Diulas 115 minggu lalu
