url,page,review_index,teks_ulasan,tanggal
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,10,mudah diakses dan bersih dan nyaman,Diulas 54 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,11,staff hotel ramah dan pelayanan sangat baik n nyaman,Diulas 54 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,12,"Bingung dengan AC di kamar, AC-nya central tapi ada 2 control pengendali. Yang 1 berupa remote biasa & yang 1-nya nempel di dinding. Entah kedua remote-nya yang kurang berfungsi, atau masalah di AC-nya sendiri yang ga dingin. Karena kami sudah lelah dengan aktivitas seharian, saat kembali ke kamar langsung istirahat, ga peduli lagi dengan kamar yang agak gerah.",Diulas 55 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,13,hotel di pusat kota. nyaman dan bersih,Diulas 56 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,14,hotelnya nyaman di pusat kota.,Diulas 57 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,15,Lokasi cukup strategis dan dekat dengan pusat kota.,Diulas 57 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,16,"Parkir luas, kamar luas dan nyaman, staf ramah dan responsif, sarapan enak dan variatif, betah deh.",Diulas 58 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,17,Sudah 2x nyaman. Ramah semua. Makanan variatif enak. Renang juga aman.,Diulas 58 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,18,Sangat nyaman menginap disni. Paling betah di kolam renang.,Diulas 59 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,19,"Izin memberikan ulasan proses chek in sampai dengan jam 16.16 belum bisa masuk kamar yg seharusnya jam chek in jam 14.00 , kamar belum ready dengan alasan proses chekout pengunjung yg siang,  jika high season seperti ini harusnya hotel sudah bersiap dengan pelayanan, tapi ini sangat sangat merugikan, dengan posisi saya membawa bayi hingga merasa tidak nyaman , mohon bisa diperbaiki , terimakasih",Diulas 59 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,20,"Santika memang tidak pernah mengecewakan di mana pun. Executive room fasilitas-nya lengkap, cuma sayang karena mungkin sudah agak tua hotelnya jadi pintu kamar mandi, pintu depan agak susah dibuka. Overall ok 👍",Diulas 59 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,21,Comfort hanya rasa makanannya biasa aja,Diulas 60 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,22,Santika Cirebon dapet upgrade bangunan dan isi (furniture) menjadi lebih simpel dan modern. Lainnya keren,Diulas 60 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,23,Sudah baik agar dipertahankan,Diulas 66 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,24,selalu nginap di sini karena kolam renang dan akses nya,Diulas 67 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,25,"Kebersihan kamar dan area dalam hotel bagus, staff hotel ramah dan responsif atas permintaan bantuan",Diulas 67 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,26,"staf gardener sangat ramah dengan senyum yang lebar , membuat betah utk stay di hotel santika cirebon",Diulas 68 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,27,Cepat dan ramah. Mantap Santika,Diulas 69 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,28,Staff hotel ramah sekali dan membuat tamu merasa rileks saat di lobi dan istirahat di kamar 🙏,Diulas 72 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,29,"Makanan kurang variasi dan rasa biasa aja semua hambar, bubur ga ada ayam nya. Ayam goreng keras masakan anyep variasi membosankan. Handuk kamar mandi udah jelek banget, bed nya kurang nyaman dan bantal juga sudah terlalu lama kurang enak",Diulas 72 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,30,"Terima kasih banyak atas keramahtamahannya, saya mendapat kamar yang nyaman dengan pemandangan yang indah. Keluarga saya senang merayakan malam tahun baru di sini. Makanannya benar-benar enak, stafnya sangat ramah dan hangat. ♡",Diulas 72 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,31,"Hotel nyaman banget, walaupun bangunan agak tua tetapi kebersihan sangat terjaga. Yang bikin kaget pas mau keluar, eh mobil kok sudah bersih. Ternyata dicuci juga di sini mobil-mobil tamu. Keren.",Diulas 73 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,32,"Hotel yang dapat diandalkan, dengan pengalaman panjang, Hotel Santika mengerti bagaimana hospitality yang sesungguhnya.",Diulas 73 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,33,"Staff hotel sangat membantu, sayang waktu check-in terlambat karena ada perbaikan AC, kita suruh tunggu di kamar kita yang lain, untung pas komplain segera direspons, kamar di-upgrade ke deluxe, kamar nyaman dan bersih namun sprei, bed cover, handuk warnanya kusam sudah ga putih 🥲",Diulas 73 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,34,Pertahankan pelayanan yang berkualitas dan ramah anak.,Diulas 74 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,35,Lokasi bagus bersih dekat kemana-mana,Diulas 76 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,36,"Room-nya besar, kamar mandi bersih, breakfast-nya komplit dan enak, hotelnya bersih, dan lokasinya pinggir jalan dekat tengah kota. Recommended Hotel 👍",Diulas 76 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,37,"Dapat pelayanan yang bagus sama bu Melani dan dapat welcome drink, terima kasih",Diulas 78 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,38,"Perlu dicat ulang, dan perbaikan pintu-pintu dan kusen, karena sudah tua. Hotel besar dan nyaman, hanya perlu peremajaan.",Diulas 83 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,39,satu-satunya masalah adalah nyamuk. tapi selain itu oke,Diulas 85 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,2,40,"Parkir luas, ada yang cuci in mobil. Kamar baru di renov.",Diulas 85 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,1,"Saya pesan untuk tamu, kesan dari tamu saya sangat nyaman, suasana ok, everything ok. Hanya persoalan kamar banyak nyamuk. Itu saja.",Diulas 86 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,2,"Saya pesan untuk tamu saya, dan tamu saya hanya komplain untuk masalah nyamuk. Yang lainnya tidak ada komplain.",Diulas 86 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,3,"Handuk bau apek, saluran wastafel dan kamar mandinya uda mampet. Lama banget airnya turun. Ada jamur dimana-mana, di kamar mandi, di horden.",Diulas 86 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,4,Staff sangat ramah dan membantu. Fasilitas untuk kursi roda tersedia. Recommended.,Diulas 86 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,5,"Hotel ini tempatnya strategis, mudah diakses dari dan ke hotel. Seluruh staf ramah, makanan enak & harganya pun sesuai. Datang untuk datang & datang lagi.",Diulas 86 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,6,Staff hotel ramah. Early check-in. Late check-out. Kamar bersih. Parkir luas. Udara bersih.,Diulas 88 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,7,"Kran shower sudah aus, jadi shower atas tidak bisa dipakai sehingga kami kesulitan untuk mandi bersama hehehehehe. Sprei dan sarung bantal ada beberapa noda dan rambut.",Diulas 88 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,8,Parkir kuas. Kamar tidur lumayan. Makanan enak tapi variasinya tidak sebanyak dulu. Di kamar sudah tidak tersedia hair dyer.,Diulas 92 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,9,"Check in & check out cepat, staff² ramah, terima kasih Bapak. Rusmanto staff resto yang perhatian serasa dilayani ayah. Alat² fitness sayang nya banyak yang rusak tp ruangannya nyaman bersih luas. Kamar bersih wangi enak ga tercium bau rokok karena saya alergi pasti terasa kalo masih kotor",Diulas 94 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,10,Staf Hotel Santika Cirebon sangat ramah dan informatif 👍😊.,Diulas 94 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,11,"Staf ramah, cuma kenapa mobil saya aja yang tidak dicuci. Resto untuk sarapan crowded dan pelayannya tidak sigap. Banyak sekali piring kotor didiamkan.",Diulas 95 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,12,"Lokasi hotel sangat tenang untuk istirahat, wifi bagus, kolam cukup luas untuk berenang, makanan sarapannya juga enak, lokasi juga dekat dengan kota.",Diulas 96 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,13,"Hotel nya di tengah kota memudahkan akses kalau mau kemana-mana, dan bener loh hotel ini menyediakan fasilitas cuci mobil tiap pagi, staf nya ramah walaupun bangun hotel tua, yang paling homy dan nyaman kolam renang nya rindang dan airnya anget ga dingin, anak-anak suka berenang di sini yang nungguin juga nyaman duduk di pinggir kolam karena suasana kolam senyaman itu, mungkin yang kurang hanya kebersihan kulkas di dalem kamar ya walaupun kulkas tua tolong di bersihkan dan diperhatikan, kulkas nya agak kurang dingin dan pas dibuka ada hawa kulkas nya yang kurang nyaman, selain itu hotel santika ini bisa jadi pilihan untuk staycation.",Diulas 96 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,14,"Hotel nyaman, sarapan cukup enak.",Diulas 97 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,15,"Saya menginap di hotel ini selama 2 hari dan mendapatkan pelayanan jemputan dari Stasiun Cirebon sampai Hotel HS. Staff-nya sangat ramah sekali, hotel ter-rekomendasi di Cirebon. Thank you Santika and see you",Diulas 97 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,16,Makanan enak. Tempat tenang dan nyaman.,Diulas 99 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,17,"Bell boynya kayak bos, ada tamu semua pada cuek aja. Toilet lobby kotor.",Diulas 99 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,18,"Staff yang ramah, lokasi hotel di pusat kota, kamar yang bersih, menu breakfast yang enak ditambah ciri khas Santika adanya minuman herbal yang bisa kita racik sendiri.",Diulas 101 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,19,"Staff yang ramah, lokasi di pusat kota, menu breakfast enak & selalu ada minuman herbal yang dapat kita racik sendiri",Diulas 101 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,20,"Menginap satu malam di Hotel Santika Cirebon sangat menyenangkan. Untuk kamar bersih, untuk sarapan the best, banyak pilihan.",Diulas 101 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,21,Lingkungan hotel nyaman.,Diulas 103 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,22,"Hotel tua yang sangat terawat... sudah hampir 15 tahun semenjak terakhir kali saya menginap di sana, tetapi hotel ini masih membuat saya merasa nyaman dan menikmati masa menginap di sana... ramah keluarga dengan kolam renang yang luas dan air hangat... 🥰.",Diulas 103 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,23,"Kamarnya luas, bersih dan menu sarapan bervariasi.",Diulas 104 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,24,Tingkatkan terus pelayanan nya.,Diulas 106 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,25,"Pertama kali masuk kamar langsung denger musik yang vibe-nya berasa heritage gitu. Malamnya dapat surprise luar biasa dari staff management hotel, bikin terharuu karena memang pas ultah pengen banget ke Santika Cirebon. Keren sii ini pelayanan-nya, kamar bersih, AC dingin, air panas terasa sekali, lancar semuanya. Kesannya the best, semua staff ramah bahkan pas check out masih nanya apakah ada yang membuat tidak nyaman, gila efforts banget buat yang menginap di sini bakalan balik lagi sii ini mah. Love Santika Cirebon, next time semoga bisa merayakan kembali moment bahagia di sini 🥰",Diulas 107 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,26,Recommended banget untuk yang mau jalan-jalan ke Cirebon.,Diulas 107 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,27,"Mantabs mobil dibersihkan., jika transit di Cirebon akan kesini lagi😘✌️",Diulas 108 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,28,"Hotel nyaman dan rindang, kamar & kolam renang besar. Tiap pagi mobil dicuci, gratis.",Diulas 110 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,29,Bintang 3 yang nyaman. Suasana klasik tapi tetap terawat dan bersih. Terima kasih Santika Cirebon,Diulas 110 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/71859,3,30,"Sangat menikmati bermalam di sini, apalagi bisa ngajak anak-anak berenang",Diulas 111 minggu lalu
