ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan,Alasan_Kenyamanan,Alasan_Kebersihan,Alasan_Pelayanan,Alasan_Harga,Alasan_Lokasi,Alasan_Fasilitas,Alasan_Makanan
23,Agoda,Hotel Santika Bandung,11/14/2025,"properti ini menawarkan nilai luar biasa dengan lokasinya yang strategis, membuatnya mudah untuk menjelajahi daerah tersebut. kebersihannya terbaik, dan stafnya ramah dan penuh perhatian, memastikan pengalaman yang menyenangkan. fasilitasnya bagus, menampilkan kamar yang luas dengan air panas dan tempat parkir yang nyaman. secara keseluruhan, ini adalah pilihan tepat bagi siapa saja yang mencari kenyamanan dan aksesibilitas selama menginap.",positif,positif,positif,positif,positif,positif,none,"fasilitasnya bagus, menampilkan kamar yang luas dengan air panas dan tempat parkir yang nyaman.",kebersihannya terbaik,stafnya ramah dan penuh perhatian,menawarkan nilai luar biasa,lokasinya yang strategis,fasilitasnya bagus menampilkan kamar yang luas dengan air panas dan tempat parkir,
24,Agoda,Hotel Santika Bandung,11/6/2025,"overall hotel ini recomended, mulai dari pelayanan, makanan, dan lokasinya, kalau harganya relatif pas. satu hal yang selalu saya sukai dari menginap di santika adalah variasi makanan yang tersedia, baik tradisional maupun western, serta rasanya yang menggugah selera.",none,none,positif,positif,positif,none,positif,,,pelayanan,harganya relatif pas,lokasinya,,variasi makanan yang tersedia baik tradisional maupun western serta rasanya yang menggugah selera
25,Agoda,Hotel Santika Bandung,11/5/2025,"nyaman, dimana-mana bersih. toiletnya berbau harum. saran: cat ulang pintu kamar mandi agar terlihat lebih segar.",negatif,positif,none,none,none,none,none,cat ulang pintu kamar mandi agar terlihat lebih segar,dimana-mana bersih. toiletnya berbau harum,,,,,
26,Agoda,Hotel Santika Bandung,11/2/2025,sejauh ini bagus untuk menginap,none,none,none,none,none,none,none,,,,,,,
27,Agoda,Hotel Santika Bandung,10/27/2025,bagus location. meskipun hotel yang sedikit berumur tapi masih terawat dan bersih. cocok untuk tinggal bersama keluarga.,none,positif,none,none,positif,none,none,,masih terawat dan bersih,,,bagus location,,
28,Agoda,Hotel Santika Bandung,10/27/2025,untuk ruangan dan fasilitasnya sudah bagus. hanya perlu meningkatkan makanan untuk sarapan dan pencahayaan ruangan.,negatif,none,none,none,none,positif,negatif,pencahayaan ruangan,,,,,ruangan dan fasilitasnya sudah bagus,perlu meningkatkan makanan untuk sarapan
29,Agoda,Hotel Santika Bandung,10/24/2025,"hotel terjangkau di lokasi strategis. ruangan itu luas dan tempat tidur nyaman. tapi kamar dan furniturnya cukup kuno, air conditioner tidak bisa diatur, dan handuknya terlalu tipis dan tua. semua staf baik dan cepat tanggap dalam menangani pertanyaan.",netral,none,positif,positif,positif,negatif,none,ruangan itu luas dan tempat tidur nyaman. tapi kamar dan furniturnya cukup kuno,,semua staf baik dan cepat tanggap dalam menangani pertanyaan,hotel terjangkau,lokasi strategis,air conditioner tidak bisa diatur dan handuknya terlalu tipis dan tua,
30,Agoda,Hotel Santika Bandung,10/8/2025,"hotel lama yang nyaman, dan dekat dari outlet di jalan riau dan mudah cari makanan, bagus",positif,none,none,none,positif,none,none,hotel lama yang nyaman,,,,dekat dari outlet di jalan riau dan mudah cari makanan,,
31,Agoda,Hotel Santika Bandung,10/6/2025,nikmati tinggal di pusat kota,none,none,none,none,positif,none,none,,,,,tinggal di pusat kota,,
32,Agoda,Hotel Santika Bandung,9/18/2025,"pengalaman saya secara umum sangat baik di hotel ini. baru pertama kali menginap disini itu pun karena kehabisan hotel lain di weekend dan memang dadakan baru cari di hari h. memang gedung lama tapi lokasi sangat baik di tengah kota jadi sangat strategis kalau mau kemana2, kamar terbilang luas, feels bed pun sangat enak dan sekalipun double twin dijadikan satu tidak berasa ada lubang di tengah2. yang paling highlight buat saya adalah breakfast karena jenis makanannya banyak dan rasanya pun enak2, plusnya lagi saya mendapat compliment breakfast untuk anak saya yang berusia 8. compliment karena seharusnya bayar menurut staf restaurant tapi waktu check in di info anak hingga usia 8 masih gratis. sepertinya perlu disepakati lagi dalam management. tapi terima kasih anyway for the compliment.",positif,none,netral,positif,positif,none,positif,kamar terbilang luas feels bed pun sangat enak,,karena seharusnya bayar menurut staf restaurant tapi waktu check in di info anak,di info anak hingga usia 8 masih gratis,lokasi sangat baik di tengah kota jadi sangat strategis,,jenis makanannya banyak dan rasanya pun enak2
34,Agoda,Hotel Santika Bandung,9/11/2025,"saya pesan kamar ini untuk ayah saya saya, dan ayah saya suka dengan hotel ini",none,none,none,none,none,none,none,,,,,,,
35,Agoda,Hotel Santika Bandung,9/11/2025,"saya pesan kamar ini untuk ayah saya, dan ayah saya menyukainya",none,none,none,none,none,none,none,,,,,,,
36,Agoda,Hotel Santika Bandung,9/8/2025,"hotel butik ini hanya berjarak 100 meter dari stasiun kereta bandara. pelayanannya ramah dan sebanding dengan hotel bintang lima, dan semua staf fasih berbahasa inggris. desain kamarnya cukup unik, dengan tabung di kamar mandi menghadap ke jendela. sayangnya kolam renangnya kecil. menu makanan dalam kamar bervariasi, enak, dan harga cukup bersaing dengan restoran di platinum mall. tersedia antar-jemput tuktuk gratis ke stasiun kereta. secara keseluruhan, ini adalah pengalaman menginap yang sangat menyenangkan, dan saya berharap untuk kembali lagi di masa mendatang.",netral,none,positif,positif,positif,negatif,positif,"desain kamarnya cukup unik, dengan tabung di kamar mandi menghadap ke jendela.",,pelayanannya ramah dan sebanding dengan hotel bintang lima,harga cukup bersaing dengan restoran di platinum mall,hanya berjarak 100 meter dari stasiun kereta bandara,kolam renangnya kecil,menu makanan dalam kamar bervariasi enak
37,Agoda,Hotel Santika Bandung,9/8/2025,"parkir dibasement tidak sempit muat sekitar 25-30 mobil. sarapan baik, kacang ijo bubur sumsum selalu ada. tradisional food. dekat dengan bip tinggal nyebrang dan mall yogya disebrang kanannya. saya dapat di kamar 427, kamar executive tapi air conditioner kurang dingin. ada ruang duduk sama televisi tambahan kecil di depan tapi kurang efektif mending dikasih kasur 1 lagi",negatif,none,none,none,positif,positif,positif,air conditioner kurang dingin,,,,dekat dengan bip tinggal nyebrang dan mall yogya disebrang kanannya,parkir dibasement tidak sempit muat sekitar 25-30 mobil,sarapan baik kacang ijo bubur sumsum selalu ada
39,Agoda,Hotel Santika Bandung,8/21/2025,"hotel ini dihuni oleh kelelawar. dinding hotel seperti terlihat di foto kotoran kelelawar di lantai. gymnya satu-satunya treadmill yang rusak, pergelangan kaki saya hampir terkilir saat menggunakannya. papan langkah di bawah mekanisme rusak ketika anda menginjaknya dengan goyah. tidak ada barbel yang dipasang dengan benar. untuk meluruskannya. lebih baik tutup gym gunakan ruang itu untuk hal lain",none,negatif,none,none,none,negatif,none,,kotoran kelelawar di lantai,,,,gymnya satu-satunya treadmill yang rusak,
42,Agoda,Hotel Santika Bandung,8/3/2025,menginap di santika akan membuat anda nyaman dengan lokasinya yang tepat berada di pusat kota bandung yang ramai.,positif,none,none,none,positif,none,none,di santika akan membuat anda nyaman dengan lokasinya yang tepat berada di pusat kota,,,,lokasinya yang tepat berada di pusat kota bandung,,
43,Agoda,Hotel Santika Bandung,7/29/2025,"kamarnya luas, rapi dan bersih, kamar mandi juga bersih",positif,positif,none,none,none,none,none,kamarnya luas rapi,kamarnya luas rapi dan bersih kamar mandi juga bersih,,,,,
44,Agoda,Hotel Santika Bandung,7/26/2025,"letaknya di lokasi yang sangat bagus, di seberang riau junction dan dekat bandung indah plaza dengan banyak tempat makan. kamarnya luas dan sarapannya enak. staf sangat membantu dan ramah, layanan pelanggan terbaik. ini adalah hotel yang akan saya kembalikan setiap kali saya pergi ke bandung.",positif,none,positif,none,positif,none,positif,kamarnya luas,,staf sangat membantu dan ramah layanan pelanggan terbaik,,letaknya di lokasi yang sangat bagus di seberang riau junction dan dekat bandung indah plaza,,sarapannya enak
45,Agoda,Hotel Santika Bandung,7/12/2025,tarif bagus lokasi bagus,none,none,none,positif,positif,none,none,,,,tarif bagus,lokasi bagus,,
47,Agoda,Hotel Santika Bandung,7/10/2025,"nyaman, bersih, fasilitas lengkap, lokasi strategis. kalau ke bandung mau stay di hotel ini lagi",none,positif,none,none,positif,positif,none,,bersih,,,lokasi strategis,fasilitas lengkap,
49,Agoda,Hotel Santika Bandung,7/8/2025,"hotel tua tapi nyaman untuk ditinggali. terasa homey, lobi dan restorannya bikin betah. terdapat fasilitas sepeda gratis. saya pakai bersama kedua anak saya untuk jalan-jalan keliling, mengunjungi sate dan factory outlet terdekat, jalan-jalan. nyaman dan strategis. sarapannya biasa saja, dengan pilihan makanan tradisional yang cukup lengkap. tersedia bakery, snack gurih, kopi mesin espresso, bubur ketan, mie, dan salad lengkap. kamarnya bersih dan tvnya baik, besar. kita seharusnya tinggal di sini selama 2 malam. dekat dengan supermarket, martadinata. cocok untuk nongkrong, bip. lain kali kami akan kembali ke sini lagi. kebetulan harganya murah di hari biasa. weekend masih standar. terima kasih santika. stafnya ramah.",positif,positif,positif,positif,positif,positif,netral,hotel tua tapi nyaman untuk ditinggali. terasa homey,kamarnya bersih,stafnya ramah,harganya murah di hari biasa,nyaman dan strategis,terdapat fasilitas sepeda gratis,sarapannya biasa saja dengan pilihan makanan tradisional yang cukup lengkap
50,Agoda,Hotel Santika Bandung,7/5/2025,staf yang kami temui sangat luar biasa termasuk general manager yang mendekati kami di lobi untuk mengobrol tentang waktu kami di bandung. nilai yang sangat bagus dan kami selalu senang menginap di properti santika karena alasan ini.,none,none,positif,positif,none,none,none,,,staf yang kami temui sangat luar biasa termasuk general manager,nilai yang sangat bagus,,,
51,Agoda,Hotel Santika Bandung,6/30/2025,selalu puas menginap disini. tempat tidur yang sangat bagus.,positif,none,none,none,none,none,none,tempat tidur yang sangat bagus,,,,,,
52,Agoda,Hotel Santika Bandung,6/26/2025,"saya nyaman menginap di hotel jnj. meskipun menurut saya kopinya kurang rasa, ketika saya meminta kopi yang lebih kuat, staf segera menyediakannya.",positif,none,positif,none,none,none,negatif,saya nyaman menginap di hotel jnj.,,staf segera menyediakannya,,,,kopinya kurang rasa
53,Agoda,Hotel Santika Bandung,6/18/2025,semua fasilitas dan layanan staf baik,none,none,positif,none,none,positif,none,,,layanan staf baik,,,semua fasilitas,
55,Agoda,Hotel Santika Bandung,6/11/2025,nilai untuk uang. meskipun agak tua tapi terawat dengan baik dan lokasinya bagus,none,none,none,positif,positif,none,none,,,,nilai untuk uang,lokasinya bagus,,
56,Agoda,Hotel Santika Bandung,6/4/2025,"hotel dengan bangunan klasik dan vintage yang berlokasi di pusat kota bandung. untuk lokasi tidak perlu diragukan lagi karena sangat strategis. bangunan hotel sudah cukup berumur dengan interior di dalamnya termasuk kamar yang sudah cukup outdated dan perlu segera ada refurbishment. tapi overall kualitas tempat tidur, bantal dan duvet tetep baik punya. kebersihannya pun juga cukup terjaga dengan baik. air conditioner rasanya kurang dingin karena menggunakan pengaturan air conditioner model lama, untungnya kota bandung by default kalau malam cukup sejuk udaranya. overall baik banget menginap di sini dengan harga yang reasonable pula sudah termasuk sarapan.",negatif,positif,none,positif,positif,none,netral,air conditioner rasanya kurang dingin,kebersihannya pun juga cukup terjaga dengan baik,,harga yang reasonable pula sudah termasuk sarapan,untuk lokasi tidak perlu diragukan lagi karena sangat strategis,,overall baik banget menginap di sini dengan harga yang reasonable pula sudah termasuk sarapan.
57,Agoda,Hotel Santika Bandung,6/1/2025,tinggal di sini selama 1 malam tapi satu hal yang pasti adalah hotel ini bernilai uang dan memiliki makanan enak untuk sarapan!,none,none,none,positif,none,none,positif,,,,hotel ini bernilai uang,,,makanan enak untuk sarapan
59,Agoda,Hotel Santika Bandung,5/14/2025,"letaknya strategis, semua staf ramah, ruangan sangat besar (saya menginap di kamar executive). dan surprise juga pas diinfo saat cek in kalau sudah dapat paket makan malam dan sarapan. makananya lumayan enak.",positif,none,positif,none,positif,none,positif,ruangan sangat besar,,semua staf ramah,,letaknya strategis,,makananya lumayan enak
60,Agoda,Hotel Santika Bandung,5/10/2025,"staf sangat penuh perhatian, tidak pernah membiarkan kami membawa barang bawaan kami ke dan dari kamar kami. mampu memenuhi permintaan kami setiap saat. lokasi bagus dan banyak restoran di dekatnya.",none,none,positif,none,positif,none,none,,,staf sangat penuh perhatian tidak pernah membiarkan kami membawa barang bawaan,,lokasi bagus dan banyak restoran di dekatnya,,
61,Agoda,Hotel Santika Bandung,5/8/2025,"saya baru-baru ini menginap di hotel santika bandung. seperti biasa, santika tetap menjaga reputasinya sebagai hotel yang sudah lama berdiri dengan fasilitas yang terawat dan suasana yang nyaman. menu sarapannya cukup enak dan menawarkan berbagai pilihan yang enak. namun, kali ini saya sedikit kecewa. saya telah memesan kamar dengan satu tempat tidur besar, tetapi malah diberikan dua tempat tidur single yang disatukan, yang mempengaruhi kenyamanan menginap secara keseluruhan.",positif,none,negatif,none,none,positif,positif,yang terawat dan suasana yang nyaman,,diberikan dua tempat tidur single yang disatukan yang mempengaruhi kenyamanan,,,fasilitas yang terawat,menu sarapannya cukup enak dan menawarkan berbagai pilihan yang enak
62,Agoda,Hotel Santika Bandung,5/4/2025,"grup santika adalah salah satu hotel favorit saya untuk menginap di indonesia. lokasi bagus, staf membantu, kamar bersih dan besar, sarapan lengkap dan enak, dan harga terjangkau.",positif,positif,positif,positif,positif,none,positif,kamar bersih dan besar,kamar bersih,staf membantu,harga terjangkau,lokasi bagus,,sarapan lengkap dan enak
63,Agoda,Hotel Santika Bandung,5/2/2025,"saya suka suasana, staf yang ramah, dekat dengan pusat perbelanjaan legenda dan tidur yang nyenyak. satu hal yang mengganggu saya adalah (tidak yakin) burung atau kelelawar berjatuhan di area aula. kelihatannya seperti terjatuh tapi saya tidak yakin, semoga kunjungan berikutnya tanda itu bersih",positif,negatif,positif,none,positif,none,none,tidur yang nyenyak,burung atau kelelawar berjatuhan di area aula,staf yang ramah,,dekat dengan pusat perbelanjaan legenda,,
64,Agoda,Hotel Santika Bandung,4/22/2025,"makanannya enak, stafnya sangat membantu, kamarnya bagus, hanya beberapa furnitur yang perlu diganti",negatif,none,positif,none,none,none,positif,beberapa furnitur yang perlu diganti,,stafnya sangat membantu,,,,makanannya enak
67,Agoda,Hotel Santika Bandung,4/11/2025,"selalu senang menginap di hotel santika bandung, stafnya ramah dan baik dalam pelayanan. kamarnya bersih, fasilitasnya lengkap. lokasi dikelilingi pusat perbelanjaan dan kuliner. sarapannya lengkap, bervariasi, dan juga enak. saya tidak pernah bosan tinggal di sini.",none,positif,positif,none,positif,positif,positif,,kamarnya bersih,stafnya ramah dan baik dalam pelayanan,,lokasi dikelilingi pusat perbelanjaan dan kuliner,fasilitasnya lengkap,sarapannya lengkap bervariasi dan juga enak
68,Agoda,Hotel Santika Bandung,4/7/2025,"lokasi strategis, dekat pusat perbelanjaan. kamar nyaman. staf ramah. makanan enak.",positif,none,positif,none,positif,none,positif,kamar nyaman.,,staf ramah,,lokasi strategis dekat pusat perbelanjaan,,makanan enak
69,Agoda,Hotel Santika Bandung,4/6/2025,"menginap disini 3 malam strategis banget, di sekitar banyak food street tapi karena lebaran banyak yang tutup. kamar bersih dan nyaman, air conditioner dan air panas berfungsi dengan baik, sarapan bervariasi, dan staf sangat ramah dari pintu masuk hingga housekeeping.",positif,positif,positif,none,positif,none,positif,kamar bersih dan nyaman air conditioner dan air panas berfungsi dengan baik,kamar bersih,staf sangat ramah dari pintu masuk hingga housekeeping,,strategis banget di sekitar banyak food street,,sarapan bervariasi
71,Agoda,Hotel Santika Bandung,3/28/2025,tepat di tengah-tengah antara kota dan bandara.,none,none,none,none,positif,none,none,,,,,tepat di tengah-tengah antara kota dan bandara,,
72,Agoda,Hotel Santika Bandung,3/23/2025,makanan enak dekat kompleks perbelanjaan,none,none,none,none,positif,none,positif,,,,,dekat kompleks perbelanjaan,,makanan enak
75,Agoda,Hotel Santika Bandung,1/31/2025,nilai terbaik untuk uang,none,none,none,positif,none,none,none,,,,nilai terbaik untuk uang,,,
76,Agoda,Hotel Santika Bandung,1/29/2025,tidak jauh dari pusat perbelanjaan taman,none,none,none,none,positif,none,none,,,,,tidak jauh dari pusat perbelanjaan taman,,
77,Agoda,Hotel Santika Bandung,1/29/2025,"menginap saat liburan imlek bersama keluarga, tempatnya bagus dan dekat dengan bip jalan riau untuk belanja, fasilitasnya bagus, dan pegawainya sangat ramah. next time saya akan kembali lagi menginap disini.",none,none,positif,none,positif,positif,none,,,pegawainya sangat ramah,,dekat dengan bip jalan riau untuk belanja,fasilitasnya bagus,
78,Agoda,Hotel Santika Bandung,1/28/2025,"kamarnya nyaman, bersih, stafnya sangat membantu, makanannya enak dan pilihan sarapannya banyak, pasti recomended. sedikit masukan mengenai kurangnya menu room service di kamar (entah di kamar saya saja atau di semua kamar). secara keseluruhan, sangat bagus.",positif,positif,positif,none,none,negatif,positif,kamarnya nyaman,kamarnya nyaman bersih,stafnya sangat membantu,,,kurangnya menu room service di kamar,makanannya enak dan pilihan sarapannya banyak
79,Agoda,Hotel Santika Bandung,1/20/2025,"lokasi bagus, staf baik, perlu renovasi lebih lanjut untuk suasana baru, kamar bersih",negatif,positif,positif,none,positif,none,none,perlu renovasi lebih lanjut untuk suasana baru,kamar bersih,staf baik,,lokasi bagus,,
80,Agoda,Hotel Santika Bandung,1/17/2025,"dari awal masuk air conditioner nya tidak dingin, , udh minta teknisi benerin tapi tidak ngefek. kami tidur sampe tidak pake selimut. apalgi siang, , geraah",negatif,none,negatif,none,none,none,none,air conditioner nya tidak dingin,,udh minta teknisi benerin tapi tidak ngefek,,,,
84,Agoda,Hotel Santika Bandung,1/5/2025,"lokasi hotel strategis, dan suka dengan arsitektur lama nya",none,none,none,none,positif,none,none,,,,,lokasi hotel strategis,,
85,Agoda,Hotel Santika Bandung,1/5/2025,"semua staf ramah dan murah senyum, sarapan bervariasi dan lengkap tersedia hingga menit terakhir waktu sarapan. kamarnya bersih, tapi hotelnya semi outdoor jadi ada tokek yang masuk ke kamar, untung saya berhasil mengevakuasinya, mohon lebih diperhatikan lagi untuk kenyamanan pelanggan.",none,netral,positif,none,none,none,positif,,kamarnya bersih tapi hotelnya semi outdoor jadi ada tokek yang masuk ke kamar,semua staf ramah dan murah senyum,,,,sarapan bervariasi dan lengkap tersedia hingga menit terakhir waktu sarapan
86,Agoda,Hotel Santika Bandung,1/2/2025,penginapan dan lokasi yang sempurna,none,none,none,none,positif,none,none,,,,,penginapan dan lokasi yang sempurna,,
87,Agoda,Hotel Santika Bandung,12/30/2024,"terletak di pusat kota, dekat dengan restoran dan cafe serta segala tempat nongkrong",none,none,none,none,positif,none,none,,,,,terletak di pusat kota dekat dengan restoran dan cafe,,
88,Agoda,Hotel Santika Bandung,12/13/2024,staf ramah dan sangat bantu,none,none,positif,none,none,none,none,,,staf ramah dan sangat bantu,,,,
89,Agoda,Hotel Santika Bandung,12/9/2024,"proses check in dan check out cepat. semua staf ramah dan membantu. lokasi bagus, mudah menemukan makanan dalam jarak berjalan kaki. letaknya berseberangan dengan riau junction. sarapan luar biasa dengan banyak variasi.",none,none,positif,none,positif,none,positif,,,proses check in dan check out cepat. semua staf ramah dan membantu,,lokasi bagus mudah menemukan makanan dalam jarak berjalan kaki,,sarapan luar biasa dengan banyak variasi
90,Agoda,Hotel Santika Bandung,11/26/2024,menginap selama 2 malam dan mendapat pengalaman hebat. mudah untuk pergi ke setiap tempat terkenal,none,none,none,none,positif,none,none,,,,,mudah untuk pergi ke setiap tempat terkenal,,
91,Agoda,Hotel Santika Bandung,11/15/2024,menikmati masa menginap kami di sini. sarapannya tersebar dengan baik. staf yang ramah,none,none,positif,none,none,none,positif,,,staf yang ramah,,,,sarapannya tersebar dengan baik
92,Agoda,Hotel Santika Bandung,11/5/2024,"pelayanan ramah dan fast respon jika butuh sesuatu, fasilitas lengkap, sarapan juga baik, hanya kebersihan fasilitas umum dan kamar mandi yang perlu lebih diperhatikan, next insya allah saya akan memilih tempat ini lagi dan mungkin di lokasi lain saya akan memilih santika, harga bersahabat, pelayanan dan fasilitasnya bagus.",netral,negatif,positif,positif,netral,positif,positif,"kebersihan fasilitas umum dan kamar mandi yang perlu lebih diperhatikan, next insya",kebersihan fasilitas umum dan kamar mandi yang perlu lebih diperhatikan,pelayanan ramah dan fast respon jika butuh sesuatu,harga bersahabat,"tempat ini lagi dan mungkin di lokasi lain saya akan memilih santika, harga",fasilitas lengkap,sarapan juga baik
94,Agoda,Hotel Santika Bandung,10/2/2024,sangat bagus dan direkomendasikan.,none,none,none,none,none,none,none,,,,,,,
95,Agoda,Hotel Santika Bandung,9/30/2024,"kamar membutuhkan lebih banyak pembersihan dan beberapa renovasi. variasi menu sarapannya baik, tapi agak hambar. namun letaknya di kawasan yang strategis dan tersedia tempat parkir yang cukup untuk para tamu.",negatif,negatif,none,none,positif,positif,netral,beberapa renovasi,kamar membutuhkan lebih banyak pembersihan,,,letaknya di kawasan yang strategis,tersedia tempat parkir yang cukup untuk para tamu,variasi menu sarapannya baik tapi agak hambar
96,Agoda,Hotel Santika Bandung,9/26/2024,"terima kasih untuk pak cucu selaku fb manager, juga kangen azizah selaku staf, dengan sambutan hangat pelayanan di resto, serta perbaikan menu dan layout resto. pelayanan lainnya sudah cukup baik.",none,none,positif,none,none,none,positif,,,sambutan hangat pelayanan di resto,,,,perbaikan menu dan layout resto
97,Agoda,Hotel Santika Bandung,9/19/2024,"lokasi strategis, mudah untuk berpergian dan mencari makan. semua staf hotel ramah dan membantu semua tamu. kamarnya bersih dan rapi.",none,positif,positif,none,positif,none,none,,kamarnya bersih dan rapi,semua staf hotel ramah dan membantu semua tamu,,lokasi strategis mudah untuk berpergian dan mencari makan,,
98,Agoda,Hotel Santika Bandung,9/18/2024,nilai uang musuh dan lokasi bagus,none,none,none,positif,positif,none,none,,,,nilai uang musuh dan lokasi bagus,lokasi bagus,,
99,Agoda,Hotel Santika Bandung,9/12/2024,"hotel dengan taman kosong bagian dalam yang bagus dan fasilitas lengkap. lokasi yang sangat bagus. stafnya sopan, rendah hati, dan membantu. sarapannya enak dengan banyak pilihan. mungkin kalau kamarnya di-refresh/direnovasi akan sempurna",negatif,none,positif,none,positif,positif,positif,kamarnya di-refresh/direnovasi akan sempurna,,stafnya sopan rendah hati dan membantu,,lokasi yang sangat bagus,fasilitas lengkap,sarapannya enak dengan banyak pilihan
