page,review_index,nama,tanggal,tipe_traveler,rating,teks_ulasan,sumber
19,5,ADALAH,19 September 2025,Trip Keluarga,"5,0",Tempat tidur anak yang nyaman. Lezat dan beragam. Desain inovatif.,Ulasan terverifikasi dari tiket.com
20,1,Rianti Elpi Marlina,19 September 2025,Trip Pasangan,"2,6",Sarapan keluarga yang lezat.,Ulasan terverifikasi dari tiket.com
20,2,DARI,9 September 2025,Trip Keluarga,"5,0","Hotel santika bogor, pertama kali saya menginap disini, awal check in staffnya ramah, pelayanannya bagus, saat menuju kamar, kamarnya homey berasa kamar sendiri, pokoknya puas deh ☺",Ulasan terverifikasi dari tiket.com
20,3,Deni Maulana,5 September 2025,Perjalanan Sendirian,"5,0",Good hotel ternyaman di Bogor,Ulasan terverifikasi dari tiket.com
20,4,MATAHARI,4 September 2025,Trip Keluarga,"5,0",Kebersihan yang sangat baik. Menu lezat dan berkelas. Keamanan terjamin.,Ulasan terverifikasi dari tiket.com
20,5,Martir Rusia,2 September 2025,Trip Keluarga,"5,0",hotel ternyaman di kota bogor dngn akses ke mall,Ulasan terverifikasi dari tiket.com
36,1,Dwika Andriari,28 April 2025,Trip Keluarga,"5,0","Kebersihan sangat baik. Kolam renang cocok untuk bersantai. Kebersihan kamar mandi memuaskan. Harga super murah, fasilitas hebat.",Ulasan terverifikasi dari tiket.com
36,2,Glenyse Obelia Swastiko,27 April 2025,Perjalanan Bisnis,"4,0",Oke banget nyambung mall,Ulasan terverifikasi dari tiket.com
36,3,Yusuf Hendisa Prima,26 April 2025,Trip Keluarga,"4,0","Lokasi Hotel berada di area mall Botani Square, ada akses langsung ke mall, resto kurang besar, jadi ketika sarapan harus antri nunggu dulu cukup lama. Rasa makanan lumayan enak, makanan beragam, kamar bersih, lobby gak terlalu besar, parkiran agak sulit karna di mall, jadi agak ramai. Lainnya cukup lumayan baikLihat lebih sedikit",Ulasan terverifikasi dari tiket.com
36,4,Tusy Feriani,26 April 2025,Perjalanan Sendirian,"4,4",Kaya akan nilai sejarah. Staf yang ramah.,Ulasan terverifikasi dari tiket.com
36,5,Tusy Feriani,26 April 2025,Perjalanan Sendirian,"4,4",Kamar bersih dan nyaman.,Ulasan terverifikasi dari tiket.com
37,1,Tusy Feriani,26 April 2025,Perjalanan Sendirian,"4,4",Kamar luas. Parkir aman.,Ulasan terverifikasi dari tiket.com
37,2,Tusy Feriani,26 April 2025,Perjalanan Sendirian,"4,8",Menu yang lezat. Resepsionis yang terlatih dan kompeten.,Ulasan terverifikasi dari tiket.com
37,3,Elsa Febrianty Wijaya,25 April 2025,Trip Keluarga,"5,0","Paling favoritnya di santika itu nempel sama mall, pelayanan bintang 5, pdhl hotel bintsng 4",Ulasan terverifikasi dari tiket.com
37,4,SM,25 April 2025,Perjalanan Bisnis,"5,0",Layanan pramutamu yang sangat baik.,Ulasan terverifikasi dari tiket.com
37,5,Reza Martinus,22 April 2025,Perjalanan Sendirian,"5,0",Kamar-kamar yang bagus tampak berkilau.,Ulasan terverifikasi dari tiket.com
38,1,RK,21 April 2025,Trip Keluarga,"4,8","Lokasi dan pelayanan bagus, cuma varian sarapannya kurang banyak.",Ulasan terverifikasi dari tiket.com
38,2,SM,20 April 2025,Perjalanan Sendirian,"5,0",Bagusssssssssssssssss,Ulasan terverifikasi dari tiket.com
38,3,Ferial Ramdhan,19 April 2025,Trip Keluarga,"5,0","Dekat dengan wisata dan pintu tol, kamar besar dan fasilitas lengkap",Ulasan terverifikasi dari tiket.com
38,4,Rikrik Rahadian,18 April 2025,Perjalanan Sendirian,"5,0",Sesuai dengan ekspektasi,Ulasan terverifikasi dari tiket.com
38,5,Nita Lim,15 April 2025,Trip bareng Teman,"4,0",Tempat dan sarapannya enak sekali.,Ulasan terverifikasi dari tiket.com
39,1,agatha sylvia wilopo,10 April 2025,Trip Keluarga,"5,0",Kebersihan yang tak tertandingi. Kolam renang anak yang bersih. Suasana pegunungan yang sejuk.,Ulasan terverifikasi dari tiket.com
39,2,agatha sylvia wilopo,10 April 2025,Trip Keluarga,"5,0","Layanan pelanggan yang ramah. Parkir aman. Harga terendah, layanan bintang lima.",Ulasan terverifikasi dari tiket.com
39,3,Muhammad Faddly,8 April 2025,Trip Keluarga,"5,0",Liburan singkat yang menyenangkan di Bogor,Ulasan terverifikasi dari tiket.com
39,4,Nickolas Aswinyanuar,8 April 2025,Trip Keluarga,"4,4","Lokasi strategis, langsung dekat pintu tol Bogor. Namun untuk breakfast cukup padat karena restoran nya tidak terlalu luas. Untuk kolam renang nya tidak jernih air nya, mohon untuk ditingkatkan. Overall baik jika bukan sedang musim liburanLihat lebih sedikit",Ulasan terverifikasi dari tiket.com
39,5,MS,8 April 2025,Trip Keluarga,"5,0","Bersih, nyaman. Staff ramah. Sarapan lumayan banyak pilihan. Cuman kolam renang kecil.",Ulasan terverifikasi dari tiket.com
40,1,Nita Lim,8 April 2025,Trip Keluarga,"5,0",Sarapan paginya enak,Ulasan terverifikasi dari tiket.com
40,2,Arfianti Arfianti,7 April 2025,Perjalanan Sendirian,"4,0",Ruangan terang. Makanan enak.,Ulasan terverifikasi dari tiket.com
40,3,JM,7 April 2025,Trip Keluarga,"5,0",Tersedia layanan antar-jemput ke pusat kota. Resepsionis profesional dan ramah.,Ulasan terverifikasi dari tiket.com
40,4,Yohanis Kristian,7 April 2025,Trip Keluarga,"4,4",Makanan variasi cukup lengkap dan rasanya lumayan. Kamar luas dengan nilai plus kursi panjang.,Ulasan terverifikasi dari tiket.com
40,5,Maya Aolia,6 April 2025,Trip Keluarga,"5,0","Honey moon disini 10th yg lalu, 2025 baru kesini lagi, pelayanan masih tetap sama 🥰",Ulasan terverifikasi dari tiket.com
41,1,RR,3 April 2025,Perjalanan Sendirian,"5,0",Semuanya sesuai harapan.,Ulasan terverifikasi dari tiket.com
41,2,Viona Nadya,2 April 2025,Trip Keluarga,"4,0",Terima kasih atas keramahan Anda.,Ulasan terverifikasi dari tiket.com
41,3,Rizanto Wahyukarno,2 April 2025,Trip Keluarga,"4,8","Bagusss banget apalagi bareng keluarga,apalagi samping nya mall Botani…",Ulasan terverifikasi dari tiket.com
58,1,Dokter,30 Desember 2024,Trip Keluarga,"5,0","Bersih, segar, dan nyaman banget.",Ulasan terverifikasi dari tiket.com
60,3,Dokter,22 Desember 2024,Trip bareng Teman,"5,0",Kebersihan sangat terjaga.,Ulasan terverifikasi dari tiket.com
65,1,Lely Healthy RN,30 November 2024,Trip bareng Teman,"5,0","Harga terjangkau, kualitas tinggi.",Ulasan terverifikasi dari tiket.com
65,2,RR,29 November 2024,Trip Keluarga,"5,0","Hemat uang, fasilitas premium.",Ulasan terverifikasi dari tiket.com
65,3,Sujani Lusman,29 November 2024,Trip Keluarga,"3,0","Kurang tempat bermain untuk anak2, adanya di mall, jd hrs ke mall",Ulasan terverifikasi dari tiket.com
65,4,Lane Lane,28 November 2024,Trip Keluarga,"5,0","Kamar super bersih. Harga bersahabat, kenyamanan maksimal. Fasilitas terbaik. Resepsionis yang cekatan dan kompeten.",Ulasan terverifikasi dari tiket.com
65,5,Irene Adelina Simanjuntak,27 November 2024,Trip Keluarga,"4,0",Lumayan walo hotel lama.......... kelebihan akses ke botaninya aja gampang..,Ulasan terverifikasi dari tiket.com
66,1,RR,26 November 2024,Trip Keluarga,"5,0","Kebetulan saya berencana untuk jogging pagi di sekitar Kebun Raya Bogor, jadi lokasinya akan dekat jika saya menginap di sini.",Ulasan terverifikasi dari tiket.com
66,2,RR,24 November 2024,Trip Keluarga,"5,0",Pemeliharaan taman bagus. Sarapan cocok banget untuk anak-anak. Kuliner berkualitas tinggi. Staf siap membantu. Hemat biaya.,Ulasan terverifikasi dari tiket.com
66,3,Reivania Rosihan,24 November 2024,Trip Keluarga,"5,0","Kamar bersih tidak ada noda. Pemandangannya bagus. Kombinasi makanan hotel sangat cocok. Hemat biaya, lokasi ideal. Kamar dilengkapi dengan meja kerja.",Ulasan terverifikasi dari tiket.com
66,4,Willianthon Chandra,23 November 2024,Trip Keluarga,"4,0",Bersih dan bisa langsung konek ke mall,Ulasan terverifikasi dari tiket.com
66,5,sulthonandalasgmailcom sulthonandalasgmailcom,22 November 2024,Trip Keluarga,"5,0",Terbaik dari segala aspek! Setiap ke bogor pasti nginap disini Suasana sangat bersih menyeluruh. Alat mandi sudah disediakan. Pilihan vegan terbaik. Dekat dengan fasilitas umum. Area parkir terjaga baik.Lihat lebih sedikit,Ulasan terverifikasi dari tiket.com
67,1,DN,22 November 2024,Perjalanan Sendirian,"5,0",Sistem keamanannya canggih. Parkir ramah penyandang disabilitas. Pemandangan tepi kolam yang istimewa.,Ulasan terverifikasi dari tiket.com
67,3,Ida Saputra,21 November 2024,Trip Keluarga,"5,0",Pelayanan terbaik kebersihan terjaga staf nya ramah makanan enak²,Ulasan terverifikasi dari tiket.com
67,4,LM,21 November 2024,Trip Keluarga,"4,0",Staff nya semua baik dan ramah banget.,Ulasan terverifikasi dari tiket.com
67,5,YouTube,20 November 2024,Perjalanan Sendirian,"4,0","Feelnya biasa saja, tapi sarapannya enak",Ulasan terverifikasi dari tiket.com
68,1,RS,15 November 2024,Trip Pasangan,"5,0","Tempat menginap yang sangat direkomendasikan di Bogor, kamar dan lainnya masih baik dan terrawat dengan baik, sarapan enak",Ulasan terverifikasi dari tiket.com
68,2,Muhammad Farid Naparin,13 November 2024,Trip Pasangan,"5,0",Kamar mandi bersih. Kebersihan kamar tidak ada lawan. Breakfast mantap,Ulasan terverifikasi dari tiket.com
68,3,Tanda,12 November 2024,,"5,0",Staf hotel sangat ramah. Sarapan prasmanannya enak dan kamarnya cukup memadai. Lokasinya yang dekat dengan mal menyediakan berbagai pilihan tempat makan.,Ulasan terverifikasi dari Expedia
68,4,Irfan Duane,12 November 2024,Trip Keluarga,"5,0",Salah satu hotel terbaik di Bogor,Ulasan terverifikasi dari tiket.com
68,5,Diana Ratna,11 November 2024,Perjalanan Bisnis,"5,0",Area yang bersih dan hijau,Ulasan terverifikasi dari tiket.com
69,1,JM,11 November 2024,Trip Keluarga,"4,0","Book 2 kamar, namun 1 kamar bau rokok dan oleh house keeping di tawarin treatment room okelah jadi agak berkurang bau rokoknya walau gk hilang bgt.. pdahal diawal book yg non smoking room 😔",Ulasan terverifikasi dari tiket.com
69,2,Rudy Affandi,11 November 2024,Trip Keluarga,"5,0","Hotel bagus, enak nempel mall",Ulasan terverifikasi dari tiket.com
69,3,Citra Alam Prayogi,8 November 2024,Trip Keluarga,"5,0",Suasana sangat bersih menyeluruh. Sangat nyaman dan serasa liburan di luar kota. Kamar bersih luas juga untuk type superior ada sofamya Makanan enak lengkap. Next mau kesini lagi,Ulasan terverifikasi dari tiket.com
69,4,SS,7 November 2024,Trip Keluarga,"4,6","Kamarnya bersih tapi handuk dikasih satu aja dan amenities kurang lengkap, menu sarapan variatif dan enak hanya penne pastanya terlalu manis buat saya plus ruangan AC yang ditengah ada mau menusuk hidung seperti aroma bawang mentah yg awal saya kira bau ketiak lol.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
69,5,Herdi prakosa,7 November 2024,Perjalanan Sendirian,"5,0",Sempurna Tersedia area bermain anak-anak. Tempat parkir terawat baik. Nggak pelit diskon. Kamar mandi bersih dan terawat. Kamar mandi bersih dan terawat. Resepsionis yang kompeten.,Ulasan terverifikasi dari tiket.com
70,1,eryanto effendi,6 November 2024,Trip Pasangan,"3,4","Kamar bersih, luas dan bagus. Fasilitas perlu diperbaiki seperti: Lift kecil dan sudah usang, jumlahnya juga cuma 2 untuk 10 lantai sangat kurang, operasional Spa tidak sesuai dengan yang tertulis (jam 10 pagi lebih masih tutup dan karyawannya belum ada), parking area bersama2 dengan mall menyebabkan di jam2 tertentu sangat crowded (weekend disaat mall ramai pengunjung)Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
70,2,Mohamad Ravena Utama,6 November 2024,Perjalanan Sendirian,"5,0",Lingkungan sangat bersih.,Ulasan terverifikasi dari tiket.com
70,3,Pertama Pertama,5 November 2024,Trip Pasangan,"5,0","Good job Bersih, segar, dan nyaman banget.",Ulasan terverifikasi dari tiket.com
70,4,rio yudhistira,5 November 2024,Trip Keluarga,"5,0","Alhamdulillah semoga pemilik dan karyawan hotel santika ini beserta keluarga besarnya senantiasa diberikan kesehatan, kemudahan, kelancaran dan keberkahan. Dijauhkan dari segala macam penyakit dan keburukan apapun. Diberikan rezeki yang berlimpah dan berkah. Aamiin. Bersih, segar, dan nyaman banget. Dekat dengan pusat perbelanjaan yang ramai. Parkir terawat.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
70,5,BS,5 November 2024,Trip Pasangan,"5,0","Kamar bersih, rapi. Pelayanan dari recepsionis dan ob cukup ramah. Sangat rekomendasi utk penginapan saat liburan. Lain waktu ingin liburan dengan menginap di hotel santika di lain daerah. Sangat bersih.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
71,1,MF,4 November 2024,Perjalanan Bisnis,"5,0",Diskon besar-besaran.,Ulasan terverifikasi dari tiket.com
71,2,SMA,3 November 2024,Trip Keluarga,"5,0",Suasana santai. Dekat dengan pusat perbelanjaan.,Ulasan terverifikasi dari tiket.com
76,4,Wawan Ardi Subakdo,25 September 2024,Perjalanan Sendirian,"5,0","Dapat kamar suite, ada layanan evenjng snack di depan lift dg konsep buffet. mantap semua",Ulasan terverifikasi dari tiket.com
76,5,CP,23 September 2024,Perjalanan Sendirian,"3,2",Lokasinya bagus. Tapi kamarnya seperti kamar lama.,Ulasan terverifikasi dari tiket.com
77,1,JP,22 September 2024,Perjalanan Bisnis,"5,0","Hotelnya nyaman, timnya ramah, thx Tingkatkan pelayanannya",Ulasan terverifikasi dari tiket.com
77,2,JP,22 September 2024,Perjalanan Bisnis,"5,0","Hotelnya nyaman, timnya ramah, thx Tingkatkan pelayanannya",Ulasan terverifikasi dari tiket.com
77,3,froria froria,18 September 2024,Trip Keluarga,"4,8","Lokasi sama dengan mal botani square bogor, jadi bisa connecting masuk ke mal lgs byk hiburan, belanja, cari makan, praktis, anak jadi senang.",Ulasan terverifikasi dari tiket.com
77,4,Cuiling Cuiling,14 September 2024,Trip Keluarga,"5,0","Kamarnya nyaman sekali, bersih sekali, sesuai ekspetasi, kasur dan bantal empuk, letak strategis . Saran saya di kamar di ksh hair dryer",Ulasan terverifikasi dari tiket.com
77,5,Laila Fathoraniyyah,14 September 2024,Trip Pasangan,"5,0",ma Koneksi internet cepat dan gratis. Detail diperhatikan. Pelayan yang baik dan ramah anak.,Ulasan terverifikasi dari tiket.com
78,1,Anggitya Arif,10 September 2024,Trip Keluarga,"5,0",Kamar yang bersih dan rapi.,Ulasan terverifikasi dari tiket.com
78,2,Arlene Aurelia Kaitlyn,9 September 2024,Perjalanan Sendirian,"5,0",Bagus rekomended kalo ke bogor nnti kesini kagi✨,Ulasan terverifikasi dari tiket.com
78,3,Arlene Aurelia Kaitlyn,9 September 2024,Perjalanan Sendirian,"5,0",Bagus recomended ksini lagi kalo ke bogor😊✨,Ulasan terverifikasi dari tiket.com
78,4,Wahyu Riandi,8 September 2024,Trip Pasangan,"5,0",Kamar mandi mewah. Sarapan cocok banget untuk anak-anak.,Ulasan terverifikasi dari tiket.com
78,5,Dept Pergudangan Wilayah Satu,4 September 2024,Perjalanan Bisnis,"5,0",Makanan super enak. Menyediakan colokan listrik yang cukup. Berada di jantung kota.,Ulasan terverifikasi dari tiket.com
79,1,Dept Pergudangan Wilayah Satu,4 September 2024,Perjalanan Bisnis,"5,0",Suasana ceria. Lingkungan yang tenang. Resepsionis penuh perhatian pada tamu.,Ulasan terverifikasi dari tiket.com
79,2,AKU,3 September 2024,Trip Keluarga,"5,0","Kamar bersih luas, air panas berfungsi sangat baik, ada kolam renang anak, breakfast jg menu byk & enak semua. Alhamdulillah puas. Klo bisa ada playground utk anak jg",Ulasan terverifikasi dari tiket.com
79,3,DIA,3 September 2024,Trip Keluarga,"4,0","Kamarnya luasss... bersih... satu area dgn mall lokasi nya strategis banget. Fasilitas juga okee,.kolam renang, netflix, utube, wifi, spa, small gym... sarapan juga bervariasi. Parkir gratisss tiss tisss Kebersihan tempat parkir sangat baik.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
79,4,RD,2 September 2024,Trip Keluarga,"2,4","Receptionis yang melayani saya pada waktu check in tidak ada senyumnya, seperti kayak tidak ada tamu di depanya, mungkin karena saya kelihatannya penampilan kayak orang desa kali ya, haha Menunggy Llft nya yang sangat lama dan juga kapasitas lift yang sangat terbatas, baru 4 orang masuk sudah oveload, sehingga untuk turun maupun naik membutuhkan waktu +/- 20 menit.. Breakfast yang sangat biasa sekali padahal hotel **** mungkin bisa di upgrade dengan menambahkan banyak variannya Untuk yang lainnya sudah ok..terima kasihLihat lebih sedikit",Ulasan terverifikasi dari tiket.com
87,3,MM,21 Juli 2024,Trip Keluarga,"5,0",Suasananya secara keseluruhan sangat bersih.,Ulasan terverifikasi dari tiket.com
103,1,Dimas Hadiansyah Hamka,30 April 2024,Perjalanan Bisnis,"5,0","Jadi satu dengan mall dan masjid dekat, mantap",Ulasan terverifikasi dari tiket.com
103,2,Deddy Koswara Permana,29 April 2024,Trip Pasangan,"5,0",bagus bersih makanan banyak dan enak,Ulasan terverifikasi dari tiket.com
103,3,GH,25 April 2024,Trip Keluarga,"5,0",Akomodasi sangat bersih.,Ulasan terverifikasi dari tiket.com
103,4,Nini Sri Wahyuni,25 April 2024,Perjalanan Sendirian,"5,0",Kamar terjaga dengan baik. Keamanan terjamin. Parkir bebas hambatan.,Ulasan terverifikasi dari tiket.com
103,5,TM,24 April 2024,Trip Keluarga,"5,0","Semua staff ramah & sopan, fast respon, kamar bersih, lokasi strategis satu lokasi dengan Mall Botani jadi gampang kalo mau maen cari makanan or buat Shopping,, menu breakfast nya cukup banyak, hanya soal rasa masih harus dikoreksi lagi... Kecuali sambel Krecek.. Semua menu fail.. Maaf,, semoga bs membantu untuk lebih baik,, OVER ALL GOOD,, lain kali ke Bogor, nginep lagi di Santika Bogor,, Tq..Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
104,1,MM,24 April 2024,Trip Keluarga,"4,0",Lingkungan yang segar. Pencahayaan yang sangat baik.,Ulasan terverifikasi dari tiket.com
104,2,DF,24 April 2024,Perjalanan Sendirian,"4,0",Keseluruhan rapi. Resepsionis penuh perhatian pada tamu.,Ulasan terverifikasi dari tiket.com
104,3,Edwin Fadilah,21 April 2024,Trip Pasangan,"5,0",Pelayanan baik. Nyaman sekali. Mantapppp,Ulasan terverifikasi dari tiket.com
104,4,sukma sukma,20 April 2024,Trip Pasangan,"5,0",Rasa makanannya nggak terlupakan.,Ulasan terverifikasi dari tiket.com
104,5,Erik Erika,20 April 2024,Perjalanan Bisnis,"5,0",Ada akses ke pusat perbelanjaan. Lokasi strategis di pusat kota. Ruangan bersih dan nyaman banget.,Ulasan terverifikasi dari tiket.com
105,1,Hanifuddin Muhammad Kamal,18 April 2024,Trip Keluarga,"5,0",Rasa makanannya tak terlupakan.,Ulasan terverifikasi dari tiket.com
105,2,Minggu,16 April 2024,Trip Keluarga,"5,0","Akses langsung ke mall, free parking, pelayanan ramah, kamar dan toilet bersih",Ulasan terverifikasi dari tiket.com
105,3,SK,14 April 2024,Perjalanan Sendirian,"5,0","Deket mol, masjid kampus dan makananannya ok",Ulasan terverifikasi dari tiket.com
105,4,KB,14 April 2024,Trip Pasangan,"4,0",Bintang yg bicara.. pasti nginep lagi di sini,Ulasan terverifikasi dari tiket.com
105,5,Dicky Adrian Hartanto,14 April 2024,Trip Keluarga,"5,0",Hotel bagus dekat taman botani,Ulasan terverifikasi dari tiket.com
106,1,CARLOS IMMANUELN,14 April 2024,Trip Keluarga,"1,0","Parkir susah , jelek lift lama sekali , kamar tidak seperti group santika",Ulasan terverifikasi dari tiket.com
106,2,seliana putri,14 April 2024,Trip Keluarga,"5,0",Tarif bersaing. Terjaga dengan baik.,Ulasan terverifikasi dari tiket.com
106,3,GR,13 April 2024,Trip Keluarga,"4,0",Oke kalau mau cari makanan juga gampang tinggal turun ke mall,Ulasan terverifikasi dari tiket.com
106,4,putri putri,13 April 2024,Trip Pasangan,"5,0",Ada fasilitas olahraga keluarga.,Ulasan terverifikasi dari tiket.com
106,5,Djumali Zulkarnain,13 April 2024,Trip Keluarga,"5,0","Sangat puas menginap di sini. Dapat connecting room, Jadi lebih nyaman.",Ulasan terverifikasi dari tiket.com
107,2,MC,12 April 2024,Trip Keluarga,"5,0",Bagus nyaman bersih danfasilitasnya lengkap service nya cepat,Ulasan terverifikasi dari tiket.com
107,3,Yuliana Yuliana,12 April 2024,Trip Keluarga,"4,0",Petugas resepsionis ramah. Dekat dengan fasilitas umum.,Ulasan terverifikasi dari tiket.com
107,4,Andi Hanggini Pradani,12 April 2024,Trip Pasangan,"5,0","Excellence service :) staff nya helpful bgt, menu Sahurnya enak, top pokoknya",Ulasan terverifikasi dari tiket.com
107,5,Lily Sianita,11 April 2024,Trip Keluarga,"5,0",Oke Sarapan keluarga yang lezat. Parkir terawat rapi.,Ulasan terverifikasi dari tiket.com
108,1,Prosperio Juniard,11 April 2024,Trip Keluarga,"5,0","Pelaynan sangat baik,lokaai strategis hotel bersih",Ulasan terverifikasi dari tiket.com
108,2,YC,10 April 2024,Trip Keluarga,"5,0",Tampilan kolam yang mengundang. Kamar mandi terasa seperti lagi di spa. Penjaga parkir baik.,Ulasan terverifikasi dari tiket.com
108,3,FS,9 April 2024,Trip Keluarga,"3,0","Dekat Dengan Kebun Raya Bogor , Pusat Kuliner Dan Item Menu Sarapan Nya Variasi Kamar Nya Nyaman Dan Luas Layanan yang cekatan.",Ulasan terverifikasi dari tiket.com
108,4,Adi Surya Herysusanto,8 April 2024,Trip Keluarga,"5,0","Nginep di hotel ini seru banget.. sebelahan sama mall jadi ga usah kawatir sama makanan Dan entertainment nya, staf nya ramah Dan fasilitas hotelnya lengkap",Ulasan terverifikasi dari tiket.com
108,5,RT,7 April 2024,Trip Keluarga,"4,0",Dari zzzzzzzzzzzzzzzzzzzzzzz,Ulasan terverifikasi dari tiket.com
109,1,Achmad Firdaus,7 April 2024,Perjalanan Sendirian,"5,0","Ok, ada kualitas ada harga, sepadan",Ulasan terverifikasi dari tiket.com
109,2,RR,7 April 2024,Trip Pasangan,"5,0","Kamar bersih dan nyaman, staff ramah sekali, lokasi strategis",Ulasan terverifikasi dari tiket.com
109,3,Astrida Hapsari singgih,5 April 2024,Trip Keluarga,"5,0",Hidangan menggugah selera. Menyegarkan dan nyaman.,Ulasan terverifikasi dari tiket.com
109,4,Hendry Warsono,2 April 2024,Trip bareng Teman,"5,0","Nice hotel, lokasinya strategis, kamarnya luas dan bagus, punya fasilitas ok",Ulasan terverifikasi dari tiket.com
109,5,MW,1 April 2024,Trip Keluarga,"5,0",Makanan enak sekali. Makanan enak sekali. Mewah dan nyaman banget. Staf yang penuh keramahan dan sigap.,Ulasan terverifikasi dari tiket.com
132,4,Nova Agnes Purnama,27 November 2023,,"5,0","Overall bagus kualitas pelayanann sama kebersihan nya, cuman waktu breakfast ada mix veggies nya udh asem tapi Tetep di sajikan sama pisang rebus nya juga. Sebaiknya Kalau udh ngga fresh Jangan disajikan gituu.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
133,2,Rosalina Saleh,21 November 2023,,"5,0",Bagus!,Ulasan terverifikasi dari tiket.com
134,4,Putra Bagus Priyanto,16 November 2023,Trip Keluarga,"5,0",Mantappp,Ulasan terverifikasi dari tiket.com
135,3,WU,14 November 2023,Trip Pasangan,"5,0",Terima kasih 👍👍,Ulasan terverifikasi dari tiket.com
135,5,Sherly Febriani,11 November 2023,,"5,0",Baguss,Ulasan terverifikasi dari tiket.com
136,2,Sherly Febriani,11 November 2023,,"5,0",Bagusss,Ulasan terverifikasi dari tiket.com
136,4,Sherly Febriani,11 November 2023,,"5,0",Satu gedung dengan botani mall,Ulasan terverifikasi dari tiket.com
136,5,Sherly Febriani,11 November 2023,,"5,0",Strategis,Ulasan terverifikasi dari tiket.com
137,1,Sherly Febriani,11 November 2023,,"5,0",Hotel yg strategis.. Satu lokasi dengan botani Mall depan nya kebun raya bogor,Ulasan terverifikasi dari tiket.com
137,5,Jeffry Mercy,7 November 2023,Perjalanan Sendirian,"5,0",Makanannya lumayan enak. Lokasi strategis,Ulasan terverifikasi dari tiket.com
