page,review_index,nama,tanggal,tipe_traveler,rating,teks_ulasan,sumber
6,1,DS,4 April 2026,Trip Keluarga,"5,0",Mantabbb luar biasa,Ulasan terverifikasi dari tiket.com
6,2,Khodol Cool,1 April 2026,Trip Keluarga,"5,0",Matappp enakkk hotelnya,Ulasan terverifikasi dari tiket.com
6,3,Nadia Rahmawaty,1 April 2026,Trip Keluarga,"5,0",Puas dengan pelayanannya,Ulasan terverifikasi dari tiket.com
15,2,KN,28 November 2025,Trip Keluarga,"5,0",Hotel Bersih pelayanan sangat baik,Ulasan terverifikasi dari tiket.com
15,3,Intan Apriandiny,21 November 2025,Trip Pasangan,"5,0",Hemat biaya. Suasana kolam renang tropis.,Ulasan terverifikasi dari tiket.com
15,4,O.A.,20 November 2025,Perjalanan Bisnis,"4,0",Tersedia pilihan makanan ringan. Parkir luas. Pelayanan prima. Staf yang ramah dan penuh perhatian.,Ulasan terverifikasi dari tiket.com
15,5,Berani Ambil Risiko,19 November 2025,Trip Keluarga,"5,0",Kamar-kamar dibersihkan dengan sangat teliti. Program musik untuk keluarga.,Ulasan terverifikasi dari tiket.com
16,1,GR,5 November 2025,Trip Keluarga,"5,0","Hotel Santika Tasikmalaya menawarkan kenyamanan khas Santika dengan pelayanan ramah dan lokasi yang strategis di pusat kota. Kamar bersih, fasilitas lengkap, dan sarapan prasmanan yang variatif dengan cita rasa lokal menjadi nilai plus. Cocok untuk perjalanan bisnis maupun liburan keluarga.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
18,2,kamu merobek,29 September 2025,Perjalanan Bisnis,"4,0","secara keseluruhan baik, bersih dan karyawan ramah",Ulasan terverifikasi dari tiket.com
18,3,Elsa Dhea Oktaviani,28 September 2025,Trip Keluarga,"5,0","Oke, itu sangat nyaman.",Ulasan terverifikasi dari tiket.com
18,4,PB,22 September 2025,Perjalanan Sendirian,"5,0","bersih, kamar luas, sarapan enak",Ulasan terverifikasi dari tiket.com
18,5,Mohammad Faqih,19 September 2025,Perjalanan Bisnis,"5,0",Kebersihan yang tak tertandingi. Berbagai pilihan bantal.,Ulasan terverifikasi dari tiket.com
19,1,MM,18 September 2025,Perjalanan Bisnis,"5,0",Menyenangkan dan efisien. Staf terlatih dengan baik.,Ulasan terverifikasi dari tiket.com
19,2,Rustanty Sibarani,16 September 2025,Trip Keluarga,"5,0","Sangat puas dan sangat recomended, pelayanan ramah sekali, parking free every night, di tengah kota,,kalo ke tasik akan nginap disni,, aku sengaja milih kamar yang smooking room, exhaust bekerja dengan baik..Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
19,3,Triono Eko Putro,10 September 2025,Perjalanan Bisnis,"3,0",lokasi strategis dekat keramaian,Ulasan terverifikasi dari tiket.com
19,4,RS,8 September 2025,Trip Keluarga,"4,0",Suasana santai dan damai.,Ulasan terverifikasi dari tiket.com
19,5,Heriyanto Jhonny Mewengkang,7 September 2025,Perjalanan Bisnis,"5,0",Lokasi strategis. Kehidupan malam yang meriah.,Ulasan terverifikasi dari tiket.com
20,1,Toni Supriadi,6 September 2025,Perjalanan Bisnis,"5,0",Tersedia ruang keluarga dengan pintu penghubung.,Ulasan terverifikasi dari tiket.com
29,4,Sandi Priyani,24 April 2025,Perjalanan Sendirian,"5,0","Sangat bersih, segar, dan nyaman.",Ulasan terverifikasi dari tiket.com
29,5,Deny Sidarta Hendrawan,19 April 2025,Perjalanan Bisnis,"3,0","Pelayanan yang baik, kamar yang bagus.",Ulasan terverifikasi dari tiket.com
30,1,HH,14 April 2025,Perjalanan Bisnis,"4,0",Secara keseluruhan oke. Terus tingkatkan kebersihannya.,Ulasan terverifikasi dari tiket.com
30,2,ITU,9 April 2025,Trip Keluarga,"5,0",Kamar-kamar luas dan lapang. Suasana kolam renang yang menyegarkan.,Ulasan terverifikasi dari tiket.com
30,3,ITU,9 April 2025,Trip Keluarga,"5,0","Bersih dan segar. Tempat parkir luas dan nyaman. Akomodasi hemat, namun memberikan sensasi mewah. Kopi dan teh tersedia.",Ulasan terverifikasi dari tiket.com
38,3,RS,27 November 2024,Perjalanan Bisnis,"5,0","Kesannya menyenangkan, makanannya enak kamar bersih dan nyaman.",Ulasan terverifikasi dari tiket.com
38,4,Kristanto Suhandinata,27 November 2024,Perjalanan Bisnis,"5,0",Layanan concierge memuaskan.,Ulasan terverifikasi dari tiket.com
38,5,KS,27 November 2024,Perjalanan Bisnis,"5,0",Harga bersaing. Kamar yang nyaman.,Ulasan terverifikasi dari tiket.com
39,1,KS,27 November 2024,Perjalanan Bisnis,"5,0",Penawaran harga sangat bagus. Kebersihan dijaga dengan baik.,Ulasan terverifikasi dari tiket.com
39,2,Agnes Bisa Panggalo,23 November 2024,Perjalanan Bisnis,"4,0",bersih dan dekat ke mana2,Ulasan terverifikasi dari tiket.com
39,3,"Cantik, cantik",23 November 2024,Trip Pasangan,"3,8","Hotel yg sangat strategis. Hotel yg termasuk agak tua, closet dan kamar mandi sudah menguning. Sarapan lumayan enak Staf nya ramah2 dan sangat helpfull.",Ulasan terverifikasi dari tiket.com
39,4,MATAHARI,18 November 2024,Perjalanan Bisnis,"4,0",Ruangan bersih dan segar. Parkir terorganisir dengan baik. Fasilitas modern.,Ulasan terverifikasi dari tiket.com
39,5,Ketty Flaherty Skg,17 November 2024,Trip Keluarga,"5,0",Terjaga dengan baik. Hidangan tradisional yang nikmat. Desain unik. Lokasi strategis di pusat kota.,Ulasan terverifikasi dari tiket.com
40,1,CD,17 November 2024,Perjalanan Bisnis,"5,0","Ga keliatan hotel bintang 3, service baik, fasilitas baik, kamarnya luas dan bagus. Cocok utk biz trip",Ulasan terverifikasi dari tiket.com
40,2,Rahmi Irwan,9 November 2024,Trip Keluarga,"3,0",Hotel terbaik di tasikmalaya menurut saya,Ulasan terverifikasi dari tiket.com
40,3,Rahmi Irwan,9 November 2024,Keperluan Medis,"3,0","Hotel penuh kenangan di tahun 2016, dan di tahun 2024 ini 2x nginep",Ulasan terverifikasi dari tiket.com
40,4,Sriyono Sriyono,8 November 2024,Perjalanan Sendirian,"4,0","Makanan oke, kamar oke tp msh perlu perbaikan mau dan kamar",Ulasan terverifikasi dari tiket.com
40,5,KS,8 November 2024,Trip Keluarga,"5,0",Kamar bersih dan bagus banget. Pelayanan tamu yang ramah. Kamar dilengkapi dengan fasilitas yang berkualitas. Layanan sopan dan santun. Staf sangat ramah.,Ulasan terverifikasi dari tiket.com
43,2,Agus Rianto,24 September 2024,Perjalanan Bisnis,"5,0",Tempat parkir memadai.,Ulasan terverifikasi dari tiket.com
43,3,Mohammad Faqih,21 September 2024,Perjalanan Bisnis,"5,0",Kamar segar banget. Pelayanan kamar 24 jam. Kamar segar banget.,Ulasan terverifikasi dari tiket.com
43,4,Anisa Nurina,18 September 2024,Trip Keluarga,"5,0","Chek in mudah dibantu sama mas ilham,, setiap kesini slalu dapet pelayanan menyenangkan,, kamar nyaman,, udah smart tv,,depan hotel banyak jajanan enak,, sarapan juga ber variasi",Ulasan terverifikasi dari tiket.com
43,5,Azis Sandi,11 September 2024,Perjalanan Sendirian,"4,0",Ok enak nyaman...namun suka ga pernah kebagian penuh terus...tambahin lagi kamarnya ygvstandar diperbanyak,Ulasan terverifikasi dari tiket.com
44,1,SS,4 September 2024,Trip Keluarga,"4,8",Terletak di area eksklusif. Pusat kota dwngan pelayanan yang ramah dan baik. Cocok untuk liburan bareng keluarga dan perjalan bisnis,Ulasan terverifikasi dari tiket.com
54,1,pada,27 April 2024,Perjalanan Sendirian,"5,0",Kamar terjaga dengan baik.,Ulasan terverifikasi dari tiket.com
54,2,pada,27 April 2024,Trip Pasangan,"5,0",Fasilitas bisnis terbaik.,Ulasan terverifikasi dari tiket.com
54,3,Eni puji Astuti,23 April 2024,Trip Keluarga,"4,0","Lokasi mudah ditemukan, kolam renang lumayan besar, menu sarapan lumayan banyak,, paling suka menu bubur sumsumnya",Ulasan terverifikasi dari tiket.com
54,4,KS,23 April 2024,Perjalanan Bisnis,"5,0",Fasilitas berkelas. Menu bervariasi dan lezat.,Ulasan terverifikasi dari tiket.com
54,5,INI,23 April 2024,Trip Keluarga,"5,0",Hotel yg sangat nyaman untuk keluarga.,Ulasan terverifikasi dari tiket.com
55,1,RS,22 April 2024,Perjalanan Sendirian,"4,0",Hidangan yang disajikan enak.,Ulasan terverifikasi dari tiket.com
55,2,DF,20 April 2024,Trip Keluarga,"5,0",Suasana bersih dan terjaga. Ada fasilitas olahraga keluarga. Kolam terjaga dengan baik. Hotel murah tapi nggak murahan. Kamar luas dan nyaman banget.,Ulasan terverifikasi dari tiket.com
55,3,Tiara Suripto,20 April 2024,Trip Keluarga,"5,0","Kamar bersih, sarapan enak, staff hotel ramah",Ulasan terverifikasi dari tiket.com
55,4,Rudi Maulana,20 April 2024,Trip Keluarga,"4,4",Lokasi strategis. Kamar luas dan bersih... Sarapan menu fariative dan enak... Petugas semua ramah... sangat menyenangkan.,Ulasan terverifikasi dari tiket.com
55,5,Diene Nursakinah,20 April 2024,Trip Pasangan,"5,0","Sangat bagus, cocok untuk pasangan dan keluarga juga.",Ulasan terverifikasi dari tiket.com
56,1,PR,19 April 2024,Trip bareng Teman,"5,0",Parkir dengan pelayanan prima. Suasana sejuk pegunungan. Suasana rumah yang nyaman.,Ulasan terverifikasi dari tiket.com
56,2,Aldi Rivaldi Sukmana,18 April 2024,Trip Pasangan,"4,0","Tempat strategis, pusat kota, makanan variatif",Ulasan terverifikasi dari tiket.com
56,3,Adi Zufron Pringadi,16 April 2024,Trip Keluarga,"4,0",Semuanya OK. Breakfast mungkin bisa di upgrade 🙏🏻,Ulasan terverifikasi dari tiket.com
56,4,ASARI ASARI,15 April 2024,Perjalanan Bisnis,"4,0",Pelayanan luar biasa. Kebersihan top markotop,Ulasan terverifikasi dari tiket.com
56,5,KS,9 April 2024,Trip bareng Teman,"5,0",Pelayanan ramah dan profesional.,Ulasan terverifikasi dari tiket.com
57,1,Deris Febriansyah,5 April 2024,Perjalanan Sendirian,"4,0",Hidangan tradisional yang lezat. Suasana santai. Tempat parkir strategis.,Ulasan terverifikasi dari tiket.com
65,2,Ahmad MUTI,29 November 2023,,"5,0",Hotel ok banget,Ulasan terverifikasi dari tiket.com
65,3,Ahmad MUTI,29 November 2023,,"5,0","Hotel nyaman, bersih, petugas ramah dan menyenangkan, harga ok",Ulasan terverifikasi dari tiket.com
65,4,Ahmad MUTI,29 November 2023,,"5,0",Hotel mantap harga terjangkau,Ulasan terverifikasi dari tiket.com
66,3,Handojo Djajadi,20 November 2023,,"3,0",Maintanance kamar mandi kurang.. perawatann kamar perlu ditingkatkan,Ulasan terverifikasi dari tiket.com
66,5,Lolita Aldilla sebagai Ocktaviana,13 November 2023,,"4,0",Klo ke tasik selalu nginep di santika ga prnh Berubah pelayanan nyaa mantapp dan kopi mantap suksee selalu santika tasikmalaya 👌👍,Ulasan terverifikasi dari tiket.com
67,2,Wawan Budiawan Wawan Budiawan,12 November 2023,,"5,0","Kamar luas nyaman dan bersih, pelayanan ramah, breakfast mantap...rekomendasi jika menginap di Tasik",Ulasan terverifikasi dari tiket.com
67,3,IWAN ANTO,9 November 2023,Perjalanan Bisnis,"5,0",Room and service sesuai kebutuhan dan kepentingan,Ulasan terverifikasi dari tiket.com
86,4,Chintamy Dwi Noviana,29 April 2023,Trip Keluarga,"4,4","terima kasih pelayanannya ya santika tasik. walaupun lagi peak banget di hari lebaran tapi dari check in, room service, laundry, pesen makan semua OK banget. puas sama pelayanan dan terlebih kamarnya nyaman dan bersih, jadi makin berkesan. surely will be back!Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
86,5,NM,29 April 2023,Trip Keluarga,"5,0",Makanannya enak. Stafnya ramah.,Ulasan terverifikasi dari tiket.com
87,1,Dudi Wiradipraja,28 April 2023,,"5,0","Yang terbaiklah.. kamarnya luas, makanannya agak monoton tapi rasanya tetap enak djiwa.. parkir tidak masalah.. saran terbaik adalah 1. kalau memungkinkan, berikan kartu kamar 2, bukan cuma 1.. karena itu untuk fasilitas tambahan... Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
87,2,Bagas Rizky Sofyan,28 April 2023,Trip Keluarga,"4,8","Menginap di kamar 207 suasananya horror ada 2x pesanan nasi tutug oncom 5 porsi jam 6 sore (padahal keluarga saya hanya 4 orang) dan buah-buahan jam 9 malam padahal kami tidak pesan, katanya perempuan yang telfon dan pesan.. Ada suara kelereng dan koper mondar mandir sampai gak bisa tidur. Tapi overall untuk fasilitas kamar, pelayanan dan kolam renang oke.Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
89,2,Nur Kholiq,7 April 2023,,"5,0",Tempat yang sangat strategis.,Ulasan terverifikasi dari tiket.com
104,3,FH,30 November 2022,Trip Keluarga,"5,0","Ok banget...krn sudah cape menempuh perjalanan yg jauh di kasih wedang wuluh langsung seger,tempatnya strategis dekat makanan yg undes2",Ulasan terverifikasi dari tiket.com
106,1,Secara resmi bernama Gultom,8 November 2022,,"3,0",Makanannya enak,Ulasan terverifikasi dari tiket.com
109,2,Ady Ilham Santoso,29 September 2022,,"4,8","Lokasi strategis, tempat nyaman, staff ramah... Proses check in cepat..",Ulasan terverifikasi dari tiket.com
109,5,AH,25 September 2022,Trip Keluarga,"5,0",Pengalaman menginap yang sangat menakjubkan.,Ulasan terverifikasi dari tiket.com
110,1,AH,25 September 2022,Trip Keluarga,"5,0",Salah satu hotel terbaik di Tasikmalaya. Pengalaman menginap yang menggagumkan,Ulasan terverifikasi dari tiket.com
110,5,Industri Makanan Pt Alpen,24 September 2022,,"5,0",Terlalu banyak,Ulasan terverifikasi dari tiket.com
112,2,Irawati Irma,19 September 2022,,"5,0",Ke kota manapun saya melakukan perjalanan. Santika selalu menjadi pilihan untuk menginap. Kamar nyaman dan makanan enak,Ulasan terverifikasi dari tiket.com
124,1,Lim Hendri Purniawan,30 April 2022,Perjalanan Bisnis,"3,4",Hotel bagus dengan pelayanan yang baik.,Ulasan terverifikasi dari tiket.com
124,4,Ronald Susanto,19 April 2022,,"3,0","Kamar banyak semut, entah dari mana dan Hawa AC atau hawa kamar nya ada sedikit bau rokok & menu sarapan kurang ber-variasi. Sisanya OK",Ulasan terverifikasi dari tiket.com
128,4,prasetyo binatoro,22 November 2021,Trip Keluarga,"5,0",Hotel yang direkomendasikan...,Ulasan terverifikasi dari tiket.com
128,5,Herman Kuswanto,19 November 2021,Trip Keluarga,"4,0","lokasi strategis, kamar bersih",Ulasan terverifikasi dari tiket.com
129,1,A A,18 November 2021,Lainnya,"4,8",keren mantap nyaman tempatnya dan lokasinya sangat strategis,Ulasan terverifikasi dari tiket.com
129,2,OH,17 November 2021,Lainnya,"4,0","Baik pelayanan, petugas ramah",Ulasan terverifikasi dari tiket.com
129,3,hendry ganjar,9 November 2021,Perjalanan Bisnis,"2,8",Sangat buruk sehingga saya tidak tinggal.,Ulasan terverifikasi dari tiket.com
129,4,Arief Ramadhan Safari,8 November 2021,Perjalanan Bisnis,"4,0","Sering nginap di sini, karyawannya ramah",Ulasan terverifikasi dari tiket.com
129,5,MS,7 November 2021,Perjalanan Bisnis,"4,4",Hotel Yg Nyaman & Tenang Dekat Tengah Kota Menu Breakfast Perlu di Tingkatkan Ya,Ulasan terverifikasi dari tiket.com
131,2,MK,24 September 2021,Trip Pasangan,"4,4",keren tempatnya bs santai,Ulasan terverifikasi dari tiket.com
131,3,Sita Fitri,24 September 2021,Trip Keluarga,"5,0",Mantap pokoknya hotel terbaik,Ulasan terverifikasi dari tiket.com
131,4,SEBAGAI,22 September 2021,Perjalanan Sendirian,"4,2","Good sih, view nya langsung gunung, so gorgeous 💜",Ulasan terverifikasi dari tiket.com
131,5,DP,9 September 2021,Perjalanan Bisnis,"3,0",hitam dan putih hitam dan putih,Ulasan terverifikasi dari tiket.com
132,1,SEBAGAI,7 September 2021,Trip Keluarga,"3,0","kamar bersih, makanan enak",Ulasan terverifikasi dari tiket.com
132,2,Beny Hartono,5 September 2021,Perjalanan Bisnis,"5,0","Kamar banyak semut, wastafel kadang buntu, anak2 suka kolam renang terbuka dan bersih airnya",Ulasan terverifikasi dari tiket.com
132,3,bunga nurputri,3 September 2021,Trip Keluarga,"5,0","thank , liburan yang nyaman",Ulasan terverifikasi dari tiket.com
141,4,Sungai Rio,30 April 2021,Perjalanan Bisnis,"4,0",hotel bersih dan sarapan enak,Ulasan terverifikasi dari tiket.com
141,5,DI DALAM,30 April 2021,Trip Keluarga,"4,0","posisi di tengah kota, mudah mencari jajanan dan oleh2",Ulasan terverifikasi dari tiket.com
142,1,HH,24 April 2021,Lainnya,"4,0",Bersih dan nyaman strategis dan mudah kemana-mana.,Ulasan terverifikasi dari tiket.com
142,2,RS,21 April 2021,Lainnya,"3,0",Minta kamar bebas rokok malah bau rokok Tapi makanan nya enak si Tks,Ulasan terverifikasi dari tiket.com
142,3,Kepala berkarat,17 April 2021,Perjalanan Bisnis,"4,0","nyaman , bersih , pelayanan yg ramah",Ulasan terverifikasi dari tiket.com
142,4,EY,17 April 2021,Trip Pasangan,"4,0","kamar yg luas, bersih, deket kemana2",Ulasan terverifikasi dari tiket.com
142,5,Lim Hendri Purniawan,15 April 2021,Perjalanan Bisnis,"3,0","Dibandingkan dengan hotel Santika lainnya, masih oke.",Ulasan terverifikasi dari tiket.com
143,1,Roni Sofyan Sanyang,13 April 2021,Trip Keluarga,"4,0",letaknya strategis dan nyaman,Ulasan terverifikasi dari tiket.com
143,2,Roni Sofyan Sanyang,12 April 2021,Trip Keluarga,"4,0",letaknya strategis...dan pelayanan ramah dan nyaman,Ulasan terverifikasi dari tiket.com
143,3,RR,10 April 2021,Trip Pasangan,"5,0",kedap suara ruangan nyaman cuma sayangnya breakfast kurang bervariatif,Ulasan terverifikasi dari tiket.com
143,4,RU,5 April 2021,Trip Keluarga,"3,8",Lokasi hotel ok bgt krn dekat alun alun dan banyak tempat makan di sekitarnya. Hanya kebersihan yg sptnya kurang. semenjak saya check in lantai di dpn lift selalu kotor dan tdk ada yg membersihkan. Kemudian ada puntung rokok yg tdk dibuang di dpn lift. Sampai keesokan harinya masih saja ada. Pd saat menginap memang berbarengan dgn acara menikah jd mungkin kamar penuh. Di lobby pun jd kurang bersih.Lihat lebih sedikit,Ulasan terverifikasi dari tiket.com
151,2,Renny Month Mganti,23 November 2020,Lainnya,"4,0","Bagus, selalu disini kalo ke Tasik",Ulasan terverifikasi dari tiket.com
151,3,Debby Sintya Dewi,11 November 2020,Lainnya,"2,6","Untuk sekelas santika menurut saya kurang y . 1 . dia tidak menunjukan adanya tulisan Room "" santized toilet "" , glass menggunakan gelas pop ice plastik yg sama sekali tidak pantas untuk diserve walaupun alasan covid tapi estetika harus dinomor satukan contohnya dengan pemberian starter kit yg didalammnya ada gelas plastik yg beneran bukan gelas plastik sekali pakai Pertama. kali masuk hawa ruangan udah ga enak kaya kamar yg lama udah ga dipakai pas , tlp ke CS bilangnya kamar suda di steril padahal , saya tau benar kalau sudah disteril kaya apa untung saya bawa selimut sendiri .Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
151,4,RM,8 November 2020,Trip Keluarga,"3,4",Aliran pembuangan di shower mampet ... tolong diperhatikan lah hal-hal kecil seperti itu,Ulasan terverifikasi dari tiket.com
156,4,Eka Nurjaman,18 November 2019,Perjalanan Bisnis,"5,0","Kamarnya nyaman, bersih dan menyenangkan",Ulasan terverifikasi dari tiket.com
156,5,hermanti deegawijaya,15 November 2019,Trip Keluarga,"4,2","Lokasi mudah dicari , kebersihan baik , breakfest nya kurang variasi , utk roti tdk ada mentega kotak sbg pilihan",Ulasan terverifikasi dari tiket.com
157,1,YH,12 November 2019,Lainnya,"3,8",mudah untuk mencari tempat makan tetapi tidak rapih tempat nya.,Ulasan terverifikasi dari tiket.com
157,2,ITU,11 November 2019,Lainnya,"5,0","Check in dilayani dengan cepat dan ramah, kondisi kamar bersih, amenities lengkap, harga makanan hotel tidak terlalu mahal dan rasanya cukup enak",Ulasan terverifikasi dari tiket.com
157,3,Sofia Sofia,14 September 2019,Perjalanan Bisnis,"5,0","Pas check out,ternyata buku ketinggalan di kamar,dan saat sy lg menunggu di lobby,buku di anterin ke sy pleh resepsionist,thank you🙏🏻🙏🏻",Ulasan terverifikasi dari tiket.com
157,4,dini itasari rumondang,10 September 2019,Lainnya,"3,0",Agar harga diperhatikan.,Ulasan terverifikasi dari tiket.com
157,5,Saya Membuat Somaputra Antarnusa,4 September 2019,Perjalanan Bisnis,"4,0","Makanan lumayan enak banyak variasi menu, room sangat tenang",Ulasan terverifikasi dari tiket.com
160,3,Anas Sardi,25 April 2019,Trip Keluarga,"4,0",Kamar super terang dengan jendela super besar. AC central nya bekerja dgn baik. Sekalipun dimatikn ttp udara bs mengalir jd tidak pengap. Sarapan ok banyak menu variatif dan rasa lumayan. Anak2 suka pastry dan pilihan minuman nya. Pelayanan ramah keluarga. Very good. Lihat lebih sedikit,Ulasan terverifikasi dari tiket.com
160,4,DARI,24 April 2019,Trip Keluarga,"5,0","Tempatnya bagus, makanannya enak dan pelayanannya juga bagus...... Baik......",Ulasan terverifikasi dari tiket.com
160,5,RP,21 April 2019,Perjalanan Bisnis,"4,2","So far so good, breakfast nya oke variatif dan enak",Ulasan terverifikasi dari tiket.com
161,1,andrea setiawan,14 April 2019,Perjalanan Bisnis,"4,2",Breakfast lengkap Pelayan ramah Kebersihan sangat bersih,Ulasan terverifikasi dari tiket.com
162,5,Anonim,13 April 2017,Lainnya,"4,4","Dengan view pegunungan yang mengelilingi kota Tasikmalaya, Hotel Santika jadi pilihan utama untuk menginap di kota Tasik. Keramahan staff yang membuat nyaman dan pelayanan yang memuaskan. Aneka menu breakfast juga begitu memanjakan lidah kita, dari traditional food hingga western. Lihat lebih sedikit",Ulasan terverifikasi dari tiket.com
