page,review_index,nama,tanggal,tipe_traveler,rating,teks_ulasan,sumber
6,4,Azhari Ahmad Annaz,3 Jan 2026,Trip Keluarga,"5,0",Kami sangat cocok menginap di Santika Hotel tempat bersih nyaman pelayanannya bagus sopan dan sangat senang menginap di sini,Verified review from tiket.com
6,5,SM,31 Dec 2025,Trip Keluarga,"5,0",Hotel dengan letak yg strategis. Disamping kiri mall BIP dan disebrangnya ada Riau Junction ( Yogya ). Sarapan menunya variatif👍 Hanya kekurangan nya kolam renang nya airnya terlalu dingin🙏,Verified review from tiket.com
7,1,Miranti Dewi Septriana,26 Dec 2025,Trip Solo,"5,0",Bagus banget mewah kereeen banget,Verified review from tiket.com
7,2,Anisa Purba,24 Dec 2025,Trip bareng Teman,"5,0","bagus, bersih, nyaman. Lokasi strategis.",Verified review from tiket.com
7,3,Suryo adi wibowo,14 Dec 2025,Trip Pasangan,"5,0",Excellent cleanliness. Availability of picnic areas.,Verified review from tiket.com
7,4,MS,12 Dec 2025,Trip Solo,"5,0",Amazing view. Easy access to popular places.,Verified review from tiket.com
7,5,MS,12 Dec 2025,Trip Solo,"5,0",Easy access to nearest shops. Child-friendly staff.,Verified review from tiket.com
8,1,MS,12 Dec 2025,Trip Solo,"5,0",Family relaxation area available. Tasty and nutritious food.,Verified review from tiket.com
8,2,AM,11 Dec 2025,Trip Solo,"5,0",Refreshing sea atmosphere. Refreshing sea atmosphere.,Verified review from tiket.com
8,3,Alqoyyum Jihan,9 Dec 2025,Perjalanan Bisnis,"5,0","Nyaman, strategis dan makanan enak""",Verified review from tiket.com
8,4,Eru Prayatna,6 Dec 2025,Trip Solo,"5,0","Bagus, bersih, nyaman. Top pokoknya",Verified review from tiket.com
8,5,Ignatius Suprapto Pambudi,2 Dec 2025,Trip Pasangan,"5,0","Bersih, dan makanan enak",Verified review from tiket.com
9,1,Eri Werdiningtyas,21 Nov 2025,Trip Pasangan,"5,0",Friendly childcare staff.,Verified review from tiket.com
9,2,OA,20 Nov 2025,Perjalanan Bisnis,"5,0",Cleanliness is maintained well. Creative menu. Friendly customer service. Competitive price.,Verified review from tiket.com
9,3,wahyu catur saputro,17 Nov 2025,Trip Keluarga,"5,0",bagussssssss....................poll👍👍👍,Verified review from tiket.com
9,4,wahyu catur saputro,17 Nov 2025,Trip Solo,"5,0",👍👍 keren........................polllll,Verified review from tiket.com
9,5,Rafik Hasyim,14 Nov 2025,Trip Solo,"5,0",Charming clean rooms. Culinary with perfect presentation. Super budget hotel!. Pleasant environment.,Verified review from tiket.com
10,1,YM,13 Nov 2025,Trip Pasangan,"5,0",Spacious room. Professional and genuine receptionist. Strategic location. Clean. Spacious parking lot.,Verified review from tiket.com
10,2,AA,3 Nov 2025,Perjalanan Bisnis,"5,0",Clean and strategic place,Verified review from tiket.com
10,3,CM,28 Oct 2025,Perjalanan Bisnis,"5,0",Parking cleanliness is very good.,Verified review from tiket.com
10,4,DP,5 Oct 2025,Perjalanan Bisnis,"5,0",Rooms are gleaming. Children's holiday program.,Verified review from tiket.com
10,5,Dedy Dwi Arianto,17 Sep 2025,Trip Keluarga,"5,0","Bagus banget, deket dengan keramaian kota Best sanitation. Comfortable beds. There is an appetizing menu.",Verified review from tiket.com
11,1,Wisik Nur Rofiqoh,13 Sep 2025,Trip Keluarga,"5,0",Staf nya baik semua.. tambhin menu nya biar lebih byk pilihan. 2 malam disini.. menyenangkan. Cm sapet kmr ujung.. klo malem seremm ajahh.. krna lorkng kmr nya open space.. bukan sprti hotel2 saat ini. Old nya dapet.. nyaman. Anak2 suka kolam nya. Kr a ga langsung kena sina matahariLihat lebih sedikit,Verified review from tiket.com
11,2,NP,8 Sep 2025,Trip Keluarga,"5,0","rekomen bgtttt!! asik tempatnya, makanannya enakkk",Verified review from tiket.com
11,3,LH,5 Sep 2025,Trip Keluarga,"5,0",The room is clean and fresh. The parking area is very orderly.,Verified review from tiket.com
11,4,BP,28 Aug 2025,Trip Keluarga,"5,0",Kemana2 deket dan nyaman,Verified review from tiket.com
11,5,Dina Maulidah,26 Aug 2025,Trip Keluarga,"5,0","Harga murah, kamar luas, saat BF variasi makanannya dikit, air kolam renang nya dingin banget",Verified review from tiket.com
12,1,BAGUS WAHYU PRATOMO,21 Aug 2025,Trip Solo,"5,0","Hotel bagus, nyaman dan strategis di Kota Bandung",Verified review from tiket.com
12,2,Rafik Hasyim,7 Aug 2025,Trip Solo,"5,0",Clean toilets. Elegant feel. Parking valet is quick to respond. Adjustable room temperature. Expert staff.,Verified review from tiket.com
12,3,Rafik Hasyim,7 Aug 2025,Trip Solo,"5,0",Maximum cleanliness. Efficient AC. Vintage touch. Happy pool atmosphere. Instagrammable interior.,Verified review from tiket.com
12,4,MP,24 Jul 2025,Perjalanan Bisnis,"5,0",Attractive clean atmosphere.,Verified review from tiket.com
12,5,DT,24 Jul 2025,Trip Pasangan,"5,0","Hotel lokasi strategis, staf ramah pake banget, menu sarapan keren, pokoknya mantap👍",Verified review from tiket.com
13,1,DT,23 Jul 2025,Trip Pasangan,"5,0","Hotel nyaman, lokasi strategis, dagn staf yg sangat ramah",Verified review from tiket.com
13,2,Supiyantono Supiyantono,22 Jul 2025,Trip bareng Teman,"5,0",Rekomendasi Neat and orderly. Family room service.,Verified review from tiket.com
13,3,PP,18 Jul 2025,Trip Keluarga,"5,0","Dekat dengan stasiun Dan berbagai restoran juga mall. Tetapi akses parkir terbatas, tersedia layanan vallet",Verified review from tiket.com
13,4,Ratih Arsianti,12 Jul 2025,Trip Keluarga,"5,0",Soft bed. Prompt and child-friendly receptionist.,Verified review from tiket.com
13,5,Ratih Arsianti,12 Jul 2025,Trip Keluarga,"5,0",Enjoyable local specialties.,Verified review from tiket.com
14,1,Ratih Arsianti,12 Jul 2025,Trip Keluarga,"5,0",Charming clean rooms.,Verified review from tiket.com
14,2,Asep Budi Nurdiansyah,5 Jul 2025,Trip Keluarga,"5,0",Overall neat. Exquisite poolside view. Delicious and diverse breakfast.,Verified review from tiket.com
14,3,Yenny Lasmawaty,29 Jun 2025,Trip Keluarga,"5,0",Hotel lama perlu perbaikan dan renovasi,Verified review from tiket.com
14,4,KA,28 Jun 2025,Trip Pasangan,"5,0","Hotelnya wangi, bersih, stafnya ramah",Verified review from tiket.com
14,5,AS,18 Jun 2025,Trip Solo,"5,0","Nyaman sebagai hotel lama, dekat dengan tempat belanja",Verified review from tiket.com
15,1,KS,15 Jun 2025,Perjalanan Bisnis,"5,0","Special international dishes. Family-friendly parking. Fantastic prices, excellent service. Service meets expectations.",Verified review from tiket.com
15,2,NV,12 Jun 2025,Trip Keluarga,"5,0",The room is clean and fresh. Kids friendly interior. Tasty and nutritious food.,Verified review from tiket.com
15,3,Ama Sugiarto,11 Jun 2025,Trip Keluarga,"5,0","Hotel old school yang menyenangkan, pelayanan baik, fasiltas bagus, kolam renang bersih, gym ada, sepeda tersedia, makanan enak lokasinya dekat dengan mall, di sekitarnya banyak tempat makan enak2.. komplit sudah maaf nggak bisa upload foto, filenya hi res krn saya suka dgn detail arsitekturalnya, kerenLihat lebih sedikit",Verified review from tiket.com
15,4,Dianty Khairunissa,9 Jun 2025,Perjalanan Bisnis,"5,0",Seru banget. Santika always be my go to stay for both friends & business trip,Verified review from tiket.com
15,5,Brilliant Handyman Manalu,3 Jun 2025,Trip Solo,"5,0",Keren Swimming pool with hot water.,Verified review from tiket.com
16,1,MN,30 May 2025,Perjalanan Bisnis,"5,0",Well kept cleanliness.,Verified review from tiket.com
16,2,Tri Hikmawati W P,9 May 2025,Trip bareng Teman,"5,0",Charming interior design.,Verified review from tiket.com
16,3,EFFI SETIABUDI,25 Apr 2025,Perjalanan Bisnis,"5,0",Sangat ramah para staffnya dan makanannya juga enak”,Verified review from tiket.com
16,4,Harys sasongko,24 Apr 2025,Trip Pasangan,"5,0","Nyaman , tengah kota ,",Verified review from tiket.com
16,5,lusi afriani sadhitya,24 Apr 2025,Trip Keluarga,"5,0","Libur lebaran kemarin setelah balik dr Surabaya, mendadak mampir ke Bandung, cari sana sini akhirnya stay di Santika utk 3 hari, krn memang sdh menjadi member myvalue, lokasinya strategis di tengah kota, dekat tempat makan, mall dan staff yg ramah, cek in yg smooth, dan sarapannya enak krn ada menu2 tradisional.Lihat lebih sedikit",Verified review from tiket.com
17,1,widianto tasrip,21 Apr 2025,Trip Keluarga,"5,0","Bersenang,,,bersih,strategis, tenang",Verified review from tiket.com
17,2,LH,20 Apr 2025,Trip bareng Teman,"5,0",Guest-focused service. Friendly and child-friendly receptionist.,Verified review from tiket.com
17,3,Dani Rahmatullah,17 Apr 2025,Trip Keluarga,"5,0",Hotel iconic dan berhistoris..makanannya enak dan kamarnya bersih dan wangi,Verified review from tiket.com
17,4,Fujiawaty,16 Apr 2025,Trip Keluarga,"5,0",Oke. Bersih. Strategis,Verified review from tiket.com
17,5,LF,3 Apr 2025,Perjalanan Bisnis,"5,0","The room is clean and fresh. Magnificent interior. Amazing views. Low price, high quality. The room is clean and fresh. Magnificent interior. Amazing views. Low price, high quality.",Verified review from tiket.com
18,1,Yosua E Pangkut,30 Mar 2025,Keperluan Medis,"5,0",Lokasi sangat strategis,Verified review from tiket.com
18,2,Yosua E Pangkut,30 Mar 2025,Keperluan Medis,"5,0",Lokasi sangat strategis,Verified review from tiket.com
18,3,AH,13 Mar 2025,Perjalanan Bisnis,"5,0",Menyenangkan Polite service.,Verified review from tiket.com
18,4,MG,11 Mar 2025,Trip Pasangan,"5,0","Good room, good service, good location",Verified review from tiket.com
18,5,Hulaifi  Lutfi,4 Mar 2025,Trip Keluarga,"5,0","Bagus deket juga dr pusat perbelanjaan yg pasti bersih, yang penting buat anak2 berenang nyaman...",Verified review from tiket.com
19,1,Rahmah Salsabila,27 Feb 2025,Perjalanan Bisnis,"5,0",Makanan enak kamar bagus dan bersih,Verified review from tiket.com
19,2,RA,25 Feb 2025,Trip Keluarga,"5,0",Kamar segar banget. Hidangan tradisional lezat.,Verified review from tiket.com
19,3,Vita f n,15 Feb 2025,Trip Keluarga,"5,0",Makanan bikin berselera makan. Kebersihan dan kenyamanan nomor satu.,Verified review from tiket.com
19,4,Dinar Dinar,11 Feb 2025,Trip Keluarga,"5,0",Makanannya bervariatif,Verified review from tiket.com
19,5,Dinar Dinar,11 Feb 2025,Trip Keluarga,"5,0","Kamarnya cozy, akses ke kota nya dekat sekali, pelayanannya excellent",Verified review from tiket.com
20,1,Aufa Anugrah,31 Jan 2025,Trip bareng Teman,"5,0",Menyenangkan dan efisien. mohon ditinkatkan,Verified review from tiket.com
20,2,anwarujanggmailcom anwarujanggmailcom,31 Jan 2025,Trip Keluarga,"5,0",Kamar nya luassssssssss,Verified review from tiket.com
20,3,oval alfafa,24 Jan 2025,Perjalanan Bisnis,"5,0","Bagus ,good, dekat kota",Verified review from tiket.com
20,4,AH,22 Jan 2025,Trip Keluarga,"5,0",pelayanan hotel sangat baik dan ramah,Verified review from tiket.com
20,5,MN,21 Jan 2025,Perjalanan Bisnis,"5,0",Tempat parkir strategis. Staf ahli di bidangnya.,Verified review from tiket.com
21,1,Irwan Setiawan,19 Jan 2025,Trip Keluarga,"5,0",Ruangan lega dan nyaman dekat pusat perbelanjaan BIP bersih dan klasik,Verified review from tiket.com
21,2,kusuma danie kurniawan,14 Jan 2025,Trip Keluarga,"5,0",Daerah Bandung Kota jadi dekat kemana mana,Verified review from tiket.com
21,3,Alta Wahyu Tantri,13 Jan 2025,Trip Keluarga,"5,0",Kebersihan sangat baik. Kamar sangat bersih. Resepsionis yang ramah anak dan terlatih baik.,Verified review from tiket.com
21,4,syifa syarifah,10 Jan 2025,Trip Keluarga,"5,0",Akses mudah ke mana-mana. Tempat parkir memadai. Fasilitas kolam yang mewah.,Verified review from tiket.com
21,5,MN,7 Jan 2025,Perjalanan Bisnis,"5,0",Fasilitas sangat bersih terawat. Parkir mudah diakses. Resepsionis ramah baget.,Verified review from tiket.com
22,1,Ni Putu Suwitri Sanjiwani,4 Jan 2025,Trip bareng Teman,"5,0",Suka dan sudah incer lama karena ada ev chargingnya,Verified review from tiket.com
22,2,Afifi Gel,2 Jan 2025,Trip Keluarga,"5,0","GG, Mantap, Nyaman, Menarik",Verified review from tiket.com
22,3,Erwin Hutagalung,30 Dec 2024,Trip Keluarga,"5,0","Breakfast beragam, pelayanan oke, lokasi strategis",Verified review from tiket.com
22,4,Yuzana Tiarasia,27 Dec 2024,Trip Keluarga,"5,0",great hospitality with spacious and clean room,Verified review from tiket.com
22,5,M Erisco Nurrahman,26 Dec 2024,Trip Keluarga,"5,0",Sarapan enak dan beragam.,Verified review from tiket.com
23,1,muhammad safari,24 Dec 2024,Trip Keluarga,"5,0","Mantap surantap, tapi kamarnya bau rokok",Verified review from tiket.com
23,2,DEDI PURNAWANSYAH,19 Dec 2024,Trip Keluarga,"5,0",Hotel ok sarapan juga Ok,Verified review from tiket.com
23,3,Aufa Anugrah,19 Dec 2024,Trip Solo,"5,0",Pelayan yang sigap dan tulus.,Verified review from tiket.com
23,4,WAHYUDI WAHYUDI,19 Dec 2024,Trip Solo,"5,0",Pwlayanannya best bngt,Verified review from tiket.com
23,5,Fandry Akhlamadi,18 Dec 2024,Trip Keluarga,"5,0",Keren Pemeliharaan taman bagus.,Verified review from tiket.com
24,1,Sonny Liza Perdana,17 Dec 2024,Trip Keluarga,"5,0",Untuk yg kedua kalinya nginap disini..,Verified review from tiket.com
24,2,EL,15 Dec 2024,Trip Keluarga,"5,0","Pelayanan ok semua,menu sarapannya lengkap dan enak enak",Verified review from tiket.com
24,3,Kintan Dwi Syawalia Janah,6 Dec 2024,Perjalanan Bisnis,"5,0",Kamar bersih dan bagus banget. Kebersihan dan kenyamanan nomor satu.,Verified review from tiket.com
24,4,Kintan Dwi Syawalia Janah,6 Dec 2024,Perjalanan Bisnis,"5,0",Kamar nggak bikin alegri. Staf pengasuh ramah.,Verified review from tiket.com
24,5,Sacharissa Sutedja,1 Dec 2024,Trip Keluarga,"5,0","Kamar bersih ac dingin . Di pusat kota , dkt kemana2",Verified review from tiket.com
25,1,Hermansjah Ditahari,26 Nov 2024,Perjalanan Bisnis,"5,0",Bagus Dekat dengan pusat hiburan.,Verified review from tiket.com
25,2,Friska Rani Tobing,25 Nov 2024,Trip Pasangan,"5,0",Lokasi aman untuk keluarga. Makanan sangat lezat. Kamar sangat bersih.,Verified review from tiket.com
25,3,Margaretha Simanjuntak,23 Nov 2024,Trip bareng Teman,"5,0","Diluar dugaan,meskipun bangunan tua tp nyaman dan bersih,apalagi kamar mandi nya dgn shower yg air nya kencang mantap.Bakal nginep disini lg. Jaga kebersihan yg paling penting ya👌",Verified review from tiket.com
25,4,Primanita octaviani,18 Nov 2024,Trip Pasangan,"5,0","Tempat dekat RS dan riau juction.. pelayanan ramah dan bersahabat.. kebersihan oke Hotel terjangkau, pilihan terbaik.",Verified review from tiket.com
25,5,Novi Tianti Suryami,18 Nov 2024,Trip Keluarga,"5,0",Tempat bagus bersih dan makanan enak ... mantul,Verified review from tiket.com
26,1,noveri amin,17 Nov 2024,Trip Solo,"5,0",Great....................,Verified review from tiket.com
26,2,Lena Qodryah,10 Nov 2024,Trip Keluarga,"5,0",Nice hotel. Dekat mall. Menyenangkan menginap dihotel ini.,Verified review from tiket.com
26,3,Sylviana Chitrahadi,7 Nov 2024,Trip bareng Teman,"5,0",Kebersihan yang terjaga baik. Kebersihan yang terjaga baik. Staf yang penuh perhatian dan peduli.,Verified review from tiket.com
26,4,Anky Maolana,5 Nov 2024,Trip Solo,"5,0","Okelah gaada masalah enak pula, sarapan oke",Verified review from tiket.com
26,5,HS,29 Oct 2024,Trip Solo,"5,0","Kebersihan sangat oke. Lokasi strategis untuk keluarga. Suasana kolam cerah. Harga terjangkau, kualitas tinggi.",Verified review from tiket.com
27,1,M Rafly Jaya Pratama,20 Oct 2024,Trip Solo,"5,0",Sipsipsipsispsispsispsispsispsispsispsisps,Verified review from tiket.com
27,2,Mochamad Sugiharto,17 Oct 2024,Trip Keluarga,"5,0","Sedari dulu kami suka dg hotel ini, meski sdh lama tetap nyaman. Karyawannya tetap konsisten dlm pelayanan, ramah, sopan, senyum dan help full. Harga ga terlalu mahal dan dekat dg mall",Verified review from tiket.com
27,3,IP,14 Oct 2024,Trip Keluarga,"5,0",Bagus dan nyaman cocok buat kluaraga,Verified review from tiket.com
27,4,Indah kusumawardani,8 Oct 2024,Trip Keluarga,"5,0",Sistem kebersihan udara bagus.,Verified review from tiket.com
27,5,Benny yudianto,7 Oct 2024,Trip Keluarga,"5,0",Ramah bersih nyaman kids friendly dekat dgn mana2,Verified review from tiket.com
28,1,Rusli Mahmud,5 Oct 2024,Trip Keluarga,"5,0",Kebersihan kamar sangat dijaga. Staf penerima tamu ramah banget.,Verified review from tiket.com
28,2,Ollyanata  Kusnadi,23 Sep 2024,Trip Solo,"5,0",Parking is easy to reach.,Verified review from tiket.com
28,3,Ines Harvania,17 Sep 2024,Trip Keluarga,"5,0","kamar bersih, sarapan oke, good Kamar terjaga bersih.",Verified review from tiket.com
28,4,Marihot Frenky Hutapea,15 Sep 2024,Trip Keluarga,"5,0","Bagus dan keren hotelnya, tidur nyenyak",Verified review from tiket.com
28,5,IR,6 Sep 2024,Trip Pasangan,"5,0",Pengalaman mengesankan.,Verified review from tiket.com
29,1,ND,5 Sep 2024,Trip Keluarga,"5,0",. Koneksi transportasi yang baik.,Verified review from tiket.com
29,2,Yosua Rio Hanggar Dhipta,4 Sep 2024,Lainnya,"5,0",Layanan housekeeping sangat baik.,Verified review from tiket.com
29,3,Dian Laksmiati,4 Sep 2024,Perjalanan Bisnis,"5,0",Kebersihannya nggak ada lawan. Lobi dengan suasana yang nyaman. Resepsionis yang ahli. Bakalan balik lagi ini sih,Verified review from tiket.com
29,4,NN,2 Sep 2024,Trip Keluarga,"5,0",Kebersihan nggak ada lawan. Rasa makanannya tak terlupakan. Interior trendy. Area yang tenang dan damai.,Verified review from tiket.com
29,5,YA,30 Aug 2024,Trip Solo,"5,0",Staf berpengalaman dengan anak.,Verified review from tiket.com
30,1,Dewa Ketut Oka Beratha,16 Aug 2024,Trip Keluarga,"5,0","Pelayanan ramah, bagus",Verified review from tiket.com
30,2,Wenny Resti Pratiwi,15 Aug 2024,Trip Keluarga,"5,0","Keluarga Happy, kamar cukup luas, makanan variatif",Verified review from tiket.com
30,3,Era Krisdijanto,9 Aug 2024,Trip Pasangan,"5,0",Ok banget reception isinya baik,Verified review from tiket.com
30,4,Hanafie Arrasyid,9 Aug 2024,Trip Keluarga,"5,0",Cukup baik dan menyenangkan,Verified review from tiket.com
30,5,FM,1 Aug 2024,Trip Solo,"5,0",Bagus bagus bagus bagus bagus,Verified review from tiket.com
31,1,Mohamad Ridwan,25 Jul 2024,Trip bareng Teman,"5,0",Tul Kamar super bersih.,Verified review from tiket.com
31,2,Dion Rizkian,23 Jul 2024,Trip Solo,"5,0",Hemat biaya. Parkir sangat nyaman.,Verified review from tiket.com
31,3,AW,22 Jul 2024,Perjalanan Bisnis,"5,0","booking kan teman yang dinas ke Bandung, semua sesuai harapan. dinas lancar, aman dan nyaman",Verified review from tiket.com
31,4,Kartika Kartika,22 Jul 2024,Trip bareng Teman,"5,0",Kamar bersih dan rapi banget. Suasana sangat bersahabat. Pelayanan dari staffnya sangat sigap..sat..set..sat..set..lokasi mudah kemana-mana. Banyak pilihannya kalau mau cari makan dan hangout ke coffee shop.Lihat lebih sedikit,Verified review from tiket.com
31,5,Mochamad Sugiharto,18 Jul 2024,Trip Keluarga,"5,0",Kebersihan terbaik. Fasilitas up-to-date. Resepsionis yang terlatih dengan baik dan cekatan.,Verified review from tiket.com
32,1,EM,15 Jul 2024,Trip Pasangan,"5,0","Great room, excellent service",Verified review from tiket.com
32,2,Christ athalia,12 Jul 2024,Trip bareng Teman,"5,0",Good service and room! Pengalaman mengesankan.,Verified review from tiket.com
32,3,CY,11 Jul 2024,Trip Keluarga,"5,0",🥰 Kerapian tak tertandingi.,Verified review from tiket.com
32,4,Febriansyah Yoes Ramadhan Putra,9 Jul 2024,Perjalanan Bisnis,"5,0","kesan hotel jadul, pelayanan dan breakfast ok",Verified review from tiket.com
32,5,WM,3 Jul 2024,Trip Keluarga,"5,0","Lokasi strategis, breakfast enak.",Verified review from tiket.com
33,1,Lina Susanti,3 Jul 2024,Trip Keluarga,"5,0",Bagus hotelnya dan nyaman untuk keluarga,Verified review from tiket.com
33,2,Marsha Nabila Anwar,2 Jul 2024,Trip Keluarga,"5,0",Professional and friendly receptionist.,Verified review from tiket.com
33,3,Marsha Nabila Anwar,2 Jul 2024,Trip Keluarga,"5,0",Strategic location. Responsive and prompt staff.,Verified review from tiket.com
33,4,tengku ellyana,1 Jul 2024,Trip Keluarga,"5,0",Tempat tidur empuk. Pelayanan mengagumkan. Pelayan yang responsif dan ramah anak.,Verified review from tiket.com
33,5,Muhammad Akbar,28 Jun 2024,Trip Keluarga,"5,0",Bagus dan nyaman sangat cocok untuk keluarga,Verified review from tiket.com
34,1,Agung Arief,23 Jun 2024,Trip Keluarga,"5,0","Ditengah kota, kemana2 dekat, pelayan ramah, kamar bersih.. rekomended",Verified review from tiket.com
34,2,SYLVIE NATALIA,18 Jun 2024,Trip Keluarga,"5,0","Lupa foto. Hotelnya di tgh kota, kemana2 dekat dan mudah. Staffnya sangat friendly dan helpfull. Sarapan cukup banyak pilihannya. Bangunannya tua tapi terawat. Bersih dan nyaman. Hanya AC saja yg kurang dinginLihat lebih sedikit",Verified review from tiket.com
34,3,Hery Kurniawan,16 Jun 2024,Trip Solo,"5,0",Hidangan organik segar.,Verified review from tiket.com
34,4,Hery Kurniawan,16 Jun 2024,Trip Keluarga,"5,0",Menu lezat dan oke banget.,Verified review from tiket.com
34,5,HS,8 Jun 2024,Trip Solo,"5,0",Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,Verified review from tiket.com
35,1,HK,4 Jun 2024,Lainnya,"5,0",Nice nice nice nice nice nice nice,Verified review from tiket.com
35,2,FS,2 Jun 2024,Trip Pasangan,"5,0",Makanan enak dan bernutrisi. Aksesibilitas patut diapresiasi.,Verified review from tiket.com
35,3,FH,28 May 2024,Trip Keluarga,"5,0","over all oke, makanan enak kamar juga bersih",Verified review from tiket.com
35,4,AD,27 May 2024,Trip Keluarga,"5,0",Cheap but luxurious accommodation.,Verified review from tiket.com
35,5,HARDIYANTO HARDIYANTO,23 May 2024,Perjalanan Bisnis,"5,0",Area bersantai tenang.,Verified review from tiket.com
36,1,HARDIYANTO,23 May 2024,Perjalanan Bisnis,"5,0",Sinyal handphone baik. Hidangan gurih yang nikmat.,Verified review from tiket.com
36,2,MA DEDY RAHMADI,23 May 2024,Perjalanan Bisnis,"5,0",Tatanan ruang sangat bagus. Dekat dengan pusat perbelanjaan yang ramai.,Verified review from tiket.com
36,3,IH,21 May 2024,Perjalanan Bisnis,"5,0",Fasilitas dengan kebersihan oke banget.,Verified review from tiket.com
36,4,Albizar Hanoeng Saputra,21 May 2024,Trip Solo,"5,0",Ada pilihan makanan ringan. Interior minimalis. Ada pilihan makanan ringan.,Verified review from tiket.com
36,5,Sri Wijayanti,19 May 2024,Trip Solo,"5,0","Hotelnya nyamn, tetap ditengah kota, akses kemana mana jadi mudah",Verified review from tiket.com
37,1,Yuni Dwi Wulandari,17 May 2024,Trip Keluarga,"5,0",Lingkungan sangat rapi. Pelayan yang ramah. breakfast enak. lokasi strategis.,Verified review from tiket.com
37,2,Kartika Purnamasari,9 May 2024,Trip Keluarga,"5,0",Penginapan samagat nyaman dan bersih. Makanan pun enak,Verified review from tiket.com
37,3,DH,6 May 2024,Trip Keluarga,"5,0",Suasana romantis. Paket promo.,Verified review from tiket.com
