priority_reason,aspect,true_label,pred_label,confidence,ID_Review,Platform,Nama_Hotel,Review_Date,review_word_len,Text_Review
model_high_confidence_disagreement,Pelayanan,none,negatif,0.9546,12002,Traveloka,Hotel Santika Mega City Bekasi,5/10/2023,26,"pesen dengan bawa anak 1, sampai di lokasi dikasih room smoking, terpaksa saya upgrade karena katanya tidak ada kamar lagi, air panas nya tidak begitu berfungsi."
model_high_confidence_disagreement,Fasilitas,netral,negatif,0.9545,1635,Agoda,Hotel Santika Bogor,8/26/2012,42,"terletak di lokasi yang strategis untuk perjalanan dari jakarta, dengan lokasi yang berdampingan dengan botani square menambah kenyamanan dalam liburan. tetapi, fasilitas amenities di kamar mandi sangat minim. cocok untuk tempat menginap keluarga yang melakukan perjalanan ke bogor hanya untuk sekedar jalan2."
model_high_confidence_disagreement,Fasilitas,positif,netral,0.9513,5498,Tiket,Hotel Santika Cirebon,4/29/2025,12,area tempat duduk yang nyaman. staf yang ramah. area parkir yang terang.
model_high_confidence_disagreement,Makanan,netral,negatif,0.9476,14094,Traveloka,Hotel Santika Tasikmalaya,12/26/2018,14,pelayanan baik cuma kamar 202 agak bagaimana gitu horor. makanan enak cuma biasa-biasa saja.
model_high_confidence_disagreement,Makanan,netral,negatif,0.9472,1630,Agoda,Hotel Santika Bogor,9/22/2012,56,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1. breakfast menu: dikit sekali, dan rasanya kurang enak. saya pernah menginap di santika lainnya tidak seperti ini 2. kamar sempit dan kurang luas 3. kunci kamar tidak bisa mendapatkan 2 4. tidak ada tempat bermain untuk anak-anak secara keseluruhan kurang memuaskan"
model_high_confidence_disagreement,Fasilitas,none,negatif,0.9472,10098,Traveloka,Hotel Santika Depok,3/6/2024,27,"untuk kamarnya standar lah, shower-nya mampet, air mengalir sangat kecil, tanpa hairdryer juga. namun, yang bikin kita tidak komplain adalah staff-nya ramah-ramah, makanan saat sarapan semuanya enak."
model_high_confidence_disagreement,Kenyamanan,none,negatif,0.9461,12145,Traveloka,Hotel Santika Mega City Bekasi,6/2/2021,33,"puas banget sama pelayanan, kebersihan dan fasilitasnya. cuma pas di kamar saya air conditioner nya kurang dingin padahal temperatur sudah paling kecil. overall baik kok tapi! bakal staycation ke sini lagi next time."
model_high_confidence_disagreement,Fasilitas,none,negatif,0.946,2413,Agoda,Hotel Santika Depok,3/23/2025,16,"nyaman, strategis di mall, menawarkan sahur, dan staf ramah, kamar bersih, sayangnya tidak ada kulkas mini."
model_high_confidence_disagreement,Harga,none,positif,0.9445,8266,Traveloka,Hotel Santika Bogor,4/11/2018,16,"memuaskan, kamarnya lega, mini bar-nya gratis, tempatnya strategis, makanannya juga banyak variasi. so far sesuai harapan."
model_high_confidence_disagreement,Fasilitas,positif,negatif,0.9434,1136,Agoda,Hotel Santika Bogor,2/16/2013,46,"karena hujan selalu turun di sore hari, kami dapat, di waktu senggang, berbelanja atau makan malam tanpa basah kuyup atau harus mencari taksi dengan panik. sarapannya memuaskan. ruangan itu baik-baik saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun ditunjukkan dalam daftar tidak ada"
model_high_confidence_disagreement,Fasilitas,none,positif,0.9431,10160,Traveloka,Hotel Santika Depok,2/22/2023,55,"staycation di hotel santika sangat menyenangkan, kamar bersih, perlengkapan yang ada di kamarpun bersih. ada kolam renang juga. mohon pelayanan di saat sarapan di cafe anjani, ada yang memantau jika ada piring kosong di meja tamu yang sarapan agar dapat diambil. jadi meja tidak penuh dengan piring kosong. terima kasih juga kejutan wedding anniversary kami."
model_high_confidence_disagreement,Makanan,netral,positif,0.9414,1650,Agoda,Hotel Santika Bogor,4/26/2012,88,"kami check ini terlambat, dateng jam setengah dua belas malam, tanpa basa-basi dan birokrasi yang panjang, kami langsung dapet kunci kamar. kami pilih kamar dengan bed twin walopun serasa sempit bahkan untuk 1 orang, interior kamar yang minimalis modern enak dipandang dan view gunung dan kota bogor. pagi hari kami sarapan, dengan menu yang beraneka macam dan enak2. sedikit kendala, kami tidak diberi tahu kalau mobil keluar masuk hotel, apakah kami bisa dapet voucher parkir, akhirnya keluar masuk hotel kami bayar parkir lagi selama dua hari, lumayan lah."
model_high_confidence_disagreement,Fasilitas,none,negatif,0.9412,1064,Agoda,Hotel Santika Bogor,11/5/2014,19,satu malam menginap layanan grup tidak baik! harus menyelesaikannya sebelum kedatangan kamar jika belum siap. kapasitas liftnya tidak baik
model_high_confidence_disagreement,Kebersihan,none,negatif,0.9405,8943,Traveloka,Hotel Santika Cirebon,7/31/2024,23,"staf ramah, cuma kenapa mobil saya aja yang tidak dicuci. resto untuk sarapan crowded dan pelayannya tidak sigap. banyak sekali piring kotor didiamkan."
model_high_confidence_disagreement,Fasilitas,netral,negatif,0.9351,6059,Traveloka,Hotel Santika Bandung,8/16/2023,8,perlu pembarauan lagi untuk fasilitas dan akomodasi hotelnya.
model_high_confidence_disagreement,Harga,none,positif,0.9335,9551,Traveloka,Hotel Santika Cirebon,5/17/2017,18,"liburan bareng keluarga kecil, pelayanan ramah, makanan kecil murah dan bisa makan di kolam renang juga, kamar nyaman."
model_high_confidence_disagreement,Fasilitas,negatif,positif,0.9307,8945,Traveloka,Hotel Santika Cirebon,7/24/2024,103,"hotel nya di tengah kota memudahkan akses kalau mau kemana-mana, dan bener loh hotel ini menyediakan fasilitas cuci mobil tiap pagi, staf nya ramah walaupun bangun hotel tua, yang paling homy dan nyaman kolam renang nya rindang dan airnya anget tidak dingin, anak-anak suka berenang di sini yang nungguin juga nyaman duduk di pinggir kolam karena suasana kolam senyaman itu, mungkin yang kurang hanya kebersihan kulkas di dalem kamar ya walaupun kulkas tua tolong di bersihkan dan diperhatikan, kulkas nya agak kurang dingin dan pas dibuka ada hawa kulkas nya yang kurang nyaman, selain itu hotel santika ini bisa jadi pilihan untuk staycation."
model_high_confidence_disagreement,Fasilitas,positif,netral,0.9304,1834,Agoda,Hotel Santika Cirebon,2/7/2024,51,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya."
model_high_confidence_disagreement,Fasilitas,netral,positif,0.9286,1115,Agoda,Hotel Santika Bogor,10/10/2013,48,"saya pernah menginap di grup hotel santika di indonesia, seperti malang dan balikpapang. sama seperti hotel lainnya, staf santika bogor terlatih dan ramah. kamarnya sederhana tapi baik untuk menginap. wi-fi berkecepatan tinggi dan cukup stabil. hotel terletak tepat di sebelah pusat perbelanjaan anda bisa mendapatkan semuanya di sana."
model_high_confidence_disagreement,Pelayanan,none,positif,0.9264,1836,Agoda,Hotel Santika Cirebon,1/25/2024,19,"tempat ini tidak jauh dari segalanya, terima kasih santika, mereka sangat ramah dan membantu dengan lengkap, sampai jumpa lagi"
model_high_confidence_disagreement,Makanan,positif,netral,0.9262,3926,Tiket,Hotel Santika Bandung,2/3/2026,23,all bagus dan lokasi sangat strategis. cuma air conditioner nya kurang dingin. sarapan biasa saja. tapi enak. dan staf nya sangat ramah semua.
model_high_confidence_disagreement,Makanan,positif,netral,0.9241,4182,Tiket,Hotel Santika Mega City Bekasi,4/4/2026,7,fasilitas kebugaran eksklusif. makanan penutup yang lezat.
model_high_confidence_disagreement,Harga,netral,positif,0.9236,2022,Agoda,Hotel Santika Cirebon,7/8/2012,42,"cirebon adalah kota kecil. tidak banyak hotel bagus untuk dipilih. yang terbaik adalah hotel ini. saya sudah menginap 1 malam di hotel tersebut. staf hotel sangat ramah. lokasinya bagus. harga masuk akal. jika ke cirebon, saya mungkin akan memilih hotel ini lagi."
model_high_confidence_disagreement,Fasilitas,none,negatif,0.9236,13606,Traveloka,Hotel Santika Mega City Bekasi,10/26/2016,17,"air conditioner kamar kurang dingin di 620, saya pesan kamar deluxe! tapi itu deluxe atau superior ya?"
model_high_confidence_disagreement,Pelayanan,negatif,none,0.9228,14542,Traveloka,Hotel Santika Tasikmalaya,8/17/2016,12,tisu toilet dan wajah jaringan tidak tersedia pada malam kedua saya tinggal.
model_high_confidence_disagreement,Fasilitas,netral,negatif,0.9211,2860,Agoda,Hotel Santika Depok,3/22/2017,89,"lokasi di mall dengan banyak pilihan restoran bahkan departemen store. air minum yang disediakan lebih banyak dari standar hotel lain, yaitu 4 botol dengan ukuran sedang. kenyamanan tidur sangat memuaskan dengan bed yang sangat nyaman dan 2 bantal yang nyaman di masing masing bed (twin). kondisi kamar sangat bersih dan fasilitas kamar mandi juga lengkap. yang cukup mengganggu adalah suhu air shower yang sangat tidak stabil, panas dingin bergantian. namun yang paling mengecewakan untuk kami adalah fasilitas wi-fi yang amat sangat lambat, bahkan tidak bisa kami gunakan sama sekali."
model_high_confidence_disagreement,Makanan,positif,netral,0.9211,1834,Agoda,Hotel Santika Cirebon,2/7/2024,51,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya."
model_high_confidence_disagreement,Fasilitas,netral,positif,0.9207,4486,Tiket,Hotel Santika Mega City Bekasi,7/8/2024,10,akses mudah ke tempat-tempat terkenal. parkir nyaman. suasana kolam tenang.
model_high_confidence_disagreement,Kenyamanan,none,positif,0.9194,1184,Agoda,Hotel Santika Bogor,3/14/2012,24,ruangan itu bersih dan nyaman. kualitas makannya tidak bagus untuk makan malam tapi cukup bagus untuk sarapan. layanan binatu buruk - setrika perlu ditingkatkan.
model_high_confidence_disagreement,Fasilitas,positif,negatif,0.9184,1808,Agoda,Hotel Santika Cirebon,9/11/2024,13,"mudah untuk mendapatkan makanan, kolam renang harus lebih dibersihkan, taman harus lebih bersih."
model_high_confidence_disagreement,Kenyamanan,none,negatif,0.9178,750,Agoda,Hotel Santika Bogor,6/12/2025,97,"perdana stay, pasca drop off di lobby, effortnya susah cari parkir, untungnya ada akses dari dalam mall ke dalam hotel. request connecting room, hanya dapat 1 aksesdoor masing², jadi repot kalau mau naik lantai izin staf bantu tap lift. minus hairdryer aja, dan tidak ada dispenser air, exhaust fan kamarmandi tidak terasa sirkulasinya, bantal kempes, cahaya kurang terang. plusnya ada hiburan smarttv dan wi-fi superngebut. breakfastnya b aja, wafflenya rasa adonan pukis, dan roti tawar terlihat kurang fresh, tapi westernfoodnya lumayan enak. pelayanan staf fo kurang senyum, dan jangan lupa bawa struk parkir untuk stamp free parking."
model_high_confidence_disagreement,Kenyamanan,none,positif,0.9176,1385,Agoda,Hotel Santika Bogor,4/12/2024,19,"hotel bersih dan nyaman, overall baik banget, hanya parkir kendaraan yang kurang baik karena kalau keluar cari2 petugasnya dulu"
model_high_confidence_disagreement,Makanan,none,netral,0.9175,838,Agoda,Hotel Santika Bogor,7/29/2024,10,"lokasi dekat dengan mall shg mudah untuk cari makanan, ,"
model_high_confidence_disagreement,Kebersihan,netral,negatif,0.9174,105,Agoda,Hotel Santika Bandung,8/19/2024,41,"hotel yang termasuk sudah legendaris ini terletak di pusat kota, mall hanya tinggal melangkah kesebrang, staf yang ramah, kebersihan cukup baik, hanya sedikit yang perlu diperhatikan yaitu mengganti seprai tidur yang nampak sudah tua dan ada noda yang tidak dapat dibersihkan."
model_high_confidence_disagreement,Makanan,none,positif,0.9173,2212,Agoda,Hotel Santika Cirebon,6/17/2019,27,salah satu hotel yang biasa saya pesan apabila ke cirebon. harga tidak terlalu mahal. lokasi juga bagus. pelayanan staffnya bagus. breakfastnya banyak dan enak. kolam renangnya baik.
model_high_confidence_disagreement,Kenyamanan,none,negatif,0.9153,3979,Tiket,Hotel Santika Bandung,2/21/2024,18,"hotel lama toilet sudah direnovasi, breakfast lumayan minusnya sprei dan handuk sudah agak lusuh, sangat kurang colokan listrik."
model_high_confidence_disagreement,Fasilitas,none,positif,0.9151,8936,Traveloka,Hotel Santika Cirebon,10/2/2024,11,staf sangat ramah dan membantu. fasilitas untuk kursi roda tersedia. recommended.
model_high_confidence_disagreement,Fasilitas,positif,negatif,0.9147,1783,Agoda,Hotel Santika Cirebon,3/31/2025,7,service bagus banget tapi fasilitas perlu peremajaan
model_high_confidence_disagreement,Kenyamanan,none,positif,0.9128,7505,Traveloka,Hotel Santika Bogor,11/29/2023,23,"hotelnya sangat bagus, kamarnya sangat memuaskan. apalagi waktu sarapan pagi. menu komplit dan enak-enak banget. pelayanannya juga ramah-ramah dan selalu full senyum maze."
model_high_confidence_disagreement,Fasilitas,none,negatif,0.9115,7823,Traveloka,Hotel Santika Bogor,12/30/2020,164,"review dikit menginap disana. pegawai ramah semua. check-in dan check-out cepat. kamar sama kaya di gambar. minta request jendela dengan view dikasih. complimentary kamar free. air conditioner dingin. water heater dan exhaush fan baik. malam hari saya minta tolong pihak dapur untuk hangat makanan dilayani dengan baik dan cepat, sedikit saran, tempat sampah dikamar dan dikamar mandi kalau bisa bukanya yang di tekan pake kaki, gang yang tutupnya bisa di copot gt soalnya jadi dimaenin anak yang belum paham kalau itu tempat sampah. terus untuk kamar mandinya tidak ada sabun cair untuk cuci tangan, dikasihnya malah yang batang. agak repot ya. ini hotelnya tempel banget sama botani, karena covid, bayi gabisa masuk sana. tapi nyari makan banyak, bisa gojek dan enak-enak ko. parkiran juga gabung sama mal. buat yang menginap disana jangan lupa tiket parkirnya distempel sama pihak hotel biar free. untuk breakfast kurang variatif menunya, apalagi untuk rotinya, dikit banget. tidak ada roti tawar dan selai. overall baik ko. 8/10. terima kasih ya."
model_high_confidence_disagreement,Fasilitas,netral,negatif,0.9111,5076,Tiket,Hotel Santika Mega City Bekasi,12/12/2021,27,"bagus place for stay, sayangnya pas stay ada acara nikahan jadi lumayan ganggu sampai ke kamar. lt 10 water heater tidak panas + shower cuma nyata sebagian"
model_high_confidence_disagreement,Makanan,none,netral,0.9093,8085,Traveloka,Hotel Santika Bogor,3/13/2019,11,"cemilan di kala sore, santika tau how to treat their customers"
model_high_confidence_disagreement,Makanan,negatif,netral,0.9062,7023,Traveloka,Hotel Santika Bandung,1/20/2016,43,"lokasi bagus walaupun hotel lama tapi terawat, hanya saja hairdryer tidak built in di kamar mandi, refill breakfast agak lama padahal tidak musim liburan. selain itu pelayanan hotel bagus, harus siap di renov untuk bersaing dengan hotel sekitar karena secara lokasi sudah menjanjikan"
model_high_confidence_disagreement,Makanan,none,positif,0.9014,1263,Agoda,Hotel Santika Bogor,9/25/2012,41,"pilihan sarapannya beragam, dari western hingga indonesia, dan saya pesan telur dadar dan rasanya enak. ini setara dengan hotel bintang 4. lokasinya berada dalam jarak berjalan kaki ke kolam renang, pusat perbelanjaan, dan kebun raya. ruangannya luas dan saya bisa bersantai."
model_high_confidence_disagreement,Harga,none,negatif,0.8998,10193,Traveloka,Hotel Santika Depok,6/1/2022,19,"akses masuk susah nyarinya pake map, parkiran kecil, palayanan kurang, fasilitas kamar tidak sesuai dengan harga, kamar ada kecoak."
model_high_confidence_disagreement,Pelayanan,none,positif,0.8997,9497,Traveloka,Hotel Santika Cirebon,7/26/2017,18,"bagus ruangan, layanan besar, bagus, besar dan bersih kolam renang. kami berenang di malam hari dan itu bagus"
model_high_confidence_disagreement,Fasilitas,positif,netral,0.8982,4235,Tiket,Hotel Santika Mega City Bekasi,12/4/2025,14,kamar bersih dan terawat dengan baik. parkir terang. fasilitas modern. staf ahli dan ramah.
model_high_confidence_disagreement,Pelayanan,negatif,positif,0.8976,12637,Traveloka,Hotel Santika Mega City Bekasi,1/2/2019,123,"saya pesan superior king, karena sesuatu hal di free upgrade ke deluxe king. kamar tidak ada kulkas, lemari, bath tub. baru dapat fasilitas tsb sprtinya di kelas premier. wi-fi tidak bisa digunakan. kartu akses hnya bisa diberikan 1 dan ini menyulitkan, terutama karena berpergian bersama anak2. agak sulit menghubungi fo, beberapa kali telpon tidak diangkat. banyak hal yang tidak sesuai dengan buku hotel information. balkon yang jdi nilai tambah kamar deluxe, ternyata dikunci, dan kunci tidak bisa ditinggal di kamar. yang jadi nilai tambah adalah karyawannya ramah, akses yang mudah ke mall mega city, dan menu breakfastnya benar2 kualitas santika: enak dan amat bervariasi. kamarnya juga luas, semua fasilitas lain sprti ac- tv- bathroom shower-electric pot, berfungsi baik. ada kolam renang dan gym."
model_high_confidence_disagreement,Makanan,none,positif,0.8972,11601,Traveloka,Hotel Santika Depok,10/14/2015,26,hotel ini cukup bagus. dan itu terletak di sebelah mal. sarapan sangat nyaman. salah satu downside adalah wi-fi yang connectionyou tidak bisa streaming youtube di sana.
model_high_confidence_disagreement,Harga,none,positif,0.8968,629,Agoda,Hotel Santika Bandung,4/30/2013,17,"saya puas dengan memilih hotel santika ini, lokasi yang strategis, room service dengan valuable price, makanannya enak."
model_high_confidence_disagreement,Pelayanan,none,positif,0.8962,1819,Agoda,Hotel Santika Cirebon,5/12/2024,38,"semua pelayan sangat ramah, kamar nyaman dan bersih, menu makan pagi ckup bervariasi dan enak. akses ke hotel cukup mudah dan bukan di jalur macet. dan yang sangat menarik adalah pagi pagi mobil di cuci dari pihak hotel."
model_high_confidence_disagreement,Pelayanan,none,positif,0.8953,6158,Traveloka,Hotel Santika Bandung,10/27/2021,7,"proses cek in mudah, fasilitas biasa saja."
model_high_confidence_disagreement,Fasilitas,netral,none,0.8945,1607,Agoda,Hotel Santika Bogor,2/9/2013,111,"datang kedua kalinya ke santika, saya dan keluarga memang tiba terlalu awal (jam 09: 00) dibandingkan jam check in. front desk menyatakan jam check in jam 14: 00. saya dan keluarga (dengan dua ana kecil) akhirnya memustuskan jalan-jalan ke mall dan kebun raya sembari berpesan untuk dihubungi jika kamar sudah siap. hal yang sangat disesalkan ialah seolah-olah front desk meminta untuk check in jam 14: 00 meski kamar sudah siap. ya memang aturan hotel sih. cman saya berkali-kali nginap di berbagai hotel, mereka tidak keberatan sama sekali untuk early check in kalau memang kamar available. secara overall, tinggal di santika cukup nyaman. fasilitas kamar, shower, menu breakfast cukup membuat kami betah."
model_high_confidence_disagreement,Lokasi,none,negatif,0.8935,12238,Traveloka,Hotel Santika Mega City Bekasi,6/10/2020,229,"pada dasarnya hotel ini sudah bagus baik dalam pelayanan, hanya saja kenyamanan kami menginap terganggu dengan 1 kamar yang terlalu berisik pada saat menginap. anak kecil berlarian di lorong orang tuanya malah ngobrol di depan kamar dengan suara yang aga keras. tidak hanya pagi, siang, sore dan malam saja bahkan tengah malam sekitar jam setengah 12 lebih pun mereka masih saja berisik. sampai kami harus pindah kamar yang letaknya aga jauh karna masalah ini. setelah pindah kamar, suara tersebut tetap saja terdengar (anak kecil teriak orang tuanya ngobrol juga suara nya kencang). sangat amat menganggu kenyamanan kami menginap disini. kami ingin menginap dengan nyaman, tapi terganggu tidur kami hanya karna 1 kamar yang tidak tahu bagaimana harus bersikap menjadu tamu juga yang menginap di hotel ini. ketika kami komplain dengan pihak hotel sampai beberapa kali karna kejadian tersebut terulang terus, tapi pihak hotel hanya menelpon kamar tersebut saja terus menerus, tidak ada sanksi tegas yang diberikan. pindah kamar dengan beda lantai kembali katanya sudah tidak bisa karna sudah memasuki malam hari tidak ada tindak lanjutnya lagi. lain kali pihak hotel seharusnya bisa memberikan ketegasan kepada tamu yang seperti itu, jangan hanya cuma menegur lewat telpon saja ke kamar tersebut. kalau sudah 3x ditegur lewat telpon, seharusnya untuk ke 4x nya diberikan sanksi tegas agar tamu lainnya nyaman untuk beristirahat. itu saja yang membuat kami kecewa menginap disini. terima kasih"
model_high_confidence_disagreement,Fasilitas,none,negatif,0.8931,7837,Traveloka,Hotel Santika Bogor,11/11/2020,19,"pas cek in kunci kamar tidak bisa di buka, jadi kami harus menunggu lama untuk mengganti kartu kunci nya"
model_high_confidence_disagreement,Kebersihan,none,positif,0.8918,8901,Traveloka,Hotel Santika Cirebon,5/21/2025,50,"hotel santika memang pilihan tepat sebagai akomodasi saat melakukan perjalanan dinas. lokasinya yang berada di tengah kota membuat perjalanan dari hotel ke lokasi tujuan sangat mudah dicapai, lebih lanjut ada pelayanan tambahan karena setiap pagi dicuci secara cuma-cuma sehingga mobil kami tetap bersih sehingga terlihat professional saat sampai di kantor."
