ID_Review,Platform,Nama_Hotel,Review_Date,review_word_len,review_char_len,num_present_aspects,Text_Review,Lokasi,Kenyamanan,Pelayanan,Kebersihan,Harga,Makanan,Fasilitas
49,Agoda,Hotel Santika Bandung,7/8/2025,103,727,7,"hotel tua tapi nyaman untuk ditinggali. terasa homey, lobi dan restorannya bikin betah. terdapat fasilitas sepeda gratis. saya pakai bersama kedua anak saya untuk jalan-jalan keliling, mengunjungi sate dan factory outlet terdekat, jalan-jalan. nyaman dan strategis. sarapannya biasa saja, dengan pilihan makanan tradisional yang cukup lengkap. tersedia bakery, snack gurih, kopi mesin espresso, bubur ketan, mie, dan salad lengkap. kamarnya bersih dan tvnya baik, besar. kita seharusnya tinggal di sini selama 2 malam. dekat dengan supermarket, martadinata. cocok untuk nongkrong, bip. lain kali kami akan kembali ke sini lagi. kebetulan harganya murah di hari biasa. weekend masih standar. terima kasih santika. stafnya ramah.",positif,positif,positif,positif,positif,netral,positif
548,Agoda,Hotel Santika Bandung,6/19/2017,94,658,7,"walau hanya menghabiskan dua hari dan satu malam di santika bandung, saya mendapat pengalaman yang memuaskan. konsep desain bangunan yang terbuka membuat angin sejuk berhembus dari lobby, restoran sampai lorong-lorong depan kamar. berjalan-jalan di dalam dan sekitran lobby saat siang atau malam begitu sejuk. banyak sekali tempat nongkrong, jajanan sampai restaurant di sekitar lokasi hotel. restoran nyaman dengan begitu banyak pilihan untuk sarapan. harga room service pun tidak terlalu mengila. kolam renang bersih, jernih, besar dan dalam. ada petugas di area kolam renang. kamar deluxe king bersih, walau terasa tua. untuk keluarga, rekomendasi tinggi!",netral,positif,netral,positif,netral,positif,positif
4053,Tiket,Hotel Santika Bandung,4/25/2018,89,579,7,"lokasi hotel ini juara, dekat ke jalan riau/dago bawah kalau mau jalan-jalan ke fo, mau ke mall tinggal nyeberang ke bandung indah plaza. pas saat kedatangan, disambut concierge sigap membawakan tas, pelayanan cek in cepat, kondisi kamar bagus, spt habis di renov, televisi lcd, ada kulkas mini, shower berfungsi, wifii juga kenceng di kamar. untuk sarapan khas santika, menu lengkap ada tradisional/modern. parkir mobil ada di basment, topnya lagi mobil dicuci bersih gratis, jadi pagi nya kalau mau jalan-jalan mobil sudah kinclong. boleh jadi pilihan kalau menginap di bandung",positif,positif,positif,positif,positif,positif,positif
1272,Agoda,Hotel Santika Bogor,5/25/2011,84,577,7,hotel ini berada di lokasi yang sangat bagus. berwisata menginap nyaman karena bersebelahan dengan terminal bus damri yang merupakan layanan bus langsung dari bandara jakarta. lihat saja ke atas dan anda akan melihat tanda nama hotel. jaraknya sangat dekat dengan berjalan kaki. dan hotelnya bersebelahan dengan pusat perbelanjaan botani square. makanan dan makan bisa dipilih sesuai keinginan. hotel atau kamarnya sendiri bersih. ada wi-fi gratis untuk digunakan. tapi saya tidak mencoba sarapan karena bangun kesiangan. _! tidak apa-apa untuk kunjungan pertama saya di bogor.,netral,positif,netral,positif,positif,netral,positif
10122,Traveloka,Hotel Santika Depok,11/1/2023,80,544,7,"kami mendapatkan pengalaman menginap yang luar biasa bersama santika depok. anak-anak kami sangat senang. dan saat ini sedang berpikir untuk kembali lagi untuk perjalanan kami berikutnya ke indonesia. + lokasi bagus, harga terjangkau, kolam renang bagus, sarapan enak, tempat tidur super nyaman, pemandangan epik dari lv 27, staf sangat ramah, sopan dan penuh hormat, kamar mandi layak, kamar tidur bersih, properti ini memiliki koneksi langsung ke mal sehingga sangat nyaman bagi kami. keseluruhan: luar biasa! terima kasih banyak! -tidak ada.",positif,positif,positif,positif,positif,positif,positif
121,Agoda,Hotel Santika Bandung,6/1/2024,74,492,7,"(+) hotel sudah terlihat tua namun terkesan vintage karena fasilitas yang masih mumpuni, kebersihan baik, staf yang sangat ramah membantu, pilihan breakfast yang cukup beragam enak, lokasi pun sangat trategis namun tidak bising. high value for money, menurut saya rate murah namun bisa dapat fasilitas pelayanan yang cukup mewah. (-) timing menginap kurang pas, karena lift sedang rusak diperbaiki. jadi harus naik tangga darurat dari basement. definitely will come back when i visit bandung.",positif,positif,positif,positif,positif,positif,negatif
339,Agoda,Hotel Santika Bandung,10/11/2013,65,454,7,"secara keseluruhan pengalaman menginap ini menyenangkan, satu-satunya kekurangan adalah waktu check-out yang terlambat. saya diberitahu bahwa waktu checkout adalah jam 2 siang, tetapi kamar belum siap sampai sekitar jam 14. 30 kamarnya bersih, nyaman dengan internet gratis dengan koneksi yang baik. pilihan sarapannya enak, dan hotelnya terletak di pusat kota. saya akan tinggal di sana lagi dan akan merekomendasikan hotel ini kepada teman dan keluarga",positif,positif,netral,positif,positif,positif,positif
4055,Tiket,Hotel Santika Bandung,8/28/2017,64,436,7,"dengan harga yang reasonable, saya rasa hotel ini mempunyai semua yang saya butuhkan. akses yang mudah kemana-mana, kamar hotel yang nyaman dan bersih, serta fasilitas hiburan yang cukup memadai. pelayanan juga lumayan bagus. dan terlebih lagi mempunyai fasilitas dan pelayanan dengan standart yang sama, jadi tidak terlalu asing dengan cabangnya di kota lain karena saya sendiri sangat sering traveling dan selalu menginap di santika. ",positif,positif,positif,positif,positif,netral,netral
5380,Tiket,Hotel Santika Bogor,4/27/2022,59,372,7,"lokasi strategis di jalan utama dan terkoneksi dengan mall botani square, menu sahur enak namun kurang variasi dan porsinya. staf hotel ramah, kamar deluxe luas, bersih dan wi-fi kencang. terima kasih diberikan free early check-in sebelum jam 2 siang. sudah ada cap hotel di karcis parkir, namun tetap ditagih oleh petugas loket mall botani, dengan alasan sudah di enter. ",positif,positif,positif,positif,positif,netral,positif
92,Agoda,Hotel Santika Bandung,11/5/2024,48,325,7,"pelayanan ramah dan fast respon jika butuh sesuatu, fasilitas lengkap, sarapan juga baik, hanya kebersihan fasilitas umum dan kamar mandi yang perlu lebih diperhatikan, next insya allah saya akan memilih tempat ini lagi dan mungkin di lokasi lain saya akan memilih santika, harga bersahabat, pelayanan dan fasilitasnya bagus.",netral,netral,positif,negatif,positif,positif,positif
3828,Tiket,Hotel Santika Bandung,3/25/2019,26,187,7,kamar dan makanan baik kualitasnya. kolam renang cukup bersih. harga sesuai dengan kualitas. lokasi strategis. resepsionis dapat memberikan referensi tempat makan di luar hotwl yang baik.,positif,positif,positif,positif,positif,positif,netral
6150,Traveloka,Hotel Santika Bandung,11/24/2021,25,163,7,"check in cepat mudah tanpa deposit. kamar bersih, cukup luas, dan rapi. breakfast standar seperti hotel lainnya. lokasi strategis. pool kecil, berada di lantai. 1.",positif,positif,positif,positif,negatif,netral,netral
6262,Traveloka,Hotel Santika Bandung,12/4/2019,627,4059,6,"kamarnya bagus. jika saya perlu berkomentar tentang tidak ada rak handuk di kamar mandi (biasanya dipasang di atas toilet / wc di mana rumah tangga biasanya menyimpan handuk bersih dan terlipat di sana, saya pikir ini lebih baik daripada menggantung handuk bersih di pintu kamar mandi), tapi semuanya baik. bukan masalah besar. inilah kisah saya (tidak terkait dengan rak handuk). saya memesan 2 jenis kamar. kamar eksekutif melalui traveloka dan kamar deluxe melalui tur saya. pengalaman check in tidak memuaskan saya. sebelum kedatangan saya, saya melakukan 2 kali kontak ke tim kantor depan untuk membantu permintaan saya untuk kedua kamar yang saya pesan untuk ditempatkan di lantai yang sama. karena saya bepergian dengan keluarga, kamar kedua adalah untuk ibu saya, bayi saya yang berumur 7 bulan, dan pengasuhnya. saya perlu (tentu saja) dekat dengan mereka. panggilan pertama yang saya lakukan pada hari sebelumnya dan panggilan kedua yang saya lakukan pada malam sebelum kedatangan saya, untuk memastikan permintaan dan pengaturan saya diatur dengan baik. saya lupa nama staf yang menerima telepon saya. panggilan pertama saya diterima oleh staf wanita, dan panggilan kedua saya diterima oleh staf pria. keduanya adalah staf kantor depan. staf laki-laki bahkan memberikan solusi untuk meletakkan kamar saya tidak hanya di lantai yang sama tetapi juga menghubungkan. jujur saya merasa baik sejauh ini. saya tiba jam 13. 30. saya datang ke meja depan dan tidak ada kamar saya yang siap. lebih buruk lagi, ternyata mereka meletakkan kamar saya di lantai yang berbeda. lantai 1 dan 3. (? ) saya kemudian memberi tahu mereka bahwa ini telah diminta 2 kali dan saya bahkan memastikan pada malam sebelumnya. mereka dengan tegas meminta mereka untuk meletakkan kamar saya di lantai yang sama dan paling tidak saling berdekatan. di sini saya mempertanyakan di mana kamar terhubung yang disarankan oleh staf laki-laki pada malam sebelumnya (? ), mengapa anda melanggar apa yang anda sarankan? memahami bahwa waktu check-in adalah pukul 14. 00 tetapi 3 tamu check-in dengan mudah setelah saya, mendapatkan kamar mereka langsung. ketika saya bertanya lagi ke fo, dia mengatakan kamar saya belum siap karena saya meminta untuk mengubah kamar berada di lantai yang sama. (? ) saya kemudian memberi tahu mereka lagi bahwa saya telah memintanya lebih awal. saya memastikan sendiri pada malam sebelumnya. dan seorang wanita di meja depan memberi tahu saya bahwa ketika pengaturan telah dibuat, tim rumah tangga sedang istirahat sholat jumat. (? ) saya tidak begitu mengerti jawaban (atau alasan) apa yang dia coba jelaskan kepada saya, masih saya harus menunggu sekitar 20-30 menit untuk menyiapkan kamar saya. setelah kamar siap, mereka hanya memberi saya 1 kartu kunci untuk setiap kamar. ketika saya meminta kartu kedua, mereka meminta deposit. pada malam hari, ketika saya akan pergi keluar, saya datang ke staf laki-laki di meja depan, bertanya mengapa kami hanya mendapat 1 kartu kunci dan dia menjawab karena kamar hotel penuh dan ditempati (? ). jawaban (atau alasan) lain yang benar-benar di luar dugaan saya karena santika hotel group. anda tidak memiliki cukup kartu kunci? bagaimana anda menangani hunian penuh pada pemesanan akhir pekan grup / keluarga sebelumnya? atau apakah ini adalah rumah penuh akhir pekan pertama anda yang baru saja anda alami sepanjang waktu hotel anda beroperasi? kamar untuk 2 orang, ini adalah standar. anda lebih baik memberikan 2 kartu kunci untuk setiap penghuni. itu saran. sebagai tamu, saya perlu alasan untuk memberikan penjelasan. selama penjelasannya bisa dimengerti dan logis, saya tidak akan menulis kata-kata yang panjang dan panjang ini. saya kemudian mengembalikannya kepada anda, manajemen santika sayang, apa yang akan anda lakukan jika anda berada di posisi saya? saya pikir layanan semacam ini perlu ditingkatkan. di atas segalanya, saya dapat memuji kesopanan staf anda meskipun mereka mungkin tidak memberikan penjelasan secara rasional. secara keseluruhan, saya menginap 2 malam di samping pengalaman itu.",positif,netral,positif,positif,negatif,none,netral
2172,Agoda,Hotel Santika Cirebon,9/1/2022,305,1991,6,"secara keseluruhan ketika menginap di hotel santika cirebon sangat menyenangkan terutama untuk anak saya, dia sangat menikmati sekali hotelnya. mulai dari pertama kali datang (padahal posisi sudah malam sekitar jam 21. 30 wib) saya dibantu sekali bawaan barang oleh security didepan dan diarahkan untuk parkir mobil saya yang tidak begitu jauh dari lobby. kemudian proses check in yang ramah dari staf front desk tetapi hanya saja untuk area lobby anak dan istri saya mendapati di gigit nyamuk ya mungkin karena area lobby nya termasuk semi outdoor, dan kemudian dibantu diarahkan ke kamar dan dibawakan barang oleh security tadi sampai kekamar (meskipun harus dibantu security tadi untuk buka access pintu kamar karena modelnya agak old style). ketika masuk kekamar kondisi kamar untuk hotel lama termasuk masih terawat dengan baik terutama dari aroma kamar yang tidak sumpek atau apek, ya meskipun beberapa spot memang harus ada treatment, untuk view kebetulan saya mendapatkan pool view (nice anak saya suka). kemudian saya memesan room service, ya meskipun alternatif menu yang tersedia terbatas tetapi untuk kecepatan dan ketepatan menu yang dipesan baik dan untuk rasa masih acceptable dan lagi lagi anak saya suka. dan ketika masuk ke area kamar mandi dan saya membuka pintu lemari saya mendapati ada 2 nyamuk yang terbang yang untungnya 2 nyamuk itu tidak sampai mengganggu kenyamanan. untuk area kamar mandi cukup baik kondisinya, kondisi air panas tersedia dengan baik area mandi maupun wastafel, meskipun rain showernya tidak berfungsi hanya mengandalkan hand shower. untuk kenyamanan tidur dan beristirahat cukup baik dan nyaman, entah karena kamar yang kedap atau memang kamar kamar lain tidak terisi tamu lain. untuk keesokan harinya cukup menyenangkan juga tidak ada sesuatu hal yang mengganggu. mulai dari sarapan yang enak meskipun varian tidak terlalu banyak dan lagi lagi anak saya sarapan cukup banyak. kondisi kolam renang yang bersih rapi disertai dengan fasilitas ayun",negatif,netral,positif,positif,none,positif,netral
405,Agoda,Hotel Santika Bandung,2/17/2012,237,1595,6,"saya memilih hotel ini karena lokasinya, terletak dalam jarak berjalan kaki ke jalan riau, salah satu jalan paling terkenal untuk berbelanja di factory outlet. saya melihat gambar kamar dan fasilitas yang tampak modern dan bagus. di pagi hari saya menerima email dari eksekutif penjualan hotel. pesannya sangat ramah dan informatif, dia bahkan memberi saya peta bandung. pesannya ""hotel santika bandung semuanya sudah direnovasi total baik interior maupun eksteriornya. untuk lantainya kita tidak lagi menggunakan karpet tapi sekarang menggunakan parket. "" check in hotelnya tenang mudah, lobinya bagus, tapi masalah mulai setelah itu. liftnya cuma muat 3 - 4 orang, tua dan bau. area umum selain lobi juga tua dan bau. kamarnya mengecewakan, lebih seperti furnitur finishing baru, televisi lcd sekitar 22"" lebih kecil dari monitor komputer saya, kamar mandi tidak direnovasi, bak mandi dan lemari tua. ada aksesoris baru tapi terlihat murahan dan tidak bermerek. bagaimana mereka bisa bilang sudah direnovasi total? dan akhirnya kaget, kaget bukan lantai karpet tapi juga lantai parket. itu lantai keramik motif kayu. keramiknya paling buruk dari karpet, harganya juga lebih murah, keras dan dingin di malam hari. kebanyakan hotel baru di bandung sudah menggunakan lantai marmer sekitar 10 kali lipat lebih mahal daripada keramik. secara keseluruhan saya mencoba sangat menyukai hotel ini. saya percaya jika mereka tidak memberi saya informasi yang menyesatkan, hotel ini dapat dinilai sebagai rata-rata tetapi karena menyesatkan - mengakui - maka tidak mengucapkan sepatah kata pun sesudahnya.",positif,negatif,positif,netral,netral,none,netral
2005,Agoda,Hotel Santika Cirebon,1/8/2013,227,1580,6,"hotel ini terletak cukup jauh di pusat kota cirebon sehingga dari segi jarak, mudah untuk berkeliling. namun, kuncinya adalah menemukan alat transportasi yang baik dan dapat diandalkan. taksi terkadang tidak mau menggunakan argo, sehingga harus melakukan tawar menawar dengan supir terlebih dahulu - hal yang menyebalkan terutama jika anda bepergian dengan rombongan yang membutuhkan lebih dari 1 mobil. hal yang paling bijaksana untuk dilakukan dalam situasi seperti ini adalah meminta pihak hotel mengatur transportasi untuk anda. mereka memiliki beragam mobil (dengan supir) yang bisa disewa untuk membawa 6-8 penumpang dengan harga terjangkau. dan jika anda hanya ingin perjalanan singkat ke restoran atau tempat lain yang dekat, hotel ini bahkan memberi anda layanan antar-jemput gratis! saya sarankan anda memberikan tip / persen kepada pengemudi untuk layanan ini (beberapa pengemudi juga bekerja di petugas). ruangannya sendiri lumayan, lumayan bersih, air mengalir tidak ada kendala. kolam renangnya bagus dan buka sampai jam 9 malam, jadi saya berenang malam yang menyenangkan. sarapannya lumayan dengan pilihan makanan tradisional, barat, dan oriental. namun, gym perlu perbaikan besar-besaran. beberapa peralatan terlihat lebih tua dari saya: ). terima kasih tuhan untuk kolam renangnya. jika anda benar-benar ingin tetap membakar kalori selama liburan, gunakan tangga darurat untuk naik ke lantai kamar dan turun. tangga darurat memiliki penerangan yang baik, terawat, dan terletak tepat di sebelah lift. saya tinggal di lantai 5 dan menggunakannya sepanjang waktu: )",netral,none,netral,positif,positif,netral,positif
10460,Traveloka,Hotel Santika Depok,5/15/2019,220,1413,6,"saya menginap di hotel ini menempati kamar 2746 di lantai 27 sisi negatifnya dari hotel ini, 1. parkiran yang agak sulit karena jadi 1 dengan pengunjung mal dan apartemen. 2. air conditioner kamar kurang dingin. 3. kamar mandi tidak ada pemisah antara tempat kering dan basah, jadi tempat yang seharusnya kering jadi basah karena kena air mandi dan sepertinya harus ada penanganan khusus buat lantai kamar mandinya. 4. selama. sangat berisik sekali dengan suara benda yang saling berbenturan, sepertinya suara lift karena begitu saya mau check-out saya perhatikan lift hotel ini mengeluarkan suara yang sama seperti apa yang saya dengar. 5. sepertinya sop dari hotel hanya menyediakan 1 sikat gigi, karena sebelum saya menginap saya baca review tamu lain punya keluhan hanya dapat 1 sikat gigi, dan itu terjadi sama saya sisi positifnya. 1. check-in dan check-out sangat cepat, dan petugasnya sangat ramah. 2. wifinya kencang. 3. sarapannya sangat enak, dan banyak sekali pilihannya. 4. kamar saat saya masuk bersih dan wangi. 5. pemandangannya cukup bagus terlebih dari posisi kamar paling atas, bisa liat kota depok dari ketinggian. 6. hotel memiliki akses langsung ke dalam mal, di dalam mal sendiri banyak pilihan makanan, dan bioskop yang tentunya bisa dipesan juga melalui situs traveloka sepertinya kalau ada kesempatan untuk menginap di depok saya akan kembali menginap, terima kasih hotel shantika depok.",positif,negatif,positif,positif,none,positif,positif
