review_id,platform,hotel_name,text_review,text_review_original,date
2685,Agoda,Hotel Santika Cirebon,"kamar bagus, , kamar mandi luas, , view mengahadap ke swiming pool. bagus abis","Kamar bagus ,, kamar mandi luas ,, view mengahadap ke swiming pool ... keren abisss",2013-01-07
2803,Agoda,Hotel Santika Depok,"kami tinggal di sini dua malam. taksi sulit menemukan pintu masuk hotel. lokasinya strategis di sebelah pusat perbelanjaan kecil dan ada toko serba ada di dekatnya. tata letak ruangannya aneh. air conditioner di ruang tunggu tetapi tidak di kamar tidur, jadi kami merasa tidur di cuaca panas cukup sulit. air conditioner bermasalah dan bocor. sofa di ruang santai perlu diganti karena bernoda berat dan tidak nyaman untuk diduduki. kamar mandinya tidak sebersih yang kami inginkan, tapi baik. sarapannya enak dengan makanan lokal yang sangat kami nikmati","We stayed here two nights. Taxis found it hard to find the Hotel entrance. It's conveniently located next to a small shopping centre and there is a convenient store nearby. The room layout was weird. Aircon in the lounge but not in the bedroom, so we found sleeping in the heat quite hard. Aircon was struggling and was leaking. The couch in the lounge room needed replacing it was heavily stained and not comfortable to sit on. The bathroom was not as clean as we would have liked but okay. Breakfast spread was good with local food that we really enjoyed",2025-01-10
2862,Agoda,Hotel Santika Depok,"seperti yang saya katakan sebelumnya, salah satu hotel terbaik di kota depok. jangan pernah meragukannya.","As I said before, one of the best hotels in Depok city. Never doubt about it.",2024-02-09
3044,Agoda,Hotel Santika Depok,"bagaimanapun, sarapannya luar biasa. anda bisa menikmati hidangan dari seluruh indonesia yang berubah setiap harinya. stafnya baik dan menyenangkan. ini adalah kunjungan saya yang kedua. saya berencana untuk tinggal di sana lagi lain kali. sayangnya, ini terkait dengan handuk. itu buruk. mempertimbangkan harganya, saya rasa saya tidak punya pilihan selain berkompromi.",とにかく朝食が素晴らしい。インドネシア各地の料理が日替わりで楽しめます。スタッフが親切で感じが良い。２回目の滞在です。次回も滞在する予定。残念なのはタオル関係。貧相です。価格からすると妥協するしかないかな。,2015-02-13
3064,Agoda,Hotel Santika Depok,"lokasi dan layanan staf keduanya bagus. tapi bau kamar mandinya agak menyengat jadi saya tutup pintu kamar mandinya. meski kecil, kecoa juga muncul.","위치, 직원의 서비스 모두 좋다. 근데 화장실 냄새가 좀 심해서 화장실 문을 닫고 있었음. 작지만 바퀴벌레도 나옴",2024-04-21
3088,Agoda,Hotel Santika Depok,"staf baik sangat membantu dan yang jelas fasilitasnya bagus, makanan enak","Staff baik sangat membantu dan yang jelas fasilitasnya bagus, makanan enak",2025-10-07
3185,Agoda,Hotel Santika Depok,"hotel sekelas santika msh kurang dalam fasilitas kamar, pelayanan bagus, untuk breakfast enak","Hotel sekelas Santika msh kurang dlm fasilitas kamar, pelayanan bagus, utk breakfast enak",2021-08-28
3356,Agoda,Hotel Santika Tasikmalaya,"hotel yang bagus dengan kolam renang, makanan lezat","Nice Hotel with swimming Pool, delicious food",2024-12-12
3435,Agoda,Hotel Santika Tasikmalaya,pemeliharaan perlu banyak ditingkatkan.,maintenance needs to improve a lot.,2018-06-15
3636,Agoda,Hotel Santika Tasikmalaya,bagus kalau nginap di hotel santika via agoda,Mantap klo nginap di Hotel Santika via agoda,2025-04-18
3647,Agoda,Hotel Santika Tasikmalaya,nyaman untuk staycation keluarga,Nyaman untuk staycation keluarga,2024-08-25
3754,Agoda,Hotel Santika Tasikmalaya,"harga pas, lokasi bagus, kamar bersih dan luas","Harga pas, Lokasi bagus , kamar bersih dan Luas",2017-04-13
3882,Agoda,Hotel Santika Tasikmalaya,"proses check-in cukup baik, termasuk handling travel bag. petugas hotel cukup ramah. minus: - lift (kapasitas 1500kg) sangat lambat, dan sering muncul peringatan ""overload"" walaupun cuma berisi 4 orang dewasa. - bangunan yang relatif baru, masih sering tercium aroma cat.","Proses check-in cukup baik, termasuk handling travel bag. Petugas hotel cukup ramah. Minus: - lift (kapasitas 1500kg) sangat lambat, dan sering muncul peringatan ""overload"" walaupun cuma berisi 4 orang dewasa. - bangunan yg relatif baru, masih sering tercium aroma cat.",2012-04-17
3943,Tiket,Hotel Santika Bandung,staf nya baik semua. tambhin menu nya biar lebih byk pilihan. 2 malam disini. menyenangkan. cuma sapet kamar ujung. kalau malem seremm ajahh. krna lorkng kamar nya open space. bukan sprti hotel2 saat ini. old nya dapet. nyaman. anak2 suka kolam nya. kr a tidak langsung kena sina mataharilihat lebih sedikit,Staf nya baik semua.. tambhin menu nya biar lebih byk pilihan. 2 malam disini.. menyenangkan. Cm sapet kmr ujung.. klo malem seremm ajahh.. krna lorkng kmr nya open space.. bukan sprti hotel2 saat ini. Old nya dapet.. nyaman. Anak2 suka kolam nya. Kr a ga langsung kena sina matahariLihat lebih sedikit,2025-09-13
3985,Tiket,Hotel Santika Bandung,"kamarnya cozy, akses ke kota nya dekat sekali, pelayanannya excellent","Kamarnya cozy, akses ke kota nya dekat sekali, pelayanannya excellent",2025-02-11
4013,Tiket,Hotel Santika Bandung,"tempat dekat rs dan riau juction. pelayanan ramah dan bersahabat. kebersihan baik hotel terjangkau, pilihan terbaik.","Tempat dekat RS dan riau juction.. pelayanan ramah dan bersahabat.. kebersihan oke Hotel terjangkau, pilihan terbaik.",2024-11-18
4063,Tiket,Hotel Santika Bandung,sinyal handphone baik. hidangan gurih yang nikmat.,Sinyal handphone baik. Hidangan gurih yang nikmat.,2024-05-23
4105,Tiket,Hotel Santika Bandung,"hotel bersih, pelayanan ramah.","Hotel bersih, pelayanan ramah..",2024-02-16
4140,Tiket,Hotel Santika Bandung,hotel nya bagus deket kemanah2 hotel nya bersih makanan nya enak,hotel nya bagus deket kemanah2 hotel nya bersih makanan nya enak,2022-08-29
4297,Tiket,Hotel Santika Bandung,"hotelnya nyaman kamarnya luas, bersih, lokasinya baik ada diantara mall jadi kalau mau beli makan dll gampang, sarapannya enak, pilihannya banyak. terima kasih santika bandung","Hotelnya nyaman kamarnya luas , bersih , lokasinya oke ada diantara mall jadi kalo mau beli makan dll gampang, sarapannya enak , pilihannya banyak. Terima kasih Santika Bandung",2025-01-13
4330,Tiket,Hotel Santika Bandung,"area yang nyaman. harga fantastis, pengalaman tak terlupakan. ada pilihan restoran di dalam hotel. staf yang luar biasa.","Area yang nyaman. Harga fantastis, pengalaman tak terlupakan. Ada pilihan restoran di dalam hotel. Staf yang luar biasa.",2024-01-22
4470,Tiket,Hotel Santika Bandung,tempat tidur anak nyaman. fasilitas up-to-date. suasana tropis di tepi kolam. resepsionis yang ramah dan sigap. menyediakan layanan shuttle ke pusat kota. menyediakan layanan shuttle ke pusat kota.,Tempat tidur anak nyaman. Fasilitas up-to-date. Suasana tropis di tepi kolam. Resepsionis yang ramah dan sigap. Menyediakan layanan shuttle ke pusat kota. Menyediakan layanan shuttle ke pusat kota.,2024-03-16
4503,Tiket,Hotel Santika Bandung,"lokasinya baik, namun hotel sudah terlalu usang, makanannya tidak enak","lokasinya baik, namun hotel sudah terlalu usang, makanannya tidak enak",2022-06-11
4561,Tiket,Hotel Santika Megacity Bekasi,"kamarnya bagus sangat bersih, segar, dan nyaman. taman yang terawat baik. ekonomis namun eksklusif.","Kamarnya Bagus Very clean, fresh, and comfortable. Well-maintained gardens. Economical but exclusive.",2026-01-13
4631,Tiket,Hotel Santika Megacity Bekasi,staf ramah anak. fasilitas mewah. staf yang ramah anak dan tulus.,Child-friendly staff. Luxurious facilities. Child-friendly and sincere staff.,2025-07-08
4666,Tiket,Hotel Santika Megacity Bekasi,parkir dengan pencahayaan yang bagus. kebersihan tidak tertandingi.,Parking with good lighting. Cleanliness is unmatched.,2025-04-09
4788,Tiket,Hotel Santika Megacity Bekasi,"tipe kamar family nya asik. ada ruang tamu. kamar mandi luar. sayangnya agak sempit. tapi fasilitas baik. kamar bersih, sprei kasur juga bersih. breakfastnya standart.","Tipe kamar family nya asik. Ada ruang tamu. Kamar mandi luar. Sayangnya agak sempit. Tapi fasilitas oke. Kamar bersih, sprei kasur juga bersih. Breakfastnya standart.",2024-08-28
4827,Tiket,Hotel Santika Megacity Bekasi,ini mah sudah jelas bagus n ya,Ini mah udh jelas keren n ya,2024-07-14
4849,Tiket,Hotel Santika Megacity Bekasi,strategis dan di atas mall,Strategis dan di atas mall,2024-06-09
4871,Tiket,Hotel Santika Megacity Bekasi,lounge nyaman banget. pelayan yang responsif dan ahli di bidangnya.,Lounge nyaman banget. Pelayan yang responsif dan ahli di bidangnya.,2024-05-06
5203,Tiket,Hotel Santika Megacity Bekasi,"waktu cek in tidak bisa lebih maju 1 jam alasan kamar full itu aja yang disayangkan, so far bagus semua","Waktu cek in ga bisa lebih maju 1 jam alasan kamar full itu aja yg disayangkan , so far bagus semua",2019-10-28
5295,Tiket,Hotel Santika Megacity Bekasi,"penginapan budget. dulu hampir setipa bulan pasti sempetin staycation disini. tapi sedih karna menu pizzanya gaada, padahal itu beneran best seller banget menurut ku. kembalikan menu pizzanya yaa ehehe","Penginapan budget. Dulu hampir setipa bulan pasti sempetin staycation disini. Tp sedih karna menu pizzanya gaada, padahal itu beneran best seller bgt menurut ku. Kembalikan menu pizzanya yaa ehehe",2024-03-07
5377,Tiket,Hotel Santika Megacity Bekasi,"baik, nyaman, fasilitasnya lengkap","baik, nyaman, fasilitasnya lengkap",2021-04-20
5439,Tiket,Hotel Santika Megacity Bekasi,"sedikit masukan ajh untuk toilet kamar nya bau gituh, tapi untuk keseluruhan sudah baik banget. bersih dan layanannya juga bagus.","Sedikit masukan ajh utk Toilet kamar nya bau gituh, tapi untuk keseluruhan udh ok banget. Bersih dan layanannya jg bagus.",2021-01-03
5461,Tiket,Hotel Santika Megacity Bekasi,lumayan cuma dapat kamar yang tidak bisa lihat view luar. ketutup tembok,Lumayan cuma dapat kamar yg ga bisa lihat view luar. Ketutup tembok,2025-01-02
5466,Tiket,Hotel Santika Megacity Bekasi,kebersihan di seluruh area hotel.,Kebersihan di seluruh area hotel.,2024-10-03
5665,Tiket,Hotel Santika Bogor,"jadi satu dengan mall dan masjid dekat, bagus","Jadi satu dengan mall dan masjid dekat, mantap",2024-04-30
5734,Tiket,Hotel Santika Bogor,"suka bermalam di hotel santika bogor, tidak berisik. suasana hotel yang sangat menyenangkan dan pelayanan yang memuaskan dan petugas ramah"". jadi suka tidur di hotel ini. semua fasilitas baik banget deh. makanannyapun enak""lihat lebih sedikit","suka bermalam di hotel santika bogor , tidak berisik . suasana hotel yg sangat menyenangkan dan pelayanan yg memuaskan dan petugas ramah"".... jadi suka tidur di hotel ini. Semua fasilitas ok banget deh ..makanannyapun enak""Lihat lebih sedikit",2022-04-03
5837,Tiket,Hotel Santika Cirebon,menyajikan hidangan khas daerah. keamanan parkir terbaik. hemat biaya.,Menyajikan hidangan khas daerah. Keamanan parkir terbaik. Hemat biaya.,2025-11-19
6078,Tiket,Hotel Santika Cirebon,hotel yang pas buat keluarga kolam renang nya enak banget buat anak2. lokasinya pas tengah kota deket mall. recomended deh,Hotel yang pas buat keluarga kolam renang nya enak bgt buat anak2.lokasinya pas tengah kota deket mall..recomended deh,2018-12-26
6671,Traveloka,Hotel Santika Bandung,"jika anda mau pesan kamar pastikan contoh gambar kamarnya. kalau anda hanya lihat di profil bisa kecewa, kecewa dan kecewa. tidak sesuai yang kita mau. setelah check-in baru tahu deh. dalamnya ternyata","Jika anda mau pesan kamar pastikan contoh gambar kamarnya. Kalau anda hanya lihat di profil bisa kecewa, kecewa dan kecewa. Gak sesuai yang kita mau. setelah check-in baru tahu deh. Dalamnya ternyata 😅😅😅😅😨😨😨",2019-03-02
6881,Traveloka,Hotel Santika Bandung,"officernya ramah, makanannya selalu enak","Officernya ramah, makanannya selalu enak",2017-11-18
7140,Traveloka,Hotel Santika Bandung,"lokasi strategis, menu breakfast cukup variasi, kamar nyaman and petugas ramah. sepadan dengan harganya. sayangnya wi-fi tidak berfungsi baik.","Lokasi strategis, menu breakfast cukup variasi, kamar nyaman and petugas ramah. Sepadan dengan harganya. Sayangnya Wi-Fi tidak berfungsi baik.",2017-01-21
7177,Traveloka,Hotel Santika Bandung,"hotel bagus, pelayanan memuaskan, sarapan enak. anak2 puas berenang, dan mobil dicuci. sangat berkesan","Hotel bagus, pelayanan memuaskan, sarapan enak. Anak2 puas berenang, dan mobil dicuci..sangat berkesan",2016-12-24
7198,Traveloka,Hotel Santika Bandung,lokasi strategis di tengah kota bandung,Lokasi strategis di tengah kota Bandung,2016-10-22
7321,Traveloka,Hotel Santika Bandung,"kecuali makanannya, semua baik dan bagus","Kecuali makanannya, semua ok dan bagus",2016-05-14
7415,Traveloka,Hotel Santika Bandung,"secara keseluruhan, pengalaman menginap cukup baik. namun, hotel ini sudah tua dan perlu direnovasi. keunggulan hotel ini adalah lokasinya yang strategis, dengan supermarket dan restoran tepat di depannya.","Secara keseluruhan, pengalaman menginap cukup baik. Namun, hotel ini sudah tua dan perlu direnovasi. Keunggulan hotel ini adalah lokasinya yang strategis, dengan supermarket dan restoran tepat di depannya.",2015-12-12
7508,Traveloka,Hotel Santika Bandung,ramah simpel dekat kemana mana,Ramah simpel Dekat kemana mana,2015-07-18
7690,Traveloka,Hotel Santika Bogor,"sudah beberapa kali menginap di santika hotel bogor. sejauh ini kemudahan akses saat cek in dengan pelayanan staf yang ramah, serta koneksi ke mal untuk pemenuhan keperluan dan kebutuhan selama menginap. keramahan staf dan berkomunikasi dengan baik. semoga bisa terus dipertahankan dan ditingkatkan. terima kasih atas pelayanan yang baik ini.","Sudah beberapa kali menginap di Santika Hotel Bogor. Sejauh ini kemudahan akses saat cek in dengan pelayanan staff yang ramah, serta koneksi ke mal untuk pemenuhan keperluan dan kebutuhan selama menginap. Keramahan staff dan berkomunikasi dengan baik. Semoga bisa terus dipertahankan dan ditingkatkan. Terima kasih atas pelayanan yang baik ini.",2025-07-26
7761,Traveloka,Hotel Santika Bogor,"semua orang ramah. kamarnya juga luas. dekat ke mana-mana. sangat mudah untuk pergi ke mal. meskipun kami menunggu cukup lama untuk check in, mereka berusaha memberi kami satu kamar untuk beristirahat.","Semua orang ramah. Kamarnya juga luas. Dekat ke mana-mana. Sangat mudah untuk pergi ke mal. Meskipun kami menunggu cukup lama untuk check in, mereka berusaha memberi kami satu kamar untuk beristirahat.",2025-01-04
7792,Traveloka,Hotel Santika Bogor,"di ruangan kamar, berasa banyak debu, ngeres, badan saya gatel-gatel setiap bangun tidur, tapi so far baik yang lain. tingkatkan ya!","Di ruangan kamar, berasa banyak debu, ngeres, badan saya gatel-gatel setiap bangun tidur, tp so far oke yang lain. Tingkatkan ya!",2024-07-13
7874,Traveloka,Hotel Santika Bogor,"semuanya ramah dan sangat membantu. buat yang akan menginap ke sini langsung aja masuk parkiran botani (depan convention hall). free parkir dengan stempel hotel. lokasi strategis, ke mall bisa punya akses langsung lewat lantai basement. bagi orang jakarta yang ingin pulang, bisa langsung akses toll jagorawi saat keluar parkir. makanan lumayan variatif, tersedia kolam renang buat anak. pagi-pagi bisa olahraga keliling kebun raya bogor.","Semuanya ramah dan sangat membantu. Buat yang akan menginap ke sini langsung aja masuk parkiran Botani (depan convention hall). Free parkir dengan stempel hotel. Lokasi strategis, ke mall bisa punya akses langsung lewat lantai basement. Bagi orang Jakarta yang ingin pulang, bisa langsung akses toll Jagorawi saat keluar parkir. Makanan lumayan variatif, tersedia kolam renang buat anak. Pagi-pagi bisa olahraga keliling Kebun Raya Bogor.",2023-07-22
7970,Traveloka,Hotel Santika Bogor,"alhamdulillah staffnya ramah, kalau ada kesempatan staycation lagi saya akan kesini lagi. makanan enak sangat bervariasi.","Alhamdulillah staffnya ramah, kalau ada kesempatan staycation lagi saya akan kesini lagi. Makanan enak sangat bervariasi.",2022-10-15
8006,Traveloka,Hotel Santika Bogor,secara keseluruhan seperti biasa memenuhi ekspektasi. mungkin sedikit masukan untuk tayangan televisinya di review kembali karena pas di kamar saya kok tampilannya tidak jernih dan sepertinya tidak ada televisi kabel.,Secara keseluruhan seperti biasa memenuhi ekspektasi. Mungkin sedikit masukan untuk tayangan televisinya di review kembali karena pas di kamar saya kok tampilannya gak jernih dan sepertinya gak ada tv kabel.,2022-06-04
8019,Traveloka,Hotel Santika Bogor,"pelayanannya sangat baik, lokasi nyambung sama mall botani square, sarapan enak dan banyak macam nya dan kebersihannya terjamin.","Pelayanannya sangat baik, lokasi nyambung sama mall botani square, sarapan enak dan banyak macam nya Dan kebersihannya terjamin 👍.",2022-05-14
8029,Traveloka,Hotel Santika Bogor,hotel yang lengkap dengan fasilitas dekat dengan mall jadi tidak perlu kemana-mana lagi untuk cari makan n hiburan untuk anak.,Hotel yang lengkap dengan fasilitas dekat dengan mall jadi ga perlu kemana-mana lagi untuk cari makan n hiburan untuk anak.,2022-03-26
8210,Traveloka,Hotel Santika Bogor,"check-in sangat cepat, untuk roomnya sendiri kamarnya cukup luas tapi sayang sekali sprei dan sarung bantalnya banyak bercak-bercak entah bekas kopi atau bekas nyaman darah. untuk kamar mandi lampunya kurang terang agak remang-remang gitu dan agak berbau.","check-in sangat cepat, Untuk roomnya sendiri kamarnya cukup luas tapi sayang sekali sprei dan sarung bantalnya banyak bercak-bercak entah bekas kopi atau bekas nyaman darah. Untuk kamar mandi lampunya kurang terang agak remang-remang gitu dan agak berbau.",2020-10-17
8240,Traveloka,Hotel Santika Bogor,sarapan yang lebih baik diantarkan ke kamar,Sarapan yang lebih baik diantarkan ke kamar,2020-08-08
8255,Traveloka,Hotel Santika Bogor,"hotelnya bersih, dekat dengan mal, jadi mau makan dan belanja gampang, pelayanannya ramah dan membantu, breakfast enak dan bervariasi, ada jamu juga, best pokoknya.","Hotelnya bersih, dekat dengan mal, jadi mau makan dan belanja gampang, pelayanannya ramah dan membantu, breakfast enak dan bervariasi, Ada jamu juga, best pokoknya.",2020-04-04
8292,Traveloka,Hotel Santika Bogor,sangat meyenangkan dekat mall botani di pusat kota bogor dekat damri ke bandara dekat terminal baranag siang pokoknya sangat strategis lokasinya.,sangat meyenangkan dekat mall botani di pusat kota bogor dekat damri ke bandara dekat terminal baranag siang pokoknya sangat strategis lokasinya.,2020-01-18
8331,Traveloka,Hotel Santika Bogor,"ramah, dekat kemana saja, sarapannya pun enak-enak.","Ramah, dekat kemana saja, sarapannya pun enak-enak.",2019-10-19
8998,Traveloka,Hotel Santika Bogor,tempat yang bagus dan pelayanan yang baik,Tempat yang bagus dan pelayanan yang baik,2016-03-05
9016,Traveloka,Hotel Santika Bogor,"tempat bersih dan nyaman, view bagus dan berada di pusat kota","Tempat bersih dan nyaman, view bagus dan berada di Pusat Kota",2016-01-30
9122,Traveloka,Hotel Santika Bogor,suasana dan pelayanan yang baik,Suasana dan pelayanan yang baik,2015-07-04
9265,Traveloka,Hotel Santika Cirebon,selalu nginap di sini karena kolam renang dan akses nya,selalu nginap di sini karena kolam renang dan akses nya,2025-02-22
9280,Traveloka,Hotel Santika Cirebon,satu-satunya masalah adalah nyamuk. tapi selain itu baik,satu-satunya masalah adalah nyamuk. tapi selain itu oke,2024-10-19
