review_id,platform,hotel_name,text_review,text_review_original,date
11,Agoda,Hotel Santika Bandung,"hotel klasik, tenang, estetis, dan layanan pelanggan yang luar biasa.","Classic, calm, esthetic hotel and great customer services.",2026-02-21
12,Agoda,Hotel Santika Bandung,"datang hampir jam 10 malam, hotel terlihat sepi tapi begitu turun mobil ada 1 doorman yang langsung menyambut dan membukakan pintu hotel. di lobby 1 concierge standby dan sat set mencari kamar yang kita booking dan melayani permintaan breakfast on the go. besoknya 2 kotak sarapan sudah siap diambil jam setengah 6 pagi sesuai permintaan. terimakasih santika.","Datang hampir jam 10 malam, hotel terlihat sepi tapi begitu turun mobil ada 1 doorman yang langsung menyambut dan membukakan pintu hotel. Di lobby 1 concierge standby dan sat set mencari kamar yang kita booking dan melayani permintaan breakfast on the go. Besoknya 2 kotak sarapan sudah siap diambil jam setengah 6 pagi sesuai permintaan. Terimakasih Santika ...",2026-02-17
13,Agoda,Hotel Santika Bandung,lokasi bagus dan tempat menginap yang bagus di bandung,good location and good place to stay in Bandung,2026-02-04
14,Agoda,Hotel Santika Bandung,masih mencari rekomendasi hotel di bandung khususnya untuk keluarga atau rombongan. staf dan layanan yang ramah dan baik. lokasi strategis.,"Still looking for hotel recommendations in Bandung, especially for families or groups. Friendly and good staff and services. Strategic location.",2026-01-29
15,Agoda,Hotel Santika Bandung,saya suka santika bandung. kenangan indah bersama keluarga tercinta. saya pernah ke sana bersama mendiang papa mama tercinta.,I love Santika Bandung. Good memories with my beloved families. I had been there with my late beloved Papa Mama.,2026-01-26
16,Agoda,Hotel Santika Bandung,"semua fantastis, hanya makanan perlu di tingkatkan sedikit secara taste, tapi staf semua ramah bintang 5","semua fantastis, hanya makanan perlu di tingkatkan sedikit secara taste, tp staff semua ramah bintang 5",2026-01-15
17,Agoda,Hotel Santika Bandung,"saya tidak tahu apa yang bisa saya katakan, semuanya sempurna","I don't know what can I say, just everything was perfect",2025-12-28
18,Agoda,Hotel Santika Bandung,hebat: dekat tempat dan resto populer di kota bandung,Great : Near popular place and resto in Bandung city,2025-12-20
19,Agoda,Hotel Santika Bandung,lokasi bijaksana adalah sarapan terbaik dan lezat,Location wise is best and delicious breakfast,2025-12-15
20,Agoda,Hotel Santika Bandung,"pengalaman menginap yang menyenangkan, dengan fasilitas hotel yang memadai, lokasi strategis di pusat kota, dan harga terjangkau.","A pleasant stay experience, with adequate hotel facilities, strategically located in the city center, and affordable prices.",2025-12-10
21,Agoda,Hotel Santika Bandung,"hotel dengan keramahan yang baik, lokasi strategis, rate cukup bagus juga harganya.","The hotel with good hospitality,strategic location, good rate enough also the price is.",2025-11-29
22,Agoda,Hotel Santika Bandung,"rekomendasi hotel untuk liburan atau bisnis di bandung, saya selalu menginap di hotel santika karena lokasinya yang strategis, fasilitasnya lengkap, terutama sarapannya yang enak dan bervariasi.","Recommended hotel for vacation or business in Bandung, I always stay at Hotel Santika because of its strategic location, complete facilities, especially the delicious and varied breakfast.",2025-11-22
23,Agoda,Hotel Santika Bandung,"properti ini menawarkan nilai luar biasa dengan lokasinya yang strategis, membuatnya mudah untuk menjelajahi daerah tersebut. kebersihannya terbaik, dan stafnya ramah dan penuh perhatian, memastikan pengalaman yang menyenangkan. fasilitasnya bagus, menampilkan kamar yang luas dengan air panas dan tempat parkir yang nyaman. secara keseluruhan, ini adalah pilihan tepat bagi siapa saja yang mencari kenyamanan dan aksesibilitas selama menginap.","This property offers exceptional value with its prime location, making it easy ta explore the area. The cleanliness is top- notch, and the staff is friendly and attentive, ensuring a pleasant experience The facilities are great, featuring spacious rooms with hot water and convenient parking. Overall, it's an excellent choice for anyone looking for comfort and accessibility during their stay.",2025-11-14
24,Agoda,Hotel Santika Bandung,"overall hotel ini recomended, mulai dari pelayanan, makanan, dan lokasinya, kalau harganya relatif pas. satu hal yang selalu saya sukai dari menginap di santika adalah variasi makanan yang tersedia, baik tradisional maupun western, serta rasanya yang menggugah selera.","Overall, this hotel is recommended, starting from the service, food, and location, if the price is relatively right. One thing I always like about staying at Santika is the variety of food available, both traditional and Western, and the taste is pleasing to the palate.",2025-11-06
25,Agoda,Hotel Santika Bandung,"nyaman, dimana-mana bersih. toiletnya berbau harum. saran: cat ulang pintu kamar mandi agar terlihat lebih segar.","Comfortable, everywhere is clean. The toilet smells nice. A suggestion: repaint the bathroom doors to make them look fresher.",2025-11-05
26,Agoda,Hotel Santika Bandung,sejauh ini bagus untuk menginap,So far good to stay,2025-11-02
27,Agoda,Hotel Santika Bandung,bagus location. meskipun hotel yang sedikit berumur tapi masih terawat dan bersih. cocok untuk tinggal bersama keluarga.,Great location. Meskipun hotel yang sedikit berumur tapi masih terawat dan bersih. Cocok untuk tinggal bersama keluarga.,2025-10-27
28,Agoda,Hotel Santika Bandung,untuk ruangan dan fasilitasnya sudah bagus. hanya perlu meningkatkan makanan untuk sarapan dan pencahayaan ruangan.,For the room and facilities already good. Just need to improve food for bfast and the lighting for the room.,2025-10-27
29,Agoda,Hotel Santika Bandung,"hotel terjangkau di lokasi strategis. ruangan itu luas dan tempat tidur nyaman. tapi kamar dan furniturnya cukup kuno, air conditioner tidak bisa diatur, dan handuknya terlalu tipis dan tua. semua staf baik dan cepat tanggap dalam menangani pertanyaan.","An affordable hotel in a strategic location. The room was spacious and comfortable bed. But the room and furnitures are quite oldies, aircon was not adjustable, and the towels were too thin and old. All of the staff were nice and fast-response handling the inquiry.",2025-10-24
30,Agoda,Hotel Santika Bandung,"hotel lama yang nyaman, dan dekat dari outlet di jalan riau dan mudah cari makanan, bagus","Hotel lama yg nyaman, dan dekat dari outlet di jalan Riau dan mudah cari makanan, mantapppp",2025-10-08
31,Agoda,Hotel Santika Bandung,nikmati tinggal di pusat kota,Enjoy stay in city central,2025-10-06
32,Agoda,Hotel Santika Bandung,"pengalaman saya secara umum sangat baik di hotel ini. baru pertama kali menginap disini itu pun karena kehabisan hotel lain di weekend dan memang dadakan baru cari di hari h. memang gedung lama tapi lokasi sangat baik di tengah kota jadi sangat strategis kalau mau kemana2, kamar terbilang luas, feels bed pun sangat enak dan sekalipun double twin dijadikan satu tidak berasa ada lubang di tengah2. yang paling highlight buat saya adalah breakfast karena jenis makanannya banyak dan rasanya pun enak2, plusnya lagi saya mendapat compliment breakfast untuk anak saya yang berusia 8. compliment karena seharusnya bayar menurut staf restaurant tapi waktu check in di info anak hingga usia 8 masih gratis. sepertinya perlu disepakati lagi dalam management. tapi terima kasih anyway for the compliment.","Pengalaman saya secara umum sangat baik di hotel ini. Baru pertama kali menginap disini itu pun karena kehabisan hotel lain di weekend dan memang dadakan baru cari di hari H. Memang gedung lama tapi lokasi sangat baik di tengah kota jadi sangat strategis kalau mau kemana2, kamar terbilang luas, feels bed pun sangat enak dan sekalipun double twin dijadikan satu tidak berasa ada lubang di tengah2. Yg paling highlight buat saya adalah breakfast karena jenis makanannya banyak dan rasanya pun enak2, plusnya lagi saya mendapat compliment breakfast untuk anak saya yg berusia 8. Compliment karena seharusnya bayar menurut staff restaurant tp waktu check in di info anak hingga usia 8 masih gratis.. Sepertinya perlu disepakati lagi dalam management. Tapi thanks anyway for the compliment.",2025-09-18
33,Agoda,Hotel Santika Bandung,lokasi bagus dan pelayanan bagus,good location and good service,2025-09-13
34,Agoda,Hotel Santika Bandung,"saya pesan kamar ini untuk ayah saya saya, dan ayah saya suka dengan hotel ini","Saya pesan kamar ini untuk ayah saya saya, dan ayah saya suka dengan hotel ini",2025-09-11
35,Agoda,Hotel Santika Bandung,"saya pesan kamar ini untuk ayah saya, dan ayah saya menyukainya","Saya pesan kamar ini untuk ayah saya, dan ayah saya menyukainya",2025-09-11
36,Agoda,Hotel Santika Bandung,"hotel butik ini hanya berjarak 100 meter dari stasiun kereta bandara. pelayanannya ramah dan sebanding dengan hotel bintang lima, dan semua staf fasih berbahasa inggris. desain kamarnya cukup unik, dengan tabung di kamar mandi menghadap ke jendela. sayangnya kolam renangnya kecil. menu makanan dalam kamar bervariasi, enak, dan harga cukup bersaing dengan restoran di platinum mall. tersedia antar-jemput tuktuk gratis ke stasiun kereta. secara keseluruhan, ini adalah pengalaman menginap yang sangat menyenangkan, dan saya berharap untuk kembali lagi di masa mendatang.","This boutique hotel is only 100 meters from the airport train station. The service is friendly and comparable to a five-star hotel, and all staff speak fluent English. The room design is quite unique, with a tube in the bathroom facing the window. Unfortunately, the swimming pool is small. The in-room food menu is varied, delicious, and the prices are quite competitive with restaurants in Platinum Mall. Free tuktuk shuttles to the train station are available. Overall, it's a very happy stay, and I am looking forward to coming back in the future.",2025-09-08
37,Agoda,Hotel Santika Bandung,"parkir dibasement tidak sempit muat sekitar 25-30 mobil. sarapan baik, kacang ijo bubur sumsum selalu ada. tradisional food. dekat dengan bip tinggal nyebrang dan mall yogya disebrang kanannya. saya dapat di kamar 427, kamar executive tapi air conditioner kurang dingin. ada ruang duduk sama televisi tambahan kecil di depan tapi kurang efektif mending dikasih kasur 1 lagi","Parkir dibasement tidak sempit muat sekitar 25-30 mobil. Sarapan ok, kacang ijo bubur sumsum selalu ada. Tradisional food. Dekat dengan bip tinggal nyebrang dan mall yogya disebrang kanannya. Saya dapat di kamar 427, kamar executive tapi ac kurang dingin. Ada ruang duduk sama tv tambahan kecil di depan tapi kurang efektif mending dikasih kasur 1 lagi",2025-09-08
38,Agoda,Hotel Santika Bandung,"hotel tua yang bersih, tapi pelayanannya bagus. saya menikmati sarapan saya yang lezat dan jamu wedang sekang. saya akan mempertimbangkan ini lagi jika saya berada di sekitar area tersebut","Clean old hotel, but the service was good. I enjoy my tastefully breakfast n jamu wedang sekang. I will consider this again if im around the area",2025-09-02
39,Agoda,Hotel Santika Bandung,"hotel ini dihuni oleh kelelawar. dinding hotel seperti terlihat di foto kotoran kelelawar di lantai. gymnya satu-satunya treadmill yang rusak, pergelangan kaki saya hampir terkilir saat menggunakannya. papan langkah di bawah mekanisme rusak ketika anda menginjaknya dengan goyah. tidak ada barbel yang dipasang dengan benar. untuk meluruskannya. lebih baik tutup gym gunakan ruang itu untuk hal lain","The hotel is inhabited by bats. The wall of the hotel as seen on the photo excrements of bats & on the floor. The gym is👎🏾👎🏾👎🏾 the only treadmill is faulty, i nearly twisted my ankle when i used it . The step board under merchanism faulty when u step on it wobbly. No proper barbels set. To put it straight. Better close the gym & use the space for something else",2025-08-21
40,Agoda,Hotel Santika Bandung,"akomodasi ini menawarkan nilai yang sangat baik dengan lokasi yang strategis dan kebersihan yang terjaga. stafnya sangat ramah dan membantu, membuat pengalaman menjadi lebih menyenangkan. fasilitas yang tersedia juga memuaskan, cocok untuk berbagai kebutuhan. secara keseluruhan, ini adalah tempat yang sangat direkomendasikan bagi siapapun yang mencari kenyamanan dan pelayanan terbaik selama menginap.","This accommodation offers excellent value with a strategic location and maintained cleanliness. The staff is very friendly and helpful, making the experience even more enjoyable. The available facilities are also satisfactory, suitable for various needs. Overall, this is a highly recommended place for anyone looking for comfort and the best service while staying.",2025-08-14
41,Agoda,Hotel Santika Bandung,secara keseluruhan bagus,Overall good,2025-08-08
42,Agoda,Hotel Santika Bandung,menginap di santika akan membuat anda nyaman dengan lokasinya yang tepat berada di pusat kota bandung yang ramai.,Staying at Santika will make you comfortable with its location right in the center of the bustling city of Bandung.,2025-08-03
43,Agoda,Hotel Santika Bandung,"kamarnya luas, rapi dan bersih, kamar mandi juga bersih","Kamarnya luas ,rapi Dan bersih ,kamar mandi juga bersih",2025-07-29
44,Agoda,Hotel Santika Bandung,"letaknya di lokasi yang sangat bagus, di seberang riau junction dan dekat bandung indah plaza dengan banyak tempat makan. kamarnya luas dan sarapannya enak. staf sangat membantu dan ramah, layanan pelanggan terbaik. ini adalah hotel yang akan saya kembalikan setiap kali saya pergi ke bandung.","It is in a very good location, across Riau Junction and near Bandung Indah Plaza with lots of eating places. The room is spacious and nice breakfast. The staff were very helpful and friendly, the best customer service. It is a hotel that I would come back every time I go to Bandung.",2025-07-26
45,Agoda,Hotel Santika Bandung,tarif bagus lokasi bagus,Good rate Good location,2025-07-12
46,Agoda,Hotel Santika Bandung,"tarif bagus, lokasi bagus, staf ramah","Good rate, good location, friendly staff",2025-07-12
47,Agoda,Hotel Santika Bandung,"nyaman, bersih, fasilitas lengkap, lokasi strategis. kalau ke bandung mau stay di hotel ini lagi","Nyaman, bersih, fasilitas lengkap, lokasi strategis.. kalau ke bandung mau stay di hotel ini lagi",2025-07-10
48,Agoda,Hotel Santika Bandung,"hotelnya bersih dengan fasilitas yang terpelihara dengan baik. yang benar-benar menonjol adalah layanan terbaiknya - mulai dari pelayan, resepsionis, hingga tim f b, setiap anggota staf benar-benar ramah dan profesional. meskipun furnitur dan kamar mandinya perlu ditingkatkan agar sesuai dengan keunggulan hotel di area lain, secara keseluruhan pengalaman menginap ini menyenangkan dan terpuji.","The hotel is clean with well-maintained facilities. What truly stands out is the excellent service — from the bellman, reception, to the F&B team, every staff member was genuinely welcoming and professional. While the furniture and bathrooms could use some upgrading to match the hotel’s strengths in other areas, overall it was a pleasant and commendable stay.",2025-07-08
49,Agoda,Hotel Santika Bandung,"hotel tua tapi nyaman untuk ditinggali. terasa homey, lobi dan restorannya bikin betah. terdapat fasilitas sepeda gratis. saya pakai bersama kedua anak saya untuk jalan-jalan keliling, mengunjungi sate dan factory outlet terdekat, jalan-jalan. nyaman dan strategis. sarapannya biasa saja, dengan pilihan makanan tradisional yang cukup lengkap. tersedia bakery, snack gurih, kopi mesin espresso, bubur ketan, mie, dan salad lengkap. kamarnya bersih dan tvnya baik, besar. kita seharusnya tinggal di sini selama 2 malam. dekat dengan supermarket, martadinata. cocok untuk nongkrong, bip. lain kali kami akan kembali ke sini lagi. kebetulan harganya murah di hari kerja. weekend masih standar. terima kasih santika. stafnya ramah.","An old hotel but comfortable to stay in. It feels homey, the lobby and restaurant make you feel at home. There are free bike facilities. I used it with my two kids to go around the area, visiting the nearest satay and factory outlet, wandering around. Comfortable and strategic. The breakfast is so-so, with a fairly complete selection of traditional food. Bakery, savory snacks, espresso machine coffee, sticky rice porridge, noodles, and a complete salad are available. The room is clean and the TV is okay, big. We should have stayed here for 2 nights. It's close to a supermarket, Martadinata. Good for hanging out, BIP. Next time we will come back here again. The price happens to be cheap on weekdays. Weekends are still standard... Thank you, Santika. The staff is friendly.",2025-07-08
50,Agoda,Hotel Santika Bandung,staf yang kami temui sangat luar biasa termasuk general manager yang mendekati kami di lobi untuk mengobrol tentang waktu kami di bandung. nilai yang sangat bagus dan kami selalu senang menginap di properti santika karena alasan ini.,The staff we encountered were wonderful including the General Manager whom approached us in the lobby to have a chat about our time in Bandung. Very good value and we always love staying at Santika properties for this reason.,2025-07-05
51,Agoda,Hotel Santika Bandung,selalu puas menginap disini. tempat tidur yang sangat bagus.,Always satisfied staying here. Really nice bed.,2025-06-30
52,Agoda,Hotel Santika Bandung,"saya nyaman menginap di hotel jnj. meskipun menurut saya kopinya kurang rasa, ketika saya meminta kopi yang lebih kuat, staf segera menyediakannya.","I am comfortable staying at the JNJ hotel. Although I found the coffee to be lacking in flavor, when I requested a stronger coffee, the staff quickly provided it.",2025-06-26
53,Agoda,Hotel Santika Bandung,semua fasilitas dan layanan staf baik,Semua fasilitas dan layanan staf OK ⭐️⭐️⭐️⭐️⭐️,2025-06-18
54,Agoda,Hotel Santika Bandung,"selalu nyaman menginap di hotel ini, lokasi prima dikelilingi pusat perbelanjaan dan makanan. pelayanan hotel dan kamarnya sangat baik. kamarnya luas dan bersih. sarapan yang beragam dan lezat. tidak perlu ragu lagi memilih santika jalan sumatera sebagai pilihan saat menginap di bandung.","Always comfortable staying at this hotel, prime location surrounded by shopping centers and food. The hotel service and rooms are very good. The rooms are spacious and clean. A diverse and delicious breakfast. There is no doubt in choosing Santika Jalan Sumatera as a choice when staying in Bandung. ⭐️⭐️⭐️⭐️⭐️",2025-06-15
55,Agoda,Hotel Santika Bandung,nilai untuk uang. meskipun agak tua tapi terawat dengan baik dan lokasinya bagus,Value for money. Although a bit old but wel maintained and good location,2025-06-11
56,Agoda,Hotel Santika Bandung,"hotel dengan bangunan klasik dan vintage yang berlokasi di pusat kota bandung. untuk lokasi tidak perlu diragukan lagi karena sangat strategis. bangunan hotel sudah cukup berumur dengan interior di dalamnya termasuk kamar yang sudah cukup outdated dan perlu segera ada refurbishment. tapi overall kualitas tempat tidur, bantal dan duvet tetep baik punya. kebersihannya pun juga cukup terjaga dengan baik. air conditioner rasanya kurang dingin karena menggunakan pengaturan air conditioner model lama, untungnya kota bandung by default kalau malam cukup sejuk udaranya. overall baik banget menginap di sini dengan harga yang reasonable pula sudah termasuk sarapan.","Hotel dengan bangunan klasik dan vintage yang berlokasi di pusat kota Bandung. Untuk lokasi tidak perlu diragukan lagi karena sangat strategis. Bangunan hotel sudah cukup berumur dengan interior di dalamnya termasuk kamar yang sudah cukup outdated dan perlu segera ada refurbishment. Tapi overall kualitas tempat tidur, bantal dan duvet tetep oke punya. Kebersihannya pun juga cukup terjaga dengan baik. AC rasanya kurang dingin karena menggunakan pengaturan AC model lama, untungnya kota Bandung by default kalo malam cukup sejuk udaranya. Overall oke banget menginap di sini dengan harga yang reasonable pula sudah termasuk sarapan.",2025-06-04
57,Agoda,Hotel Santika Bandung,tinggal di sini selama 1 malam tapi satu hal yang pasti adalah hotel ini bernilai uang dan memiliki makanan enak untuk sarapan!,Stayed here for 1 night but one thing for sure is this hotel is value for money and have a good food for breakfast!!!,2025-06-01
58,Agoda,Hotel Santika Bandung,perlu direnovasi juga lama mendapat lingkungan sehat karena tempatnya kumuh,Need to be renovated too old get a healthy environment as the place is rundown,2025-05-25
59,Agoda,Hotel Santika Bandung,"letaknya strategis, semua staf ramah, ruangan sangat besar (saya menginap di kamar executive). dan surprise juga pas diinfo saat cek in kalau sudah dapat paket makan malam dan sarapan. makananya lumayan enak.","Letaknya strategis, semua staf ramah, ruangan sangat besar (saya menginap di kamar executive). Dan surprise juga pas diinfo saat cek in kalau sudah dapat paket makan malam dan sarapan. Makananya lumayan enak.",2025-05-14
60,Agoda,Hotel Santika Bandung,"staf sangat penuh perhatian, tidak pernah membiarkan kami membawa barang bawaan kami ke dan dari kamar kami. mampu memenuhi permintaan kami setiap saat. lokasi bagus dan banyak restoran di dekatnya.","Staffs are very attentive, never let us carry our luggages to and from grab to our rooms. Able to attend to our request every time. Great location and a lot of eateries nearby.",2025-05-10
61,Agoda,Hotel Santika Bandung,"saya baru-baru ini menginap di hotel santika bandung. seperti biasa, santika tetap menjaga reputasinya sebagai hotel yang sudah lama berdiri dengan fasilitas yang terawat dan suasana yang nyaman. menu sarapannya cukup enak dan menawarkan berbagai pilihan yang enak. namun, kali ini saya sedikit kecewa. saya telah memesan kamar dengan satu tempat tidur besar, tetapi malah diberikan dua tempat tidur single yang disatukan, yang mempengaruhi kenyamanan menginap secara keseluruhan.","I recently stayed at Hotel Santika Bandung. As usual, Santika maintains its reputation as a long-established hotel with well-maintained facilities and a comfortable atmosphere. The breakfast menu was quite good and offered a nice variety of options. However, I was a bit disappointed this time. I had booked a room with one large bed, but was given two single beds pushed together instead, which affected the overall comfort of the stay.",2025-05-08
62,Agoda,Hotel Santika Bandung,"grup santika adalah salah satu hotel favorit saya untuk menginap di indonesia. lokasi bagus, staf membantu, kamar bersih dan besar, sarapan lengkap dan enak, dan harga terjangkau.","Santika group is one of my favorite hotel to stay in Indonesia. Great location, helpful staff, clean n big room, complete n nice breakfast and affordable price.",2025-05-04
63,Agoda,Hotel Santika Bandung,"saya suka suasana, staf yang ramah, dekat dengan pusat perbelanjaan legenda dan tidur yang nyenyak. satu hal yang mengganggu saya adalah (tidak yakin) burung atau kelelawar berjatuhan di area aula. kelihatannya seperti terjatuh tapi saya tidak yakin, semoga kunjungan berikutnya tanda itu bersih","I love the ambiences, friendly staf, close to the legend shopping mall and good sleep. One thing annoy me is the (not sure) the bird or bat dropping in hall area. It look like drop thing but I'm not sure, hopefully next visit that mark get clean",2025-05-02
64,Agoda,Hotel Santika Bandung,"makanannya enak, stafnya sangat membantu, kamarnya bagus, hanya beberapa furnitur yang perlu diganti",Food was great the staff was helpful the room was nice just some furniture need to replace,2025-04-22
65,Agoda,Hotel Santika Bandung,sangat recomend bagi yang ingin dekat kemana-mana di bandung,Sangat recomend bagi yg ingin dekat kemana-mana di Bandung,2025-04-21
66,Agoda,Hotel Santika Bandung,lokasi terbaik dan hotel nyaman untuk menjelajahi kota bandung,Best location and comfortable hotel to exploring Bandung City,2025-04-11
67,Agoda,Hotel Santika Bandung,"selalu senang menginap di hotel santika bandung, stafnya ramah dan baik dalam pelayanan. kamarnya bersih, fasilitasnya lengkap. lokasi dikelilingi pusat perbelanjaan dan kuliner. sarapannya lengkap, bervariasi, dan juga enak. saya tidak pernah bosan tinggal di sini.","Always happy to stay at Hotel Santika Bandung, the staff is friendly and good in service. The rooms are clean, with complete facilities. The location is surrounded by shopping centers and food. The breakfast is complete, varied, and also delicious. I never get tired of staying here.",2025-04-11
68,Agoda,Hotel Santika Bandung,"lokasi strategis, dekat pusat perbelanjaan. kamar nyaman. staf ramah. makanan enak.","Lokasi strategis, dekat pusat perbelanjaan. Kamar nyaman. Staf ramah. Makanan enak.",2025-04-07
69,Agoda,Hotel Santika Bandung,"menginap disini 3 malam strategis banget, di sekitar banyak food street tapi karena lebaran banyak yang tutup. kamar bersih dan nyaman, air conditioner dan air panas berfungsi dengan baik, sarapan bervariasi, dan staf sangat ramah dari pintu masuk hingga housekeeping.","Staying here for 3 nights is very strategic, there are many food streets around but because of Eid, many are closed. The room is clean and comfortable, the AC and hot water work well, breakfast is varied, and the staff is very friendly from the entrance to housekeeping.",2025-04-06
70,Agoda,Hotel Santika Bandung,"akomodasi hotel ini cocok untuk keluarga yang menikmati ketenangan; tempatnya sejuk dan tenang. fasilitas standar belum termasuk pengering rambut, dan dekat dengan bip mall dan riau junction. sekadar saran, harap ditambah lagi pilihan menu sarapannya. terima kasih: )","This hotel accommodation is suitable for families who enjoy tranquility; the place is cool and quiet. The standard facilities do not include a hair dryer, and it is close to the BIP mall and Riau Junction. Just a suggestion, please add more options to the breakfast menu. Thank you :)",2025-04-05
71,Agoda,Hotel Santika Bandung,tepat di tengah-tengah antara kota dan bandara.,Just in the middle between town and airport.,2025-03-28
72,Agoda,Hotel Santika Bandung,makanan enak dekat kompleks perbelanjaan,Nice food & near shopping complex,2025-03-23
73,Agoda,Hotel Santika Bandung,"suasana hotel lokasi sudah cocok di santika depan riau junction, tapi sayang kasur sudah kurang layak di kamar superior, per kawat lemah jadi badan miring2 sulit tidur, tolong diganti baru tidak perlu kasur mewah, cukup standar hotel, untuk parkiran tolong diperbaiki bocoran air plafon buat cat mobil susah hilang bekasnya, sarang kelelawar kotoran kalau bisa dibersihkan juga, trims","Suasana hotel & lokasi sudah cocok di santika depan riau junction, tapi sayang kasur sudah kurang layak di kamar superior, per kawat lemah jadi badan miring2 sulit tidur, tolong diganti baru ga perlu kasur mewah, cukup standar hotel, untuk parkiran tolong diperbaiki bocoran air plafon buat cat mobil susah hilang bekasnya, sarang kelelawar & kotoran klo bisa dibersihkan jg, trims",2025-03-22
